s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_2p90_035","HRRPUA-CONE_2p90_035","WALL TEMPERATURE-CONE_2p90_050","HRRPUA-CONE_2p90_050","WALL TEMPERATURE-CONE_2p90_075","HRRPUA-CONE_2p90_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.738E+02, 0.000E+00, 2.334E+02, 0.000E+00, 3.269E+02, 1.930E+01
 2.000E+01, 3.250E+02, 0.000E+00, 4.300E+02, 1.008E+01, 5.744E+02, 1.424E+02
 3.000E+01, 4.137E+02, 0.000E+00, 5.282E+02, 8.963E+01, 6.707E+02, 2.518E+02
 4.000E+01, 4.688E+02, 4.323E+00, 5.806E+02, 1.694E+02, 7.134E+02, 2.615E+02
 5.000E+01, 5.025E+02, 2.369E+01, 6.089E+02, 1.948E+02, 7.338E+02, 2.597E+02
 6.000E+01, 5.234E+02, 5.636E+01, 6.249E+02, 2.005E+02, 7.445E+02, 2.463E+02
 7.000E+01, 5.365E+02, 1.097E+02, 6.342E+02, 1.981E+02, 7.504E+02, 2.442E+02
 8.000E+01, 5.450E+02, 1.310E+02, 6.400E+02, 1.953E+02, 7.540E+02, 1.990E+02
 9.000E+01, 5.506E+02, 1.349E+02, 6.436E+02, 1.928E+02, 7.562E+02, 1.484E+02
 1.000E+02, 5.544E+02, 1.372E+02, 6.460E+02, 1.770E+02, 7.577E+02, 1.415E+02
 1.100E+02, 5.569E+02, 1.380E+02, 6.476E+02, 1.577E+02, 7.586E+02, 1.109E+02
 1.200E+02, 5.586E+02, 1.367E+02, 6.486E+02, 1.421E+02, 7.592E+02, 5.516E+01
 1.300E+02, 5.598E+02, 1.313E+02, 6.493E+02, 1.361E+02, 7.596E+02, 3.996E+01
 1.400E+02, 5.607E+02, 1.274E+02, 6.498E+02, 1.141E+02, 7.598E+02, 3.407E+01
 1.500E+02, 5.612E+02, 1.296E+02, 6.501E+02, 8.609E+01, 7.600E+02, 3.431E+01
 1.600E+02, 5.616E+02, 1.267E+02, 6.503E+02, 6.374E+01, 7.601E+02, 3.039E+01
 1.700E+02, 5.619E+02, 1.182E+02, 6.505E+02, 5.277E+01, 7.602E+02, 2.684E+01
 1.800E+02, 5.621E+02, 9.715E+01, 6.506E+02, 4.983E+01, 7.602E+02, 2.521E+01
 1.900E+02, 5.622E+02, 7.921E+01, 6.506E+02, 4.418E+01, 7.603E+02, 2.416E+01
 2.000E+02, 5.623E+02, 7.089E+01, 6.507E+02, 3.648E+01, 7.603E+02, 2.340E+01
 2.100E+02, 5.624E+02, 6.979E+01, 6.507E+02, 2.914E+01, 7.603E+02, 1.902E+01
 2.200E+02, 5.624E+02, 6.989E+01, 6.507E+02, 2.561E+01, 7.603E+02, 1.646E+01
 2.300E+02, 5.625E+02, 6.399E+01, 6.507E+02, 2.501E+01, 7.603E+02, 1.488E+01
 2.400E+02, 5.625E+02, 5.241E+01, 6.508E+02, 2.410E+01, 7.603E+02, 1.045E+00
 2.500E+02, 5.625E+02, 3.443E+01, 6.508E+02, 2.132E+01, 7.603E+02, 0.000E+00
 2.600E+02, 5.625E+02, 2.556E+01, 6.508E+02, 6.607E+00, 7.603E+02, 0.000E+00
 2.700E+02, 5.625E+02, 2.099E+01, 6.508E+02, 6.488E+00, 7.603E+02, 0.000E+00
 2.800E+02, 5.625E+02, 1.905E+01, 6.508E+02, 6.647E+00, 7.603E+02, 0.000E+00
 2.900E+02, 5.625E+02, 1.742E+01, 6.508E+02, 6.806E+00, 7.603E+02, 0.000E+00
 3.000E+02, 5.625E+02, 1.586E+01, 6.508E+02, 6.838E+00, 7.603E+02, 0.000E+00
 3.100E+02, 5.625E+02, 1.622E+01, 6.508E+02, 6.394E+00, 7.603E+02, 0.000E+00
 3.200E+02, 5.626E+02, 1.657E+01, 6.508E+02, 5.991E+00, 7.603E+02, 0.000E+00
 3.300E+02, 5.626E+02, 1.568E+01, 6.508E+02, 5.786E+00, 7.603E+02, 0.000E+00
 3.400E+02, 5.626E+02, 1.477E+01, 6.508E+02, 5.587E+00, 7.603E+02, 0.000E+00
 3.500E+02, 5.626E+02, 1.387E+01, 6.508E+02, 5.388E+00, 7.603E+02, 0.000E+00
 3.600E+02, 5.626E+02, 1.297E+01, 6.508E+02, 5.188E+00, 7.603E+02, 0.000E+00
 3.700E+02, 5.626E+02, 1.246E+01, 6.508E+02, 5.014E+00, 7.603E+02, 0.000E+00
 3.800E+02, 5.626E+02, 1.214E+01, 6.508E+02, 4.931E+00, 7.603E+02, 0.000E+00
 3.900E+02, 5.626E+02, 1.182E+01, 6.508E+02, 4.856E+00, 7.603E+02, 0.000E+00
 4.000E+02, 5.626E+02, 1.149E+01, 6.508E+02, 4.780E+00, 7.603E+02, 0.000E+00
 4.100E+02, 5.626E+02, 1.131E+01, 6.508E+02, 4.705E+00, 7.603E+02, 0.000E+00
 4.200E+02, 5.626E+02, 1.174E+01, 6.508E+02, 4.635E+00, 7.603E+02, 0.000E+00
 4.300E+02, 5.626E+02, 1.098E+01, 6.508E+02, 4.595E+00, 7.603E+02, 0.000E+00
 4.400E+02, 5.626E+02, 9.987E+00, 6.508E+02, 4.560E+00, 7.603E+02, 0.000E+00
 4.500E+02, 5.626E+02, 8.992E+00, 6.508E+02, 4.524E+00, 7.603E+02, 0.000E+00
 4.600E+02, 5.626E+02, 8.198E+00, 6.508E+02, 4.489E+00, 7.603E+02, 0.000E+00
 4.700E+02, 5.626E+02, 7.831E+00, 6.508E+02, 4.441E+00, 7.603E+02, 0.000E+00
 4.800E+02, 5.626E+02, 7.478E+00, 6.508E+02, 4.290E+00, 7.603E+02, 0.000E+00
 4.900E+02, 5.626E+02, 7.126E+00, 6.508E+02, 4.117E+00, 7.603E+02, 0.000E+00
 5.000E+02, 5.626E+02, 6.560E+00, 6.508E+02, 3.943E+00, 7.603E+02, 0.000E+00
 5.100E+02, 5.626E+02, 0.000E+00, 6.508E+02, 3.769E+00, 7.603E+02, 0.000E+00
 5.200E+02, 5.626E+02, 0.000E+00, 6.508E+02, 2.662E+00, 7.603E+02, 0.000E+00
 5.300E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.400E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.500E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.600E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.700E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.800E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 5.900E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.000E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.100E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.200E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.300E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.400E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.500E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.600E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.700E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.800E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.900E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.000E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.100E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.178E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
