s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_3p23_025","HRRPUA-CONE_3p23_025","WALL TEMPERATURE-CONE_3p23_050","HRRPUA-CONE_3p23_050","WALL TEMPERATURE-CONE_3p23_075","HRRPUA-CONE_3p23_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.248E+02, 0.000E+00, 2.185E+02, 0.000E+00, 3.067E+02, 0.000E+00
 2.000E+01, 2.107E+02, 0.000E+00, 3.714E+02, 0.000E+00, 5.055E+02, 0.000E+00
 3.000E+01, 2.525E+02, 0.000E+00, 4.331E+02, 0.000E+00, 5.712E+02, 1.658E+02
 4.000E+01, 2.822E+02, 0.000E+00, 4.717E+02, 1.866E+00, 6.088E+02, 4.912E+02
 5.000E+01, 3.058E+02, 0.000E+00, 4.997E+02, 1.209E+02, 6.350E+02, 8.134E+02
 6.000E+01, 3.258E+02, 0.000E+00, 5.218E+02, 2.879E+02, 6.551E+02, 1.185E+03
 7.000E+01, 3.430E+02, 0.000E+00, 5.399E+02, 4.642E+02, 6.713E+02, 1.613E+03
 8.000E+01, 3.582E+02, 0.000E+00, 5.551E+02, 6.514E+02, 6.846E+02, 2.068E+03
 9.000E+01, 3.717E+02, 0.000E+00, 5.680E+02, 8.569E+02, 6.957E+02, 2.532E+03
 1.000E+02, 3.837E+02, 0.000E+00, 5.790E+02, 1.070E+03, 7.051E+02, 2.735E+03
 1.100E+02, 3.945E+02, 0.000E+00, 5.885E+02, 1.311E+03, 7.131E+02, 2.154E+03
 1.200E+02, 4.041E+02, 6.311E+00, 5.967E+02, 1.552E+03, 7.199E+02, 7.267E+02
 1.300E+02, 4.126E+02, 5.287E+01, 6.038E+02, 1.741E+03, 7.257E+02, 8.028E+01
 1.400E+02, 4.203E+02, 1.102E+02, 6.099E+02, 1.884E+03, 7.306E+02, 1.811E+01
