s,C,kW/m2,C,kW/m2,C,kW/m2
Time,WALL TEMPERATURE-CONE_4p50_035,HRRPUA-CONE_4p50_035,WALL TEMPERATURE-CONE_4p50_050,HRRPUA-CONE_4p50_050,WALL TEMPERATURE-CONE_4p50_075,HRRPUA-CONE_4p50_075
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 5.866E+01, 0.000E+00, 7.220E+01, 0.000E+00, 9.442E+01, 0.000E+00
 2.000E+01, 9.057E+01, 0.000E+00, 1.177E+02, 0.000E+00, 1.627E+02, 0.000E+00
 3.000E+01, 1.094E+02, 0.000E+00, 1.444E+02, 0.000E+00, 2.023E+02, 0.000E+00
 4.000E+01, 1.239E+02, 0.000E+00, 1.650E+02, 0.000E+00, 2.325E+02, 0.000E+00
 5.000E+01, 1.361E+02, 0.000E+00, 1.820E+02, 0.000E+00, 2.573E+02, 0.000E+00
 6.000E+01, 1.467E+02, 0.000E+00, 1.970E+02, 0.000E+00, 2.789E+02, 0.000E+00
 7.000E+01, 1.565E+02, 0.000E+00, 2.106E+02, 0.000E+00, 2.982E+02, 0.000E+00
 8.000E+01, 1.656E+02, 0.000E+00, 2.232E+02, 0.000E+00, 3.161E+02, 0.000E+00
 9.000E+01, 1.742E+02, 0.000E+00, 2.352E+02, 0.000E+00, 3.330E+02, 0.000E+00
 1.000E+02, 1.825E+02, 0.000E+00, 2.467E+02, 0.000E+00, 3.489E+02, 0.000E+00
 1.100E+02, 1.906E+02, 0.000E+00, 2.578E+02, 0.000E+00, 3.642E+02, 0.000E+00
 1.200E+02, 1.985E+02, 0.000E+00, 2.685E+02, 0.000E+00, 3.789E+02, 0.000E+00
 1.300E+02, 2.063E+02, 0.000E+00, 2.790E+02, 0.000E+00, 3.931E+02, 0.000E+00
 1.400E+02, 2.139E+02, 0.000E+00, 2.893E+02, 0.000E+00, 4.068E+02, 0.000E+00
 1.500E+02, 2.213E+02, 0.000E+00, 2.993E+02, 0.000E+00, 4.201E+02, 0.000E+00
 1.600E+02, 2.287E+02, 0.000E+00, 3.092E+02, 0.000E+00, 4.329E+02, 0.000E+00
 1.700E+02, 2.359E+02, 0.000E+00, 3.188E+02, 0.000E+00, 4.453E+02, 0.000E+00
 1.800E+02, 2.430E+02, 0.000E+00, 3.281E+02, 0.000E+00, 4.573E+02, 0.000E+00
 1.900E+02, 2.500E+02, 0.000E+00, 3.373E+02, 0.000E+00, 4.689E+02, 0.000E+00
 2.000E+02, 2.569E+02, 0.000E+00, 3.463E+02, 0.000E+00, 4.802E+02, 3.558E+01
 2.100E+02, 2.637E+02, 0.000E+00, 3.551E+02, 0.000E+00, 4.910E+02, 1.007E+02
 2.200E+02, 2.703E+02, 0.000E+00, 3.637E+02, 0.000E+00, 5.015E+02, 1.377E+02
 2.300E+02, 2.769E+02, 0.000E+00, 3.721E+02, 0.000E+00, 5.116E+02, 1.568E+02
 2.400E+02, 2.833E+02, 0.000E+00, 3.802E+02, 0.000E+00, 5.213E+02, 1.623E+02
 2.500E+02, 2.896E+02, 0.000E+00, 3.882E+02, 0.000E+00, 5.307E+02, 1.629E+02
 2.600E+02, 2.959E+02, 0.000E+00, 3.960E+02, 0.000E+00, 5.397E+02, 1.614E+02
 2.700E+02, 3.020E+02, 0.000E+00, 4.036E+02, 0.000E+00, 5.484E+02, 1.456E+02
 2.800E+02, 3.080E+02, 0.000E+00, 4.110E+02, 0.000E+00, 5.568E+02, 1.288E+02
 2.900E+02, 3.138E+02, 0.000E+00, 4.182E+02, 1.085E+00, 5.648E+02, 1.184E+02
 3.000E+02, 3.196E+02, 0.000E+00, 4.252E+02, 2.775E+01, 5.726E+02, 1.141E+02
 3.100E+02, 3.253E+02, 0.000E+00, 4.320E+02, 6.240E+01, 5.800E+02, 1.126E+02
 3.200E+02, 3.308E+02, 0.000E+00, 4.387E+02, 7.922E+01, 5.872E+02, 1.142E+02
 3.300E+02, 3.363E+02, 0.000E+00, 4.451E+02, 8.722E+01, 5.940E+02, 1.284E+02
 3.400E+02, 3.416E+02, 0.000E+00, 4.514E+02, 9.184E+01, 6.006E+02, 1.428E+02
 3.500E+02, 3.469E+02, 0.000E+00, 4.575E+02, 9.549E+01, 6.069E+02, 1.554E+02
 3.600E+02, 3.520E+02, 0.000E+00, 4.635E+02, 9.916E+01, 6.130E+02, 1.630E+02
 3.700E+02, 3.570E+02, 0.000E+00, 4.692E+02, 1.039E+02, 6.188E+02, 1.649E+02
 3.800E+02, 3.619E+02, 0.000E+00, 4.748E+02, 1.084E+02, 6.244E+02, 1.612E+02
 3.900E+02, 3.668E+02, 0.000E+00, 4.802E+02, 1.113E+02, 6.298E+02, 1.457E+02
 4.000E+02, 3.715E+02, 0.000E+00, 4.855E+02, 1.115E+02, 6.349E+02, 1.292E+02
 4.100E+02, 3.761E+02, 0.000E+00, 4.906E+02, 1.103E+02, 6.399E+02, 1.173E+02
 4.200E+02, 3.806E+02, 0.000E+00, 4.956E+02, 1.075E+02, 6.446E+02, 1.074E+02
 4.300E+02, 3.850E+02, 0.000E+00, 5.004E+02, 1.014E+02, 6.491E+02, 1.027E+02
 4.400E+02, 3.893E+02, 0.000E+00, 5.050E+02, 9.541E+01, 6.534E+02, 1.008E+02
 4.500E+02, 3.935E+02, 0.000E+00, 5.095E+02, 9.144E+01, 6.576E+02, 1.001E+02
 4.600E+02, 3.977E+02, 0.000E+00, 5.139E+02, 8.921E+01, 6.616E+02, 1.027E+02
 4.700E+02, 4.017E+02, 0.000E+00, 5.182E+02, 8.746E+01, 6.654E+02, 1.120E+02
 4.800E+02, 4.056E+02, 0.000E+00, 5.223E+02, 8.718E+01, 6.690E+02, 1.256E+02
 4.900E+02, 4.094E+02, 0.000E+00, 5.262E+02, 8.788E+01, 6.725E+02, 1.395E+02
 5.000E+02, 4.132E+02, 0.000E+00, 5.301E+02, 9.152E+01, 6.759E+02, 1.515E+02
 5.100E+02, 4.169E+02, 0.000E+00, 5.338E+02, 9.544E+01, 6.791E+02, 1.559E+02
 5.200E+02, 4.204E+02, 0.000E+00, 5.374E+02, 9.806E+01, 6.821E+02, 1.558E+02
 5.300E+02, 4.239E+02, 0.000E+00, 5.409E+02, 9.917E+01, 6.850E+02, 1.554E+02
 5.400E+02, 4.273E+02, 0.000E+00, 5.442E+02, 9.991E+01, 6.878E+02, 1.549E+02
 5.500E+02, 4.306E+02, 0.000E+00, 5.475E+02, 1.006E+02, 6.905E+02, 1.539E+02
 5.600E+02, 4.339E+02, 7.226E-01, 5.507E+02, 1.010E+02, 6.931E+02, 1.526E+02
 5.700E+02, 4.370E+02, 1.098E+01, 5.537E+02, 9.942E+01, 6.956E+02, 1.513E+02
 5.800E+02, 4.401E+02, 2.784E+01, 5.566E+02, 9.454E+01, 6.979E+02, 1.493E+02
 5.900E+02, 4.431E+02, 4.397E+01, 5.595E+02, 9.235E+01, 7.002E+02, 1.465E+02
 6.000E+02, 4.460E+02, 5.560E+01, 5.622E+02, 9.233E+01, 7.023E+02, 1.451E+02
 6.100E+02, 4.489E+02, 6.413E+01, 5.649E+02, 9.233E+01, 7.044E+02, 1.451E+02
 6.200E+02, 4.517E+02, 7.047E+01, 5.675E+02, 9.032E+01, 7.063E+02, 1.451E+02
 6.300E+02, 4.544E+02, 7.533E+01, 5.700E+02, 8.783E+01, 7.082E+02, 1.454E+02
 6.400E+02, 4.570E+02, 7.793E+01, 5.724E+02, 8.627E+01, 7.100E+02, 1.476E+02
 6.500E+02, 4.596E+02, 7.902E+01, 5.747E+02, 8.562E+01, 7.117E+02, 1.504E+02
 6.600E+02, 4.621E+02, 7.977E+01, 5.769E+02, 8.604E+01, 7.134E+02, 1.515E+02
 6.700E+02, 4.645E+02, 7.975E+01, 5.791E+02, 8.713E+01, 7.149E+02, 1.507E+02
 6.800E+02, 4.669E+02, 7.969E+01, 5.812E+02, 8.805E+01, 7.165E+02, 1.499E+02
 6.900E+02, 4.692E+02, 7.963E+01, 5.832E+02, 8.925E+01, 7.179E+02, 1.492E+02
 7.000E+02, 4.714E+02, 7.876E+01, 5.851E+02, 9.122E+01, 7.193E+02, 1.497E+02
 7.100E+02, 4.736E+02, 7.426E+01, 5.870E+02, 9.318E+01, 7.206E+02, 1.506E+02
 7.200E+02, 4.757E+02, 6.939E+01, 5.888E+02, 9.472E+01, 7.218E+02, 1.506E+02
