s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_2p90_035","HRRPUA-CONE_2p90_035","WALL TEMPERATURE-CONE_2p90_050","HRRPUA-CONE_2p90_050","WALL TEMPERATURE-CONE_2p90_075","HRRPUA-CONE_2p90_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.848E+02, 0.000E+00, 2.476E+02, 0.000E+00, 3.443E+02, 0.000E+00
 2.000E+01, 3.493E+02, 0.000E+00, 4.577E+02, 0.000E+00, 6.024E+02, 0.000E+00
 3.000E+01, 4.381E+02, 0.000E+00, 5.518E+02, 0.000E+00, 6.899E+02, 0.000E+00
 4.000E+01, 4.883E+02, 0.000E+00, 5.968E+02, 0.000E+00, 7.247E+02, 0.000E+00
 5.000E+01, 5.168E+02, 0.000E+00, 6.194E+02, 0.000E+00, 7.404E+02, 8.859E-01
 6.000E+01, 5.335E+02, 0.000E+00, 6.316E+02, 0.000E+00, 7.483E+02, 3.175E+01
 7.000E+01, 5.436E+02, 0.000E+00, 6.386E+02, 0.000E+00, 7.528E+02, 1.048E+02
 8.000E+01, 5.499E+02, 0.000E+00, 6.429E+02, 0.000E+00, 7.555E+02, 1.869E+02
 9.000E+01, 5.540E+02, 0.000E+00, 6.456E+02, 0.000E+00, 7.572E+02, 2.681E+02
 1.000E+02, 5.568E+02, 0.000E+00, 6.473E+02, 5.311E+00, 7.583E+02, 3.586E+02
 1.100E+02, 5.586E+02, 0.000E+00, 6.485E+02, 3.687E+01, 7.590E+02, 4.282E+02
 1.200E+02, 5.598E+02, 0.000E+00, 6.492E+02, 9.784E+01, 7.595E+02, 4.473E+02
 1.300E+02, 5.607E+02, 0.000E+00, 6.497E+02, 1.546E+02, 7.598E+02, 4.138E+02
 1.400E+02, 5.613E+02, 0.000E+00, 6.501E+02, 2.010E+02, 7.600E+02, 3.228E+02
 1.500E+02, 5.617E+02, 0.000E+00, 6.503E+02, 2.438E+02, 7.601E+02, 2.106E+02
 1.600E+02, 5.619E+02, 0.000E+00, 6.505E+02, 2.813E+02, 7.602E+02, 1.317E+02
 1.700E+02, 5.621E+02, 3.134E+00, 6.506E+02, 3.125E+02, 7.602E+02, 9.630E+01
 1.800E+02, 5.623E+02, 1.294E+01, 6.506E+02, 3.298E+02, 7.603E+02, 7.348E+01
 1.900E+02, 5.624E+02, 2.554E+01, 6.507E+02, 3.205E+02, 7.603E+02, 5.500E+01
 2.000E+02, 5.624E+02, 4.541E+01, 6.507E+02, 2.946E+02, 7.603E+02, 4.193E+01
 2.100E+02, 5.625E+02, 6.593E+01, 6.507E+02, 2.590E+02, 7.603E+02, 3.400E+01
 2.200E+02, 5.625E+02, 8.912E+01, 6.507E+02, 2.022E+02, 7.603E+02, 2.695E+01
 2.300E+02, 5.625E+02, 1.140E+02, 6.508E+02, 1.411E+02, 7.603E+02, 2.088E+01
 2.400E+02, 5.625E+02, 1.377E+02, 6.508E+02, 1.028E+02, 7.603E+02, 1.785E+01
 2.500E+02, 5.625E+02, 1.633E+02, 6.508E+02, 7.511E+01, 7.603E+02, 1.504E+01
 2.600E+02, 5.625E+02, 1.946E+02, 6.508E+02, 5.537E+01, 7.603E+02, 1.279E+01
 2.700E+02, 5.625E+02, 2.219E+02, 6.508E+02, 4.330E+01, 7.603E+02, 1.148E+01
 2.800E+02, 5.625E+02, 2.382E+02, 6.508E+02, 3.251E+01, 7.603E+02, 1.018E+01
 2.900E+02, 5.625E+02, 2.484E+02, 6.508E+02, 2.491E+01, 7.603E+02, 9.061E+00
 3.000E+02, 5.626E+02, 2.467E+02, 6.508E+02, 1.955E+01, 7.603E+02, 8.086E+00
 3.100E+02, 5.626E+02, 2.376E+02, 6.508E+02, 1.524E+01, 7.603E+02, 7.140E+00
 3.200E+02, 5.626E+02, 2.168E+02, 6.508E+02, 1.241E+01, 7.603E+02, 6.860E+00
 3.300E+02, 5.626E+02, 1.873E+02, 6.508E+02, 9.829E+00, 7.603E+02, 6.860E+00
 3.400E+02, 5.626E+02, 1.477E+02, 6.508E+02, 7.600E+00, 7.603E+02, 4.075E+00
 3.500E+02, 5.626E+02, 1.155E+02, 6.508E+02, 6.724E+00, 7.603E+02, 0.000E+00
 3.600E+02, 5.626E+02, 8.618E+01, 6.508E+02, 6.040E+00, 7.603E+02, 0.000E+00
 3.700E+02, 5.626E+02, 6.615E+01, 6.508E+02, 5.414E+00, 7.603E+02, 0.000E+00
 3.800E+02, 5.626E+02, 5.524E+01, 6.508E+02, 5.122E+00, 7.603E+02, 0.000E+00
 3.900E+02, 5.626E+02, 4.706E+01, 6.508E+02, 4.906E+00, 7.603E+02, 0.000E+00
 4.000E+02, 5.626E+02, 4.162E+01, 6.508E+02, 3.356E+00, 7.603E+02, 0.000E+00
 4.100E+02, 5.626E+02, 3.666E+01, 6.508E+02, 1.862E+00, 7.603E+02, 0.000E+00
 4.200E+02, 5.626E+02, 3.172E+01, 6.508E+02, 1.638E+00, 7.603E+02, 0.000E+00
 4.300E+02, 5.626E+02, 2.758E+01, 6.508E+02, 1.414E+00, 7.603E+02, 0.000E+00
 4.400E+02, 5.626E+02, 2.447E+01, 6.508E+02, 1.225E+00, 7.603E+02, 0.000E+00
 4.500E+02, 5.626E+02, 2.138E+01, 6.508E+02, 1.120E+00, 7.603E+02, 0.000E+00
 4.600E+02, 5.626E+02, 1.884E+01, 6.508E+02, 1.018E+00, 7.603E+02, 0.000E+00
 4.700E+02, 5.626E+02, 1.725E+01, 6.508E+02, 9.153E-01, 7.603E+02, 0.000E+00
 4.800E+02, 5.626E+02, 1.567E+01, 6.508E+02, 8.126E-01, 7.603E+02, 0.000E+00
 4.900E+02, 5.626E+02, 1.410E+01, 6.508E+02, 7.315E-01, 7.603E+02, 0.000E+00
 5.000E+02, 5.626E+02, 1.252E+01, 6.508E+02, 7.022E-01, 7.603E+02, 0.000E+00
 5.100E+02, 5.626E+02, 1.094E+01, 6.508E+02, 6.751E-01, 7.603E+02, 0.000E+00
 5.200E+02, 5.626E+02, 9.762E+00, 6.508E+02, 6.480E-01, 7.603E+02, 0.000E+00
 5.300E+02, 5.626E+02, 9.128E+00, 6.508E+02, 6.209E-01, 7.603E+02, 0.000E+00
 5.400E+02, 5.626E+02, 8.499E+00, 6.508E+02, 6.059E-01, 7.603E+02, 0.000E+00
 5.500E+02, 5.626E+02, 7.869E+00, 6.508E+02, 6.209E-01, 7.603E+02, 0.000E+00
 5.600E+02, 5.626E+02, 7.240E+00, 6.508E+02, 6.371E-01, 7.603E+02, 0.000E+00
 5.700E+02, 5.626E+02, 6.610E+00, 6.508E+02, 6.534E-01, 7.603E+02, 0.000E+00
 5.800E+02, 5.626E+02, 6.136E+00, 6.508E+02, 6.697E-01, 7.603E+02, 0.000E+00
 5.900E+02, 5.626E+02, 5.845E+00, 6.508E+02, 2.249E-01, 7.603E+02, 0.000E+00
 6.000E+02, 5.626E+02, 5.555E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.100E+02, 5.626E+02, 5.265E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.200E+02, 5.626E+02, 4.974E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.300E+02, 5.626E+02, 4.684E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.400E+02, 5.626E+02, 4.430E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.500E+02, 5.626E+02, 4.212E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.600E+02, 5.626E+02, 3.994E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.700E+02, 5.626E+02, 3.777E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.800E+02, 5.626E+02, 3.559E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 6.900E+02, 5.626E+02, 3.341E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.000E+02, 5.626E+02, 3.242E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.100E+02, 5.626E+02, 3.242E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.200E+02, 5.626E+02, 3.242E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.300E+02, 5.626E+02, 3.242E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.400E+02, 5.626E+02, 3.242E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.500E+02, 5.626E+02, 3.142E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.600E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.700E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.800E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 7.900E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.000E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.100E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.200E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.300E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.400E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.500E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.600E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.700E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.800E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 8.900E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.000E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.100E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.200E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.300E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.400E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.500E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.600E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.700E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.800E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 9.900E+02, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.000E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.010E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.020E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.030E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.040E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.050E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.060E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.070E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.080E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.090E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.100E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.110E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.120E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.130E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.140E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.150E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.160E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.170E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.180E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
 1.186E+03, 5.626E+02, 0.000E+00, 6.508E+02, 0.000E+00, 7.603E+02, 0.000E+00
