s,C,kW/m2,C,kW/m2,C,kW/m2
Time,"WALL TEMPERATURE-CONE_3p26_025","HRRPUA-CONE_3p26_025","WALL TEMPERATURE-CONE_3p26_050","HRRPUA-CONE_3p26_050","WALL TEMPERATURE-CONE_3p26_075","HRRPUA-CONE_3p26_075"
 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00, 2.700E+01, 0.000E+00
 1.000E+01, 1.544E+02, 0.000E+00, 2.719E+02, 0.000E+00, 3.770E+02, 0.000E+00
 2.000E+01, 2.579E+02, 0.000E+00, 4.402E+02, 4.162E+01, 5.783E+02, 2.044E+02
 3.000E+01, 3.029E+02, 1.297E+01, 4.954E+02, 4.001E+02, 6.301E+02, 8.659E+02
 4.000E+01, 3.338E+02, 8.597E+01, 5.287E+02, 6.723E+02, 6.600E+02, 1.076E+03
 5.000E+01, 3.578E+02, 2.587E+02, 5.526E+02, 7.883E+02, 6.811E+02, 1.125E+03
 6.000E+01, 3.773E+02, 4.244E+02, 5.710E+02, 8.239E+02, 6.970E+02, 1.115E+03
 7.000E+01, 3.936E+02, 4.948E+02, 5.855E+02, 8.401E+02, 7.093E+02, 1.232E+03
 8.000E+01, 4.072E+02, 5.263E+02, 5.971E+02, 8.874E+02, 7.191E+02, 9.016E+02
 9.000E+01, 4.187E+02, 5.501E+02, 6.066E+02, 9.429E+02, 7.269E+02, 2.317E+02
 1.000E+02, 4.285E+02, 5.574E+02, 6.143E+02, 7.642E+02, 7.331E+02, 3.731E+01
 1.100E+02, 4.368E+02, 5.528E+02, 6.206E+02, 3.843E+02, 7.383E+02, 9.915E+00
 1.200E+02, 4.439E+02, 5.453E+02, 6.259E+02, 1.668E+02, 7.424E+02, 2.191E+00
 1.300E+02, 4.500E+02, 5.637E+02, 6.302E+02, 9.646E+01, 7.458E+02, 7.960E-01
 1.400E+02, 4.553E+02, 6.162E+02, 6.339E+02, 6.679E+01, 7.486E+02, 7.473E-01
 1.500E+02, 4.598E+02, 6.154E+02, 6.369E+02, 3.845E+01, 7.509E+02, 5.803E-01
 1.600E+02, 4.636E+02, 4.852E+02, 6.394E+02, 1.506E+01, 7.528E+02, 3.707E-01
 1.700E+02, 4.670E+02, 2.804E+02, 6.415E+02, 4.683E+00, 7.544E+02, 1.182E-01
 1.800E+02, 4.698E+02, 1.216E+02, 6.433E+02, 2.598E+00, 7.557E+02, 0.000E+00
 1.900E+02, 4.723E+02, 4.950E+01, 6.447E+02, 2.044E+00, 7.567E+02, 0.000E+00
 2.000E+02, 4.744E+02, 2.366E+01, 6.460E+02, 1.895E+00, 7.576E+02, 0.000E+00
 2.100E+02, 4.763E+02, 1.230E+01, 6.470E+02, 1.706E+00, 7.583E+02, 0.000E+00
 2.200E+02, 4.778E+02, 9.272E+00, 6.479E+02, 1.247E+00, 7.589E+02, 0.000E+00
 2.300E+02, 4.792E+02, 6.598E+00, 6.486E+02, 4.220E-01, 7.594E+02, 0.000E+00
 2.400E+02, 4.804E+02, 3.923E+00, 6.492E+02, 4.344E-01, 7.598E+02, 0.000E+00
 2.500E+02, 4.814E+02, 1.575E+00, 6.497E+02, 4.469E-01, 7.601E+02, 0.000E+00
 2.600E+02, 4.823E+02, 1.049E+00, 6.501E+02, 4.500E-01, 7.604E+02, 0.000E+00
 2.700E+02, 4.830E+02, 8.058E-01, 6.505E+02, 3.790E-01, 7.606E+02, 0.000E+00
 2.800E+02, 4.837E+02, 5.622E-01, 6.508E+02, 2.919E-01, 7.608E+02, 0.000E+00
 2.900E+02, 4.842E+02, 3.267E-01, 6.510E+02, 1.077E-01, 7.610E+02, 0.000E+00
 3.000E+02, 4.847E+02, 2.595E-01, 6.512E+02, 0.000E+00, 7.611E+02, 0.000E+00
 3.100E+02, 4.851E+02, 2.595E-01, 6.514E+02, 0.000E+00, 7.612E+02, 0.000E+00
 3.200E+02, 4.855E+02, 2.595E-01, 6.515E+02, 0.000E+00, 7.613E+02, 0.000E+00
 3.300E+02, 4.858E+02, 2.596E-01, 6.516E+02, 0.000E+00, 7.614E+02, 0.000E+00
 3.400E+02, 4.860E+02, 2.475E-01, 6.517E+02, 0.000E+00, 7.614E+02, 0.000E+00
 3.500E+02, 4.863E+02, 2.231E-01, 6.518E+02, 0.000E+00, 7.615E+02, 0.000E+00
 3.600E+02, 4.865E+02, 1.988E-01, 6.519E+02, 0.000E+00, 7.615E+02, 0.000E+00
 3.700E+02, 4.866E+02, 1.744E-01, 6.520E+02, 0.000E+00, 7.615E+02, 0.000E+00
 3.800E+02, 4.868E+02, 1.501E-01, 6.520E+02, 0.000E+00, 7.616E+02, 0.000E+00
 3.900E+02, 4.869E+02, 1.257E-01, 6.521E+02, 0.000E+00, 7.616E+02, 0.000E+00
 4.000E+02, 4.870E+02, 1.013E-01, 6.521E+02, 0.000E+00, 7.616E+02, 0.000E+00
 4.100E+02, 4.871E+02, 7.697E-02, 6.521E+02, 0.000E+00, 7.616E+02, 0.000E+00
 4.200E+02, 4.872E+02, 3.577E-02, 6.521E+02, 0.000E+00, 7.616E+02, 0.000E+00
 4.300E+02, 4.873E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 4.400E+02, 4.873E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 4.500E+02, 4.874E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 4.600E+02, 4.874E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 4.700E+02, 4.875E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 4.800E+02, 4.875E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 4.900E+02, 4.875E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.000E+02, 4.876E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.100E+02, 4.876E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.200E+02, 4.876E+02, 0.000E+00, 6.522E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.300E+02, 4.876E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.400E+02, 4.876E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.500E+02, 4.876E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.600E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.700E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.800E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 5.900E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.000E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.100E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.200E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.300E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.400E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.500E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.600E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.700E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.800E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 6.900E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 7.000E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 7.100E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 7.200E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 7.300E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 7.400E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 7.500E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
 7.531E+02, 4.877E+02, 0.000E+00, 6.523E+02, 0.000E+00, 7.617E+02, 0.000E+00
