s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.3591780E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3591780E-014, 0.0000000E+000, 0.0000000E+000
 7.5000003E-002, 3.1701789E-008, 1.6274546E+000, 2.4618789E-001,-2.4937615E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7799751E+000, 1.8736176E+000, 5.9090450E-009, 5.9277083E-009
 1.2500000E-001, 2.5084817E-005, 4.0174301E+000, 4.7550968E-001,-9.4955078E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4600551E+001, 4.4928699E+000, 8.8754523E-009, 8.9035474E-009
 2.0000000E-001, 8.3204374E-005, 5.8645531E+000, 5.2485582E-001,-3.3557307E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1586993E+001, 6.3891565E+000, 8.9285233E-009, 8.9586192E-009
 2.5000000E-001, 1.0337306E-004, 8.3319356E+000, 5.9606461E-001,-5.5221192E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3527932E+001, 8.9275513E+000, 9.2700722E-009, 1.0452333E-008
 3.0000001E-001, 1.1921130E-004, 9.8790678E+000, 6.7197796E-001,-8.3302223E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9047803E+001, 1.0550332E+001, 1.3286120E-008, 1.4180466E-006
 3.7062785E-001, 2.8759397E-004, 1.3595580E+001, 8.0136358E-001,-1.3031668E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4531914E+001, 1.4395928E+001, 8.9282251E-008, 2.1516902E-003
 4.2971161E-001, 2.2182361E-003, 2.3271724E+001, 1.1850045E+000,-1.9583819E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4420817E+001, 2.4456988E+001, 5.4929433E-007, 3.3197049E-002
 4.8976302E-001, 3.7820850E-003, 2.6776142E+001, 1.0397855E+000,-2.9595349E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9687831E+001, 2.7816750E+001, 2.6100096E-007, 8.3348327E-003
 5.5283153E-001, 3.1777300E-002, 2.6262218E+001, 1.0536833E+000,-4.4151083E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7181107E+001, 2.7343263E+001, 2.2660223E-005, 1.1693971E-002
 6.0071534E-001, 1.5184533E+000, 2.5748329E+001, 1.0569706E+000,-6.0843666E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7857465E+001, 2.8317669E+001, 1.7759452E-003, 1.2430490E-002
 6.6052377E-001, 3.0214971E+001, 1.6738514E+001, 1.3245150E+000,-7.7255483E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3466733E+001, 4.8270274E+001, 1.2443055E-002, 2.2702213E-002
 7.2532934E-001, 1.1002197E+002,-2.3061581E+001, 1.8677262E+000,-1.0043915E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8889758E+001, 8.8818069E+001, 3.4128110E-002, 4.5751064E-002
 7.8114069E-001, 1.9053139E+002,-5.4175738E+001, 2.4993770E+000,-1.2412918E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4049272E+002, 1.3884262E+002, 3.2407455E-002, 4.5452213E-002
 8.4818757E-001, 2.4102729E+002,-7.3849160E+001, 2.7712221E+000,-1.5147052E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6143982E+002, 1.6993421E+002, 2.9744503E-002, 4.3283808E-002
 9.0603191E-001, 2.7348608E+002,-8.1051718E+001, 2.9889562E+000,-1.8064681E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7382948E+002, 1.9540526E+002, 2.2576776E-002, 4.1099339E-002
 9.6387631E-001, 2.8816945E+002,-8.5393035E+001, 3.0076249E+000,-2.0987436E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7493717E+002, 2.0576306E+002, 1.8528803E-002, 4.0883785E-002
 1.0312243E+000, 2.7848285E+002,-7.6911254E+001, 2.8957793E+000,-2.4204140E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6391187E+002, 2.0444317E+002, 1.8099027E-002, 4.3687177E-002
 1.0866295E+000, 2.8002939E+002,-7.7889736E+001, 2.7662727E+000,-2.7786399E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5573394E+002, 2.0487814E+002, 1.4116846E-002, 4.1771886E-002
 1.1488861E+000, 2.7366248E+002,-7.3481890E+001, 2.6124672E+000,-3.1715702E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4608383E+002, 2.0276135E+002, 1.0112563E-002, 4.0576060E-002
