s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
Time,"TC_001","TC_002","TC_003","TC_004","TC_005","TC_006","TC_007","TC_008","TC_009","TC_010","TC_011","TC_012","TC_013","TC_014","TC_015","TC_016","TC_017","TC_018","TC_019","TC_020","TC_021","TC_022","TC_023","TC_024","TC_025","TC_026","TC_027","TC_028","TC_029","TC_030","TC_031","TC_032","TC_033","TC_034","TC_035","TC_036","TC_037","TC_038","TC_039","TC_040","TC_041","TC_042","TC_043","TC_044","TC_045","TC_046","TC_047","TC_048","TC_049","TC_050","TC_051","TC_052","TC_053","TC_054","TC_055","TC_056","TC_057","TC_058","TC_059","TC_060","TC_061","TC_062","TC_063","TC_064","TC_065","TC_066","TC_067","TC_068","TC_069","TC_070","TC_071","TC_072","TC_073","TC_074","TC_075","TC_076","TC_077","TC_078","TC_079","TC_080","TC_081","TC_082","TC_083","TC_084","TC_085","TC_086","TC_087","TC_088","TC_089","TC_090","TC_091","TC_092","TC_093","TC_094","TC_095","TC_096","TC_097","TC_098","TC_099","TC_100","TC_101","TC_102","TC_103","TC_104","O2_FLOOR","CO2_FLOOR","CO_FLOOR","O2_VENT","CO2_VENT","CO_VENT","Acts"
 0.000E+000, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 0.000E+000, 2.078E-001, 3.868E-004, 0.000E+000, 0.000E+000
 1.002E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.800E+001, 1.811E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.804E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.803E+001, 1.811E+001, 1.818E+001, 1.845E+001, 1.890E+001, 1.800E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.802E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.802E+001, 1.801E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 4.385E-088, 2.078E-001, 3.868E-004, 1.938E-034, 0.000E+000
 2.002E+001, 2.109E+001, 1.945E+001, 1.818E+001, 1.820E+001, 1.825E+001, 1.830E+001, 1.832E+001, 1.838E+001, 1.844E+001, 1.800E+001, 2.047E+001, 1.941E+001, 1.851E+001, 1.821E+001, 1.821E+001, 1.821E+001, 1.823E+001, 1.824E+001, 1.828E+001, 1.832E+001, 1.800E+001, 2.424E+001, 5.256E+001, 5.446E+001, 5.895E+001, 6.376E+001, 6.874E+001, 7.407E+001, 7.698E+001, 8.291E+001, 8.922E+001, 1.800E+001, 1.836E+001, 1.805E+001, 1.805E+001, 1.804E+001, 1.803E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.802E+001, 1.803E+001, 2.275E+001, 2.313E+001, 2.370E+001, 2.301E+001, 2.366E+001, 2.379E+001, 2.373E+001, 2.338E+001, 2.929E+001, 2.885E+001, 2.225E+001, 2.212E+001, 3.128E+001, 2.853E+001, 2.129E+001, 2.014E+001, 2.250E+001, 2.241E+001, 1.935E+001, 1.833E+001, 1.867E+001, 1.875E+001, 1.833E+001, 2.515E+001, 2.127E+001, 1.823E+001, 1.847E+001, 1.863E+001, 2.426E+001, 1.801E+001, 1.808E+001, 1.881E+001, 1.802E+001, 1.809E+001, 1.875E+001, 1.800E+001, 1.802E+001, 1.834E+001, 1.800E+001, 1.802E+001, 1.803E+001, 1.800E+001, 1.800E+001, 1.802E+001, 1.802E+001, 1.809E+001, 1.808E+001, 1.802E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.801E+001, 1.801E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 1.800E+001, 2.078E-001, 3.868E-004, 4.520E-077, 2.063E-001, 1.255E-003, 2.721E-006, 0.000E+000
 3.001E+001, 2.936E+001, 2.334E+001, 1.883E+001, 1.892E+001, 1.910E+001, 1.932E+001, 1.944E+001, 1.969E+001, 2.000E+001, 1.800E+001, 2.963E+001, 2.872E+001, 2.209E+001, 1.903E+001, 1.894E+001, 1.897E+001, 1.906E+001, 1.911E+001, 1.926E+001, 1.944E+001, 1.800E+001, 4.265E+001, 9.938E+001, 9.549E+001, 9.636E+001, 1.008E+002, 1.065E+002, 1.142E+002, 1.192E+002, 1.315E+002, 1.460E+002, 1.800E+001, 2.025E+001, 2.205E+001, 2.001E+001, 1.820E+001, 1.815E+001, 1.812E+001, 1.810E+001, 1.810E+001, 1.811E+001, 1.815E+001, 4.802E+001, 5.024E+001, 5.044E+001, 4.824E+001, 4.921E+001, 4.955E+001, 4.890E+001, 4.610E+001, 5.890E+001, 5.957E+001, 4.404E+001, 4.333E+001, 6.109E+001, 6.281E+001, 4.065E+001, 3.519E+001, 4.361E+001, 4.351E+001, 3.399E+001, 2.820E+001, 3.205E+001, 3.101E+001, 2.870E+001, 4.952E+001, 3.821E+001, 3.019E+001, 3.134E+001, 3.069E+001, 4.950E+001, 2.092E+001, 2.673E+001, 3.567E+001, 1.973E+001, 2.306E+001, 3.151E+001, 1.839E+001, 2.195E+001, 2.718E+001, 1.834E+001, 2.015E+001, 2.473E+001, 1.801E+001, 1.887E+001, 2.073E+001, 2.243E+001, 2.320E+001, 2.186E+001, 2.279E+001, 1.801E+001, 1.801E+001, 1.856E+001, 1.908E+001, 1.944E+001, 1.873E+001, 1.929E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 1.801E+001, 2.078E-001, 3.868E-004, 5.565E-059, 2.038E-001, 2.730E-003, 7.339E-006, 0.000E+000
 4.001E+001, 3.607E+001, 2.680E+001, 2.141E+001, 2.138E+001, 2.174E+001, 2.222E+001, 2.244E+001, 2.307E+001, 2.383E+001, 1.800E+001, 4.639E+001, 4.719E+001, 3.298E+001, 2.453E+001, 2.238E+001, 2.071E+001, 2.092E+001, 2.108E+001, 2.146E+001, 2.186E+001, 1.800E+001, 7.641E+001, 1.420E+002, 1.260E+002, 1.177E+002, 1.194E+002, 1.252E+002, 1.332E+002, 1.376E+002, 1.519E+002, 1.705E+002, 1.800E+001, 2.476E+001, 3.102E+001, 2.290E+001, 1.854E+001, 1.842E+001, 1.837E+001, 1.835E+001, 1.835E+001, 1.839E+001, 1.849E+001, 7.816E+001, 8.108E+001, 8.393E+001, 8.349E+001, 8.315E+001, 8.309E+001, 8.275E+001, 6.807E+001, 9.183E+001, 9.042E+001, 6.832E+001, 6.795E+001, 1.075E+002, 1.089E+002, 6.590E+001, 5.705E+001, 6.794E+001, 6.835E+001, 6.124E+001, 4.394E+001, 4.855E+001, 5.395E+001, 4.971E+001, 8.102E+001, 6.079E+001, 4.638E+001, 4.886E+001, 5.137E+001, 7.709E+001, 3.763E+001, 4.486E+001, 5.710E+001, 3.709E+001, 4.243E+001, 5.163E+001, 3.268E+001, 3.878E+001, 4.630E+001, 2.849E+001, 3.361E+001, 4.002E+001, 2.401E+001, 2.827E+001, 3.276E+001, 3.570E+001, 3.990E+001, 4.075E+001, 4.076E+001, 2.113E+001, 2.414E+001, 2.813E+001, 2.854E+001, 3.184E+001, 3.207E+001, 3.255E+001, 1.974E+001, 2.122E+001, 2.154E+001, 2.310E+001, 2.557E+001, 2.529E+001, 2.455E+001, 2.078E-001, 3.868E-004, 3.092E-041, 2.014E-001, 4.111E-003, 1.167E-005, 0.000E+000
 5.001E+001, 5.126E+001, 3.840E+001, 2.671E+001, 2.655E+001, 2.694E+001, 2.758E+001, 2.789E+001, 2.883E+001, 2.997E+001, 1.801E+001, 6.495E+001, 7.526E+001, 5.437E+001, 3.799E+001, 2.735E+001, 2.466E+001, 2.441E+001, 2.458E+001, 2.492E+001, 2.528E+001, 1.802E+001, 1.075E+002, 1.758E+002, 1.610E+002, 1.533E+002, 1.563E+002, 1.658E+002, 1.823E+002, 1.936E+002, 2.198E+002, 2.500E+002, 1.800E+001, 3.028E+001, 4.015E+001, 3.009E+001, 2.039E+001, 1.928E+001, 1.888E+001, 1.882E+001, 1.884E+001, 1.891E+001, 1.906E+001, 1.044E+002, 1.051E+002, 1.037E+002, 1.047E+002, 1.070E+002, 1.072E+002, 1.097E+002, 9.253E+001, 1.294E+002, 1.242E+002, 9.241E+001, 9.328E+001, 1.527E+002, 1.424E+002, 8.751E+001, 7.560E+001, 8.858E+001, 8.642E+001, 8.087E+001, 5.823E+001, 6.374E+001, 6.543E+001, 6.567E+001, 1.114E+002, 8.037E+001, 5.985E+001, 6.150E+001, 6.729E+001, 1.005E+002, 5.420E+001, 6.428E+001, 7.601E+001, 5.174E+001, 5.755E+001, 6.641E+001, 4.559E+001, 5.469E+001, 6.576E+001, 4.499E+001, 4.917E+001, 5.473E+001, 3.882E+001, 4.164E+001, 4.419E+001, 4.932E+001, 4.998E+001, 5.600E+001, 5.754E+001, 3.489E+001, 3.755E+001, 4.065E+001, 4.194E+001, 4.551E+001, 4.965E+001, 5.170E+001, 2.952E+001, 3.250E+001, 3.511E+001, 3.705E+001, 4.055E+001, 4.224E+001, 4.576E+001, 2.078E-001, 3.868E-004, 1.017E-033, 2.000E-001, 4.945E-003, 1.428E-005, 0.000E+000
 6.001E+001, 6.780E+001, 4.893E+001, 3.204E+001, 3.198E+001, 3.254E+001, 3.342E+001, 3.388E+001, 3.519E+001, 3.675E+001, 1.804E+001, 8.422E+001, 9.978E+001, 7.624E+001, 5.129E+001, 3.230E+001, 2.844E+001, 2.849E+001, 2.856E+001, 2.873E+001, 2.892E+001, 1.809E+001, 1.479E+002, 2.301E+002, 2.193E+002, 2.141E+002, 2.183E+002, 2.353E+002, 2.639E+002, 2.811E+002, 3.180E+002, 3.652E+002, 1.801E+001, 3.611E+001, 5.443E+001, 4.435E+001, 3.062E+001, 2.490E+001, 2.305E+001, 2.219E+001, 2.175E+001, 2.102E+001, 2.108E+001, 1.346E+002, 1.365E+002, 1.345E+002, 1.305E+002, 1.223E+002, 1.215E+002, 1.276E+002, 1.259E+002, 1.695E+002, 1.566E+002, 1.188E+002, 1.084E+002, 1.833E+002, 1.767E+002, 1.195E+002, 9.056E+001, 1.034E+002, 1.099E+002, 1.036E+002, 6.991E+001, 7.250E+001, 7.291E+001, 8.452E+001, 1.311E+002, 9.367E+001, 6.885E+001, 6.665E+001, 8.178E+001, 1.313E+002, 7.931E+001, 9.340E+001, 1.090E+002, 7.142E+001, 7.621E+001, 8.549E+001, 6.086E+001, 6.662E+001, 7.744E+001, 5.769E+001, 6.268E+001, 6.720E+001, 5.440E+001, 5.737E+001, 5.714E+001, 5.864E+001, 5.811E+001, 6.255E+001, 7.364E+001, 4.980E+001, 4.988E+001, 5.055E+001, 5.004E+001, 5.235E+001, 5.940E+001, 6.675E+001, 4.395E+001, 4.510E+001, 4.396E+001, 4.528E+001, 5.010E+001, 5.583E+001, 6.112E+001, 2.078E-001, 3.868E-004, 6.189E-027, 1.981E-001, 6.051E-003, 1.774E-005, 1.000E+000
 7.001E+001, 7.377E+001, 5.761E+001, 3.696E+001, 3.404E+001, 3.401E+001, 3.463E+001, 3.492E+001, 3.621E+001, 3.799E+001, 1.812E+001, 8.695E+001, 1.118E+002, 9.519E+001, 6.723E+001, 4.785E+001, 3.661E+001, 3.165E+001, 3.021E+001, 2.951E+001, 2.959E+001, 1.824E+001, 1.706E+002, 2.610E+002, 2.583E+002, 2.688E+002, 2.874E+002, 3.134E+002, 3.483E+002, 3.683E+002, 4.150E+002, 4.689E+002, 1.803E+001, 3.676E+001, 5.934E+001, 5.462E+001, 4.320E+001, 3.684E+001, 3.319E+001, 3.013E+001, 2.850E+001, 2.622E+001, 2.572E+001, 1.491E+002, 1.488E+002, 1.415E+002, 1.349E+002, 1.282E+002, 1.298E+002, 1.330E+002, 1.265E+002, 1.549E+002, 1.643E+002, 1.293E+002, 1.022E+002, 1.414E+002, 1.761E+002, 1.267E+002, 8.563E+001, 1.046E+002, 1.235E+002, 1.121E+002, 7.019E+001, 7.188E+001, 9.149E+001, 9.902E+001, 1.116E+002, 9.349E+001, 7.281E+001, 7.483E+001, 9.493E+001, 1.384E+002, 8.940E+001, 9.991E+001, 1.105E+002, 8.121E+001, 8.461E+001, 9.080E+001, 7.278E+001, 6.989E+001, 7.429E+001, 6.778E+001, 6.764E+001, 6.929E+001, 6.419E+001, 6.290E+001, 5.941E+001, 6.084E+001, 6.164E+001, 7.706E+001, 8.803E+001, 6.000E+001, 5.613E+001, 5.480E+001, 5.233E+001, 5.786E+001, 7.246E+001, 8.140E+001, 5.417E+001, 5.221E+001, 4.954E+001, 5.033E+001, 5.792E+001, 6.762E+001, 7.642E+001, 2.078E-001, 3.868E-004, 1.221E-024, 1.918E-001, 8.015E-003, 2.391E-005, 4.000E+000
 8.001E+001, 8.115E+001, 6.500E+001, 4.738E+001, 3.692E+001, 3.386E+001, 3.356E+001, 3.368E+001, 3.436E+001, 3.567E+001, 1.827E+001, 8.146E+001, 1.101E+002, 9.447E+001, 6.673E+001, 5.009E+001, 4.352E+001, 3.963E+001, 3.644E+001, 3.320E+001, 3.100E+001, 1.854E+001, 1.904E+002, 2.928E+002, 2.917E+002, 3.029E+002, 3.279E+002, 3.615E+002, 4.049E+002, 4.289E+002, 4.852E+002, 5.511E+002, 1.806E+001, 3.889E+001, 6.701E+001, 6.264E+001, 5.359E+001, 4.873E+001, 4.165E+001, 3.082E+001, 2.795E+001, 2.542E+001, 2.375E+001, 1.389E+002, 1.391E+002, 1.347E+002, 1.353E+002, 1.350E+002, 1.386E+002, 1.394E+002, 1.109E+002, 1.489E+002, 1.507E+002, 1.203E+002, 1.040E+002, 1.407E+002, 1.450E+002, 1.300E+002, 9.988E+001, 1.203E+002, 1.178E+002, 1.112E+002, 8.268E+001, 9.262E+001, 9.912E+001, 1.000E+002, 1.192E+002, 1.035E+002, 8.832E+001, 9.424E+001, 9.668E+001, 1.451E+002, 8.510E+001, 8.928E+001, 9.620E+001, 8.402E+001, 8.646E+001, 9.248E+001, 7.759E+001, 7.631E+001, 8.175E+001, 7.124E+001, 6.984E+001, 7.903E+001, 6.618E+001, 6.664E+001, 6.658E+001, 6.913E+001, 7.816E+001, 8.895E+001, 9.190E+001, 6.323E+001, 6.111E+001, 5.873E+001, 5.998E+001, 7.111E+001, 8.270E+001, 8.874E+001, 5.991E+001, 5.678E+001, 5.256E+001, 6.018E+001, 6.753E+001, 7.743E+001, 8.472E+001, 2.073E-001, 3.859E-004, 1.005E-015, 1.853E-001, 9.730E-003, 2.931E-005, 4.000E+000
