s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.470E-05,-5.504E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.476E-05, 0.000E+00, 0.000E+00
 1.017E+01, 1.283E-01, 3.793E-02, 5.933E-03, 1.525E-01,-6.039E-04, 0.000E+00, 0.000E+00, 3.205E-01, 3.241E-01, 1.080E-05, 1.080E-05
 2.008E+01, 4.728E-01, 4.673E-02, 1.465E-02, 1.634E-01,-1.813E-03, 0.000E+00, 0.000E+00, 6.852E-01, 6.957E-01, 3.208E-05, 3.208E-05
 3.011E+01, 9.798E-01, 4.225E-02, 2.346E-02, 1.126E-01,-2.996E-03, 0.000E+00, 0.000E+00, 1.146E+00, 1.155E+00, 5.304E-05, 5.304E-05
 4.008E+01, 1.485E+00, 3.452E-02, 3.249E-02, 3.758E-02,-4.185E-03, 0.000E+00, 0.000E+00, 1.588E+00, 1.585E+00, 7.409E-05, 7.409E-05
 5.004E+01, 1.979E+00, 2.428E-02, 4.023E-02,-3.774E-02,-5.372E-03, 0.000E+00, 0.000E+00, 1.984E+00, 2.001E+00, 9.511E-05, 9.511E-05
 6.009E+01, 2.468E+00, 1.067E-02, 4.972E-02,-1.014E-01,-6.563E-03, 0.000E+00, 0.000E+00, 2.428E+00, 2.421E+00, 1.162E-04, 1.162E-04
 7.008E+01, 3.041E+00,-6.861E-03, 5.917E-02,-1.723E-01,-7.751E-03, 0.000E+00, 0.000E+00, 2.900E+00, 2.913E+00, 1.372E-04, 1.372E-04
 8.004E+01, 3.560E+00,-2.781E-02, 5.303E-02,-2.548E-01,-8.927E-03, 0.000E+00, 0.000E+00, 3.328E+00, 3.321E+00, 1.583E-04, 1.583E-04
 9.003E+01, 4.113E+00,-5.171E-02,-7.030E-02,-3.407E-01,-1.011E-02, 0.000E+00, 0.000E+00, 3.625E+00, 3.640E+00, 1.793E-04, 1.793E-04
 1.000E+02, 4.648E+00,-7.920E-02,-8.261E-02,-4.421E-01,-1.128E-02, 0.000E+00, 0.000E+00, 4.028E+00, 4.033E+00, 2.003E-04, 2.003E-04
 1.100E+02, 5.152E+00,-1.089E-01,-2.531E-01,-5.345E-01,-1.245E-02, 0.000E+00, 0.000E+00, 4.238E+00, 4.243E+00, 2.214E-04, 2.214E-04
 1.200E+02, 5.668E+00,-1.430E-01,-3.340E-01,-6.078E-01,-1.363E-02, 0.000E+00, 0.000E+00, 4.552E+00, 4.569E+00, 2.425E-04, 2.425E-04
