s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 7.6000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 7.6081258E+000, 9.5377508E+002, 9.5377508E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 7.6225991E+000, 9.5334630E+002, 9.5334630E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 7.6357076E+000, 9.5291701E+002, 9.5291701E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 7.6475787E+000, 9.5248727E+002, 9.5248727E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 7.6583280E+000, 9.5205710E+002, 9.5205710E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 7.6680607E+000, 9.5162652E+002, 9.5162652E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 7.6768721E+000, 9.5119556E+002, 9.5119556E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 7.6848485E+000, 9.5076424E+002, 9.5076424E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 7.6920686E+000, 9.5033260E+002, 9.5033260E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 7.6986033E+000, 9.4990063E+002, 9.4990063E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 7.7046553E+000, 9.4945756E+002, 9.4945756E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 7.7101229E+000, 9.4901419E+002, 9.4901419E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 7.7149414E+000, 9.4858137E+002, 9.4858137E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 7.7193011E+000, 9.4814829E+002, 9.4814829E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 7.7232454E+000, 9.4771497E+002, 9.4771497E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 7.7268137E+000, 9.4728141E+002, 9.4728141E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 7.7300415E+000, 9.4684763E+002, 9.4684763E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 7.7329611E+000, 9.4641364E+002, 9.4641364E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 7.7356019E+000, 9.4597944E+002, 9.4597944E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 7.7379902E+000, 9.4554504E+002, 9.4554504E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 7.7401501E+000, 9.4511045E+002, 9.4511045E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 7.7421033E+000, 9.4467567E+002, 9.4467567E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 7.7438696E+000, 9.4424070E+002, 9.4424070E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 7.7454666E+000, 9.4380556E+002, 9.4380556E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 7.7469106E+000, 9.4337024E+002, 9.4337024E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 7.7482162E+000, 9.4293476E+002, 9.4293476E+002, 5.1150000E+000, 0.0000000E+000
 5.4100000E+000, 7.7493966E+000, 9.4249910E+002, 9.4249910E+002, 5.3150000E+000, 0.0000000E+000
 5.6100000E+000, 7.7504638E+000, 9.4206329E+002, 9.4206329E+002, 5.5150000E+000, 0.0000000E+000
 5.8100000E+000, 7.7514286E+000, 9.4162731E+002, 9.4162731E+002, 5.7150000E+000, 0.0000000E+000
