s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 7.3000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 7.3244254E+000, 9.5365958E+002, 9.5365958E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 7.3658515E+000, 9.5300922E+002, 9.5300922E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 7.4005706E+000, 9.5235617E+002, 9.5235617E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 7.4303837E+000, 9.5170152E+002, 9.5170152E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 7.4559854E+000, 9.5104548E+002, 9.5104548E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 7.4779645E+000, 9.5038818E+002, 9.5038818E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 7.4968288E+000, 9.4972978E+002, 9.4972978E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 7.5130157E+000, 9.4907039E+002, 9.4907039E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 7.5269019E+000, 9.4841009E+002, 9.4841009E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 7.5388119E+000, 9.4774900E+002, 9.4774900E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 7.5492541E+000, 9.4707061E+002, 9.4707061E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 7.5581836E+000, 9.4639152E+002, 9.4639152E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 7.5656308E+000, 9.4572837E+002, 9.4572837E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 7.5720129E+000, 9.4506466E+002, 9.4506466E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 7.5774812E+000, 9.4440042E+002, 9.4440042E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 7.5821658E+000, 9.4373569E+002, 9.4373569E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 7.5861783E+000, 9.4307050E+002, 9.4307050E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 7.5896145E+000, 9.4240486E+002, 9.4240486E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 7.5925567E+000, 9.4173882E+002, 9.4173882E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 7.5950757E+000, 9.4107237E+002, 9.4107237E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 7.5972319E+000, 9.4040554E+002, 9.4040554E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 7.5990774E+000, 9.3973835E+002, 9.3973835E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 7.6006567E+000, 9.3907079E+002, 9.3907079E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 7.6020081E+000, 9.3840289E+002, 9.3840289E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 7.6031644E+000, 9.3773465E+002, 9.3773465E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 7.6041537E+000, 9.3706607E+002, 9.3706607E+002, 5.1150000E+000, 0.0000000E+000
