s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 7.3000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 7.3118587E+000, 9.5369657E+002, 9.5369657E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 7.3324767E+000, 9.5311793E+002, 9.5311793E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 7.3502990E+000, 9.5253820E+002, 9.5253820E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 7.3648762E+000, 9.5195669E+002, 9.5195669E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 7.3774636E+000, 9.5137433E+002, 9.5137433E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 7.3884534E+000, 9.5079131E+002, 9.5079131E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 7.3980465E+000, 9.5020771E+002, 9.5020771E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 7.4064192E+000, 9.4962355E+002, 9.4962355E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 7.4137256E+000, 9.4903889E+002, 9.4903889E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 7.4201005E+000, 9.4845376E+002, 9.4845376E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 7.4257883E+000, 9.4785354E+002, 9.4785354E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 7.4307383E+000, 9.4725289E+002, 9.4725289E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 7.4349401E+000, 9.4666649E+002, 9.4666649E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 7.4386041E+000, 9.4607973E+002, 9.4607973E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 7.4417988E+000, 9.4549262E+002, 9.4549262E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 7.4445838E+000, 9.4490517E+002, 9.4490517E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 7.4470116E+000, 9.4431740E+002, 9.4431740E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 7.4491276E+000, 9.4372932E+002, 9.4372932E+002, 3.5150000E+000, 0.0000000E+000
 3.8100000E+000, 7.4509717E+000, 9.4314094E+002, 9.4314094E+002, 3.7150000E+000, 0.0000000E+000
 4.0100000E+000, 7.4525787E+000, 9.4255228E+002, 9.4255228E+002, 3.9150000E+000, 0.0000000E+000
 4.2100000E+000, 7.4539789E+000, 9.4196333E+002, 9.4196333E+002, 4.1150000E+000, 0.0000000E+000
 4.4100000E+000, 7.4551988E+000, 9.4137411E+002, 9.4137411E+002, 4.3150000E+000, 0.0000000E+000
 4.6100000E+000, 7.4562616E+000, 9.4078461E+002, 9.4078461E+002, 4.5150000E+000, 0.0000000E+000
 4.8100000E+000, 7.4571874E+000, 9.4019485E+002, 9.4019485E+002, 4.7150000E+000, 0.0000000E+000
 5.0100000E+000, 7.4579939E+000, 9.3960484E+002, 9.3960484E+002, 4.9150000E+000, 0.0000000E+000
 5.2100000E+000, 7.4586964E+000, 9.3901456E+002, 9.3901456E+002, 5.1150000E+000, 0.0000000E+000
