s,C,mu-m,mu-m,s,m2/s
Time,"T","Diameter","Diameter_t","Timer2","dD2/dt"
 0.0000000E+000, 5.4000000E+000, 9.5400000E+002, 9.5400000E+002, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 5.4137595E+000, 9.5372638E+002, 9.5372638E+002, 1.0500000E-001, 0.0000000E+000
 4.0000000E-001, 5.4377500E+000, 9.5320453E+002, 9.5320453E+002, 3.0500000E-001, 0.0000000E+000
 6.0000000E-001, 5.4587970E+000, 9.5268176E+002, 9.5268176E+002, 5.0500000E-001, 0.0000000E+000
 8.0000000E-001, 5.4772581E+000, 9.5215817E+002, 9.5215817E+002, 7.0500000E-001, 0.0000000E+000
 1.0000000E+000, 5.4934482E+000, 9.5163382E+002, 9.5163382E+002, 9.0500000E-001, 0.0000000E+000
 1.2000000E+000, 5.5076442E+000, 9.5110879E+002, 9.5110879E+002, 1.1050000E+000, 0.0000000E+000
 1.4000000E+000, 5.5200897E+000, 9.5058314E+002, 9.5058314E+002, 1.3050000E+000, 0.0000000E+000
 1.6000000E+000, 5.5309988E+000, 9.5005693E+002, 9.5005693E+002, 1.5050000E+000, 0.0000000E+000
 1.8000000E+000, 5.5405598E+000, 9.4953020E+002, 9.4953020E+002, 1.7050000E+000, 0.0000000E+000
 2.0000000E+000, 5.5489381E+000, 9.4900299E+002, 9.4900299E+002, 1.9050000E+000, 0.0000000E+000
 2.2100000E+000, 5.5564465E+000, 9.4846214E+002, 9.4846214E+002, 2.1100000E+000, 0.0000000E+000
 2.4100000E+000, 5.5630098E+000, 9.4792086E+002, 9.4792086E+002, 2.3150000E+000, 0.0000000E+000
 2.6100000E+000, 5.5686058E+000, 9.4739240E+002, 9.4739240E+002, 2.5150000E+000, 0.0000000E+000
 2.8100000E+000, 5.5734837E+000, 9.4686356E+002, 9.4686356E+002, 2.7150000E+000, 0.0000000E+000
 3.0100000E+000, 5.5759423E+000, 9.4633287E+002, 9.4633287E+002, 2.9150000E+000, 0.0000000E+000
 3.2100000E+000, 5.5770076E+000, 9.4580098E+002, 9.4580098E+002, 3.1150000E+000, 0.0000000E+000
 3.4100000E+000, 5.5779404E+000, 9.4526887E+002, 9.4526887E+002, 3.3150000E+000, 0.0000000E+000
 3.6100000E+000, 5.5787569E+000, 9.4473655E+002, 9.4473655E+002, 3.5150000E+000, 0.0000000E+000
