s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-2.0105156E-010,-1.2970224E-016
 1.0127034E+000,-2.1612079E-005, 1.2137482E-005
 2.0254068E+000, 4.1217259E-004, 6.9924463E-004
 3.0114601E+000, 1.9651483E-003, 4.4889413E-003
 4.0241635E+000, 4.6199879E-003, 1.7645539E-002
 5.0102168E+000, 8.1122637E-003, 3.7160894E-002
 6.0229202E+000, 1.2152872E-002, 6.5257432E-002
 7.0089736E+000, 1.6204963E-002, 8.5621556E-002
 8.0216770E+000, 2.0098487E-002, 1.0963115E-001
 9.0077303E+000, 2.3722513E-002, 1.4593471E-001
 1.0020434E+001, 2.6793695E-002, 1.6556815E-001
 1.1006487E+001, 2.9413737E-002, 1.5643415E-001
 1.2019190E+001, 3.1933455E-002, 1.5627960E-001
 1.3005244E+001, 3.4588669E-002, 1.5999270E-001
 1.4017947E+001, 3.7247981E-002, 1.6178954E-001
 1.5004000E+001, 3.9851759E-002, 1.6056650E-001
 1.6016704E+001, 4.2447561E-002, 1.6042308E-001
 1.7002757E+001, 4.4864919E-002, 1.5893127E-001
 1.8015461E+001, 4.7368360E-002, 1.5922200E-001
 1.9001514E+001, 4.9844371E-002, 1.6136385E-001
 2.0014217E+001, 5.2035980E-002, 1.6272211E-001
 2.1000271E+001, 5.3791383E-002, 1.6467309E-001
 2.2012974E+001, 5.5370720E-002, 1.6447411E-001
 2.3025677E+001, 5.6452943E-002, 1.6295769E-001
 2.4011731E+001, 5.7633865E-002, 1.6503900E-001
 2.5024434E+001, 5.8843155E-002, 1.6892459E-001
 2.6010487E+001, 5.9716660E-002, 1.6580135E-001
 2.7023191E+001, 6.0148480E-002, 1.7358897E-001
 2.8009244E+001, 5.9495900E-002, 1.7151215E-001
 2.9021948E+001, 5.8979114E-002, 1.7270918E-001
 3.0008001E+001, 5.7767074E-002, 1.6745347E-001
 3.1020704E+001, 5.6712330E-002, 1.7226105E-001
 3.2006758E+001, 5.7554540E-002, 1.8500457E-001
 3.3019461E+001, 5.9037700E-002, 1.8845328E-001
 3.4005514E+001, 5.9428194E-002, 1.8198107E-001
 3.5018218E+001, 6.0318290E-002, 1.8716175E-001
 3.6004271E+001, 6.0758104E-002, 1.9550189E-001
 3.7016974E+001, 6.1537378E-002, 1.9186848E-001
 3.8003028E+001, 6.2654875E-002, 1.8657942E-001
 3.9015731E+001, 6.3211871E-002, 1.8803836E-001
 4.0001784E+001, 6.4744066E-002, 2.0285668E-001
 4.1014488E+001, 6.6129799E-002, 2.0061295E-001
 4.2000541E+001, 6.7262388E-002, 1.9987818E-001
 4.3013245E+001, 6.9473944E-002, 2.0584039E-001
 4.4025948E+001, 7.0764744E-002, 2.0495057E-001
 4.5012001E+001, 7.0464775E-002, 2.0457112E-001
 4.6024705E+001, 6.9078493E-002, 2.0444316E-001
 4.7010758E+001, 6.8397406E-002, 2.0558330E-001
 4.8023461E+001, 6.8421523E-002, 2.0836471E-001
 4.9009515E+001, 6.9532085E-002, 2.0872835E-001
 5.0022218E+001, 7.0317615E-002, 2.0822382E-001
 5.1008271E+001, 7.1634796E-002, 2.1006872E-001
 5.2020975E+001, 7.5249242E-002, 2.1185167E-001
 5.3007028E+001, 7.8661097E-002, 2.0614511E-001
