s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 0.000E+00
 4.007E+00, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.501E+01, 2.501E+01, 2.501E+01, 2.501E+01, 2.501E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 0.000E+00
 8.011E+00, 2.500E+01, 2.500E+01, 2.500E+01, 2.501E+01, 2.501E+01, 2.502E+01, 2.609E+01, 5.854E+01, 4.323E+01, 2.540E+01, 2.506E+01, 2.506E+01, 2.503E+01, 2.882E+01, 2.808E+01, 2.535E+01, 2.501E+01, 2.502E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.501E+01, 2.501E+01, 0.000E+00
 1.201E+01, 2.568E+01, 4.322E+01, 3.773E+01, 3.215E+01, 2.538E+01, 2.505E+01, 3.009E+01, 7.512E+01, 5.192E+01, 3.027E+01, 2.513E+01, 2.513E+01, 2.591E+01, 4.524E+01, 3.536E+01, 2.580E+01, 2.502E+01, 2.504E+01, 2.501E+01, 2.694E+01, 2.703E+01, 2.597E+01, 2.502E+01, 2.502E+01, 0.000E+00
 1.601E+01, 2.777E+01, 5.854E+01, 5.245E+01, 2.977E+01, 2.512E+01, 2.511E+01, 3.498E+01, 8.821E+01, 6.815E+01, 3.130E+01, 2.521E+01, 2.521E+01, 2.797E+01, 5.831E+01, 4.481E+01, 2.800E+01, 2.506E+01, 2.508E+01, 2.582E+01, 4.554E+01, 3.965E+01, 3.306E+01, 2.597E+01, 2.504E+01, 0.000E+00
 2.000E+01, 3.034E+01, 6.130E+01, 5.567E+01, 3.993E+01, 2.879E+01, 2.532E+01, 4.099E+01, 9.776E+01, 7.344E+01, 3.734E+01, 2.530E+01, 2.531E+01, 3.078E+01, 6.586E+01, 5.335E+01, 3.792E+01, 2.872E+01, 2.513E+01, 2.780E+01, 5.706E+01, 5.217E+01, 4.001E+01, 3.761E+01, 3.444E+01, 0.000E+00
 2.401E+01, 3.349E+01, 7.146E+01, 6.757E+01, 5.272E+01, 3.327E+01, 2.607E+01, 4.714E+01, 1.079E+02, 8.704E+01, 4.309E+01, 2.541E+01, 2.541E+01, 3.380E+01, 7.203E+01, 6.470E+01, 4.819E+01, 2.659E+01, 2.521E+01, 2.983E+01, 5.897E+01, 5.491E+01, 4.915E+01, 4.235E+01, 3.916E+01, 0.000E+00
 2.801E+01, 3.698E+01, 7.528E+01, 7.030E+01, 6.203E+01, 4.402E+01, 3.596E+01, 5.428E+01, 1.270E+02, 9.533E+01, 4.957E+01, 3.714E+01, 3.325E+01, 3.727E+01, 8.257E+01, 7.344E+01, 5.960E+01, 2.859E+01, 2.531E+01, 3.193E+01, 6.321E+01, 5.976E+01, 5.552E+01, 4.645E+01, 4.209E+01, 0.000E+00
 3.200E+01, 4.076E+01, 8.674E+01, 8.373E+01, 6.724E+01, 4.940E+01, 4.056E+01, 6.322E+01, 1.454E+02, 1.103E+02, 6.193E+01, 4.188E+01, 3.722E+01, 4.140E+01, 9.230E+01, 8.190E+01, 6.950E+01, 4.473E+01, 3.323E+01, 3.400E+01, 7.164E+01, 7.082E+01, 6.505E+01, 5.411E+01, 4.629E+01, 0.000E+00
