s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 0.000E+00
 4.002E+00, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 0.000E+00
 8.003E+00, 2.200E+01, 2.202E+01, 2.202E+01, 2.203E+01, 2.202E+01, 2.202E+01, 2.200E+01, 2.202E+01, 2.202E+01, 2.203E+01, 2.202E+01, 2.202E+01, 2.200E+01, 2.202E+01, 2.203E+01, 2.203E+01, 2.204E+01, 2.203E+01, 2.200E+01, 2.202E+01, 2.202E+01, 2.203E+01, 2.204E+01, 2.203E+01, 0.000E+00
 1.201E+01, 2.200E+01, 2.205E+01, 2.205E+01, 2.228E+01, 2.206E+01, 2.206E+01, 2.200E+01, 2.205E+01, 2.206E+01, 2.206E+01, 2.206E+01, 2.206E+01, 2.200E+01, 2.206E+01, 2.206E+01, 2.208E+01, 2.209E+01, 2.208E+01, 2.200E+01, 2.205E+01, 2.206E+01, 2.211E+01, 2.209E+01, 2.208E+01, 0.000E+00
 1.601E+01, 2.206E+01, 2.738E+01, 2.593E+01, 2.518E+01, 2.311E+01, 2.210E+01, 2.210E+01, 2.805E+01, 2.545E+01, 2.327E+01, 2.259E+01, 2.210E+01, 2.224E+01, 3.510E+01, 3.029E+01, 2.588E+01, 2.356E+01, 2.214E+01, 2.233E+01, 4.043E+01, 3.632E+01, 2.769E+01, 2.477E+01, 2.214E+01, 0.000E+00
 2.001E+01, 2.316E+01, 5.332E+01, 4.392E+01, 2.864E+01, 2.455E+01, 2.216E+01, 2.307E+01, 4.865E+01, 3.930E+01, 2.851E+01, 2.398E+01, 2.216E+01, 2.386E+01, 5.467E+01, 4.228E+01, 2.724E+01, 2.300E+01, 2.219E+01, 2.414E+01, 5.740E+01, 4.433E+01, 2.780E+01, 2.367E+01, 2.219E+01, 0.000E+00
 2.401E+01, 2.510E+01, 6.022E+01, 5.730E+01, 3.238E+01, 2.464E+01, 2.392E+01, 2.498E+01, 5.646E+01, 4.923E+01, 2.859E+01, 2.456E+01, 2.379E+01, 2.569E+01, 5.851E+01, 4.654E+01, 2.942E+01, 2.764E+01, 2.556E+01, 2.617E+01, 5.764E+01, 4.437E+01, 3.073E+01, 2.624E+01, 2.677E+01, 0.000E+00
 2.800E+01, 2.631E+01, 4.622E+01, 4.577E+01, 4.059E+01, 3.590E+01, 3.404E+01, 2.621E+01, 4.731E+01, 4.907E+01, 4.290E+01, 3.754E+01, 3.334E+01, 2.748E+01, 5.203E+01, 4.978E+01, 4.435E+01, 3.919E+01, 3.044E+01, 2.804E+01, 5.314E+01, 4.924E+01, 4.536E+01, 3.949E+01, 3.206E+01, 0.000E+00
 3.201E+01, 2.720E+01, 6.064E+01, 6.013E+01, 5.480E+01, 4.930E+01, 4.249E+01, 2.699E+01, 5.344E+01, 4.971E+01, 4.623E+01, 4.507E+01, 3.536E+01, 2.952E+01, 7.794E+01, 6.480E+01, 5.285E+01, 4.229E+01, 3.367E+01, 2.914E+01, 6.440E+01, 6.320E+01, 5.618E+01, 4.790E+01, 3.482E+01, 0.000E+00
