s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-8.2100575E-001, 0.0000000E+000, 1.0132500E+005, 1.1954478E+000
 1.0023291E+001,-7.8662729E-001, 4.1679074E-003, 1.0132812E+005, 1.1989420E+000
 2.0046582E+001,-7.2484706E-001, 8.4377875E-002, 1.0133396E+005, 1.1980259E+000
 3.0069872E+001,-6.6667290E-001, 1.7077434E-001, 1.0133845E+005, 1.1966431E+000
 4.0093163E+001,-6.2265953E-001, 1.8529380E-001, 1.0134212E+005, 1.1968002E+000
 5.0116454E+001,-5.9440960E-001, 1.8262406E-001, 1.0134547E+005, 1.1975271E+000
 6.0139745E+001,-5.7760670E-001, 1.7990231E-001, 1.0134868E+005, 1.1970347E+000
 7.0021862E+001,-5.6764749E-001, 1.7747537E-001, 1.0135179E+005, 1.1970715E+000
 8.0045153E+001,-5.5825345E-001, 1.7658487E-001, 1.0135484E+005, 1.1968702E+000
 9.0068444E+001,-5.4801113E-001, 1.7680289E-001, 1.0135782E+005, 1.1969472E+000
 1.0009173E+002,-5.4034218E-001, 1.7710969E-001, 1.0136073E+005, 1.1972825E+000
 1.1011503E+002,-5.3426439E-001, 1.7823617E-001, 1.0136359E+005, 1.1971323E+000
 1.2013832E+002,-5.2834989E-001, 1.7934044E-001, 1.0136638E+005, 1.1972012E+000
 1.3002043E+002,-5.1869951E-001, 1.8048731E-001, 1.0136909E+005, 1.1977039E+000
 1.4004372E+002,-5.0889986E-001, 1.8157863E-001, 1.0137171E+005, 1.1977522E+000
 1.5006702E+002,-5.0100886E-001, 1.8179599E-001, 1.0137426E+005, 1.1975944E+000
 1.6009031E+002,-4.9524902E-001, 1.8184675E-001, 1.0137676E+005, 1.1975296E+000
 1.7011360E+002,-4.9237182E-001, 1.8245146E-001, 1.0137923E+005, 1.1975876E+000
 1.8013689E+002,-4.9296517E-001, 1.8404017E-001, 1.0138167E+005, 1.1974585E+000
 1.9001901E+002,-4.9525386E-001, 1.8666943E-001, 1.0138410E+005, 1.1974489E+000
 2.0004230E+002,-4.9670232E-001, 1.8997634E-001, 1.0138652E+005, 1.1975600E+000
 2.1006559E+002,-4.9637254E-001, 1.9366215E-001, 1.0138893E+005, 1.1972739E+000
 2.2008888E+002,-4.9552681E-001, 1.9753066E-001, 1.0139131E+005, 1.1971407E+000
 2.3011217E+002,-4.9333801E-001, 2.0107289E-001, 1.0139364E+005, 1.1973312E+000
 2.4013546E+002,-4.8908860E-001, 2.0379960E-001, 1.0139593E+005, 1.1971008E+000
 2.5001758E+002,-4.8550498E-001, 2.0598467E-001, 1.0139815E+005, 1.1970225E+000
 2.6004087E+002,-4.8293462E-001, 2.0827593E-001, 1.0140033E+005, 1.1973441E+000
 2.7006416E+002,-4.7967916E-001, 2.1032381E-001, 1.0140248E+005, 1.1972764E+000
 2.8008745E+002,-4.7689055E-001, 2.1263069E-001, 1.0140459E+005, 1.1972388E+000
 2.9011074E+002,-4.7589558E-001, 2.1605955E-001, 1.0140666E+005, 1.1970306E+000
 3.0013403E+002,-4.7378790E-001, 2.1989965E-001, 1.0140870E+005, 1.1974237E+000
 3.1001615E+002,-4.7195854E-001, 2.2303475E-001, 1.0141067E+005, 1.1976337E+000
 3.2003944E+002,-4.7066661E-001, 2.2538072E-001, 1.0141261E+005, 1.1971704E+000
 3.3006273E+002,-4.6957077E-001, 2.2740467E-001, 1.0141454E+005, 1.1973810E+000
 3.4008602E+002,-4.6817445E-001, 2.2944558E-001, 1.0141644E+005, 1.1975536E+000
 3.5010931E+002,-4.6526421E-001, 2.3109390E-001, 1.0141832E+005, 1.1978134E+000
 3.6013260E+002,-4.6168386E-001, 2.3264239E-001, 1.0142015E+005, 1.1982100E+000
 3.7001472E+002,-4.5826717E-001, 2.3362104E-001, 1.0142194E+005, 1.1975239E+000
 3.8003801E+002,-4.5639418E-001, 2.3437203E-001, 1.0142369E+005, 1.1975833E+000
 3.9006130E+002,-4.5424641E-001, 2.3537165E-001, 1.0142544E+005, 1.1974659E+000
 4.0008459E+002,-4.5060001E-001, 2.3671764E-001, 1.0142715E+005, 1.1977276E+000
 4.1010788E+002,-4.4795177E-001, 2.3868146E-001, 1.0142882E+005, 1.1983961E+000
 4.2013117E+002,-4.4636698E-001, 2.4086063E-001, 1.0143046E+005, 1.1983996E+000
 4.3001329E+002,-4.4573718E-001, 2.4300881E-001, 1.0143206E+005, 1.1981353E+000
 4.4003658E+002,-4.4512467E-001, 2.4515862E-001, 1.0143364E+005, 1.1984675E+000
 4.5005987E+002,-4.4349630E-001, 2.4692050E-001, 1.0143520E+005, 1.1973604E+000
 4.6008316E+002,-4.4133413E-001, 2.4774462E-001, 1.0143674E+005, 1.1975352E+000
 4.7010646E+002,-4.3793853E-001, 2.4855637E-001, 1.0143826E+005, 1.1978470E+000
 4.8012975E+002,-4.3484388E-001, 2.4914900E-001, 1.0143974E+005, 1.1976827E+000
 4.9001186E+002,-4.3216369E-001, 2.5013440E-001, 1.0144118E+005, 1.1975948E+000
 5.0003516E+002,-4.2938088E-001, 2.5217919E-001, 1.0144259E+005, 1.1977724E+000
 5.1005845E+002,-4.2727925E-001, 2.5395412E-001, 1.0144398E+005, 1.1976457E+000
 5.2008174E+002,-4.2580301E-001, 2.5512700E-001, 1.0144534E+005, 1.1974699E+000
 5.3010503E+002,-4.2514097E-001, 2.5658108E-001, 1.0144668E+005, 1.1979195E+000
 5.4012832E+002,-4.2434947E-001, 2.5834940E-001, 1.0144800E+005, 1.1977357E+000
 5.5001044E+002,-4.2360937E-001, 2.6039202E-001, 1.0144928E+005, 1.1971125E+000
 5.6003373E+002,-4.2345234E-001, 2.6280229E-001, 1.0145055E+005, 1.1971117E+000
 5.7005702E+002,-4.2402819E-001, 2.6539039E-001, 1.0145181E+005, 1.1967284E+000
 5.8008031E+002,-4.2464944E-001, 2.6833049E-001, 1.0145306E+005, 1.1969691E+000
 5.9010360E+002,-4.2433533E-001, 2.7069731E-001, 1.0145428E+005, 1.1971958E+000
 6.0012689E+002,-4.2373725E-001, 2.7183583E-001, 1.0145549E+005, 1.1975951E+000
 6.1000901E+002,-4.2203944E-001, 2.7268844E-001, 1.0145667E+005, 1.1977479E+000
 6.2003230E+002,-4.2085743E-001, 2.7391547E-001, 1.0145784E+005, 1.1975964E+000
 6.3005559E+002,-4.1921454E-001, 2.7506973E-001, 1.0145899E+005, 1.1974339E+000
 6.4007888E+002,-4.1713719E-001, 2.7593938E-001, 1.0146012E+005, 1.1977640E+000
 6.5010217E+002,-4.1504339E-001, 2.7620278E-001, 1.0146122E+005, 1.1977478E+000
 6.6012546E+002,-4.1475941E-001, 2.7651579E-001, 1.0146232E+005, 1.1978268E+000
 6.7000758E+002,-4.1344490E-001, 2.7810217E-001, 1.0146340E+005, 1.1978548E+000
 6.8003087E+002,-4.1165418E-001, 2.8044087E-001, 1.0146444E+005, 1.1983101E+000
 6.9005416E+002,-4.0975578E-001, 2.8284239E-001, 1.0146547E+005, 1.1973037E+000
 7.0007745E+002,-4.0828993E-001, 2.8437046E-001, 1.0146646E+005, 1.1974839E+000
 7.1010074E+002,-4.0815343E-001, 2.8516313E-001, 1.0146743E+005, 1.1974082E+000
 7.2012403E+002,-4.0903751E-001, 2.8603927E-001, 1.0146841E+005, 1.1970417E+000
 7.3000615E+002,-4.1011809E-001, 2.8746908E-001, 1.0146937E+005, 1.1976903E+000
 7.4002944E+002,-4.1081148E-001, 2.8861996E-001, 1.0147033E+005, 1.1980026E+000
 7.5005273E+002,-4.1088334E-001, 2.8951436E-001, 1.0147129E+005, 1.1973114E+000
 7.6007602E+002,-4.0878328E-001, 2.9050013E-001, 1.0147224E+005, 1.1976729E+000
 7.7009931E+002,-4.0636752E-001, 2.9145824E-001, 1.0147317E+005, 1.1984345E+000
 7.8012260E+002,-4.0455848E-001, 2.9206811E-001, 1.0147406E+005, 1.1983961E+000
 7.9000472E+002,-4.0263658E-001, 2.9262439E-001, 1.0147493E+005, 1.1985575E+000
 8.0002801E+002,-4.0006525E-001, 2.9326128E-001, 1.0147578E+005, 1.1983581E+000
 8.1005130E+002,-3.9808867E-001, 2.9392628E-001, 1.0147661E+005, 1.1972684E+000
 8.2007459E+002,-3.9644237E-001, 2.9488074E-001, 1.0147743E+005, 1.1977565E+000
 8.3009789E+002,-3.9509568E-001, 2.9570578E-001, 1.0147822E+005, 1.1976236E+000
 8.4012118E+002,-3.9465787E-001, 2.9637049E-001, 1.0147900E+005, 1.1971470E+000
 8.5000329E+002,-3.9458879E-001, 2.9725518E-001, 1.0147977E+005, 1.1973322E+000
 8.6002659E+002,-3.9416925E-001, 2.9864219E-001, 1.0148053E+005, 1.1977059E+000
 8.7004988E+002,-3.9446668E-001, 3.0010177E-001, 1.0148128E+005, 1.1970686E+000
 8.8007317E+002,-3.9367051E-001, 3.0171948E-001, 1.0148202E+005, 1.1978316E+000
 8.9009646E+002,-3.9364635E-001, 3.0341937E-001, 1.0148274E+005, 1.1973507E+000
 9.0011975E+002,-3.9345037E-001, 3.0460117E-001, 1.0148345E+005, 1.1970581E+000
 9.1000187E+002,-3.9089050E-001, 3.0570566E-001, 1.0148414E+005, 1.1971436E+000
 9.2002516E+002,-3.8824151E-001, 3.0704386E-001, 1.0148480E+005, 1.1972421E+000
 9.3004845E+002,-3.8507709E-001, 3.0748286E-001, 1.0148543E+005, 1.1976819E+000
 9.4007174E+002,-3.8382227E-001, 3.0705156E-001, 1.0148604E+005, 1.1974096E+000
