s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-7.0604397E-002, 0.0000000E+000, 1.0132500E+005, 1.1794096E+000
 1.0267857E+000,-6.5981302E-002, 3.0225519E-004, 1.0135110E+005, 1.1817504E+000
 2.0089286E+000,-5.8245809E-002, 3.4251131E-003, 1.0139921E+005, 1.1877519E+000
 3.0357143E+000,-5.2674376E-002, 1.0390715E-002, 1.0143787E+005, 1.1876640E+000
 4.0178571E+000,-4.8299757E-002, 1.4648226E-002, 1.0146786E+005, 1.1879539E+000
 5.0446429E+000,-4.4833163E-002, 1.5892124E-002, 1.0149252E+005, 1.1867886E+000
 6.0267857E+000,-4.2123546E-002, 1.5968598E-002, 1.0151427E+005, 1.1867246E+000
 7.0089286E+000,-4.0228781E-002, 1.5663912E-002, 1.0153385E+005, 1.1879991E+000
 8.0357143E+000,-3.8824385E-002, 1.5241416E-002, 1.0155284E+005, 1.1891217E+000
 9.0178571E+000,-3.7717663E-002, 1.4799427E-002, 1.0157120E+005, 1.1891223E+000
 1.0044643E+001,-3.6867466E-002, 1.4382125E-002, 1.0158914E+005, 1.1882554E+000
 1.1026786E+001,-3.6279677E-002, 1.4039704E-002, 1.0160683E+005, 1.1886040E+000
 1.2008929E+001,-3.5911997E-002, 1.3879407E-002, 1.0162397E+005, 1.1895459E+000
 1.3035714E+001,-3.5675988E-002, 1.4050589E-002, 1.0164126E+005, 1.1887756E+000
 1.4017857E+001,-3.5556876E-002, 1.4677137E-002, 1.0165811E+005, 1.1879136E+000
 1.5000000E+001,-3.5522138E-002, 1.5549139E-002, 1.0167394E+005, 1.1880976E+000
 1.6026786E+001,-3.5552028E-002, 1.6443014E-002, 1.0168940E+005, 1.1883318E+000
 1.7008929E+001,-3.5621259E-002, 1.7122278E-002, 1.0170429E+005, 1.1881539E+000
 1.8035714E+001,-3.5703424E-002, 1.7559779E-002, 1.0171881E+005, 1.1870714E+000
 1.9017857E+001,-3.5694903E-002, 1.7889697E-002, 1.0173309E+005, 1.1884053E+000
 2.0000000E+001,-3.5522927E-002, 1.8193872E-002, 1.0174674E+005, 1.1888787E+000
 2.1026786E+001,-3.5228344E-002, 1.8446139E-002, 1.0176029E+005, 1.1864226E+000
 2.2008929E+001,-3.4863958E-002, 1.8643233E-002, 1.0177341E+005, 1.1857053E+000
 2.3035714E+001,-3.4460308E-002, 1.8811358E-002, 1.0178606E+005, 1.1894839E+000
 2.4017857E+001,-3.4065050E-002, 1.8998118E-002, 1.0179825E+005, 1.1883068E+000
 2.5000000E+001,-3.3736733E-002, 1.9249663E-002, 1.0180974E+005, 1.1869756E+000
 2.6026786E+001,-3.3419364E-002, 1.9537273E-002, 1.0182101E+005, 1.1872801E+000
 2.7008929E+001,-3.3108959E-002, 1.9775367E-002, 1.0183183E+005, 1.1878490E+000
 2.8035714E+001,-3.2893432E-002, 1.9997497E-002, 1.0184225E+005, 1.1874120E+000
 2.9017857E+001,-3.2793837E-002, 2.0209598E-002, 1.0185237E+005, 1.1875578E+000
 3.0000000E+001,-3.2687545E-002, 2.0427310E-002, 1.0186204E+005, 1.1877919E+000
 3.1026786E+001,-3.2535330E-002, 2.0671498E-002, 1.0187162E+005, 1.1861655E+000
 3.2008929E+001,-3.2403692E-002, 2.0859768E-002, 1.0188090E+005, 1.1884975E+000
 3.3035714E+001,-3.2311273E-002, 2.0997320E-002, 1.0188996E+005, 1.1876397E+000
 3.4017857E+001,-3.2212934E-002, 2.1134767E-002, 1.0189883E+005, 1.1869047E+000
 3.5000000E+001,-3.2078448E-002, 2.1286629E-002, 1.0190730E+005, 1.1869790E+000
 3.6026786E+001,-3.1957823E-002, 2.1494047E-002, 1.0191571E+005, 1.1876508E+000
 3.7008929E+001,-3.1854669E-002, 2.1675446E-002, 1.0192388E+005, 1.1875324E+000
 3.8035714E+001,-3.1706142E-002, 2.1783009E-002, 1.0193182E+005, 1.1888834E+000
 3.9017857E+001,-3.1520738E-002, 2.1890606E-002, 1.0193955E+005, 1.1901665E+000
 4.0044643E+001,-3.1353884E-002, 2.2020568E-002, 1.0194703E+005, 1.1925682E+000
 4.1026786E+001,-3.1250407E-002, 2.2170481E-002, 1.0195429E+005, 1.1982006E+000
 4.2008929E+001,-3.1204503E-002, 2.2322592E-002, 1.0196124E+005, 1.1966500E+000
 4.3035714E+001,-3.1123058E-002, 2.2510119E-002, 1.0196816E+005, 1.1904735E+000
 4.4017857E+001,-3.1026401E-002, 2.2673387E-002, 1.0197488E+005, 1.1891373E+000
 4.5044643E+001,-3.0958613E-002, 2.2791956E-002, 1.0198143E+005, 1.1912677E+000
 4.6026786E+001,-3.0908486E-002, 2.2895381E-002, 1.0198785E+005, 1.1818406E+000
 4.7008929E+001,-3.0860918E-002, 2.3012704E-002, 1.0199399E+005, 1.1817894E+000
 4.8035714E+001,-3.0745244E-002, 2.3184437E-002, 1.0200009E+005, 1.1870866E+000
 4.9017857E+001,-3.0594306E-002, 2.3319420E-002, 1.0200595E+005, 1.1894307E+000
 5.0044643E+001,-3.0494631E-002, 2.3440233E-002, 1.0201161E+005, 1.1883674E+000
 5.1026786E+001,-3.0389644E-002, 2.3551257E-002, 1.0201711E+005, 1.1874153E+000
 5.2008929E+001,-3.0276227E-002, 2.3591667E-002, 1.0202234E+005, 1.1883419E+000
 5.3035714E+001,-3.0193438E-002, 2.3612133E-002, 1.0202759E+005, 1.1889408E+000
 5.4017857E+001,-3.0124036E-002, 2.3653936E-002, 1.0203275E+005, 1.1893659E+000
 5.5044643E+001,-3.0081846E-002, 2.3722680E-002, 1.0203781E+005, 1.1912005E+000
