s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.0676539E-002, 0.0000000E+000, 1.0132500E+005, 1.1995257E+000
 1.0085864E+002,-2.1074785E-002, 2.9436146E-004, 1.0135143E+005, 1.1982187E+000
 2.0082473E+002,-2.3898007E-002, 5.6750078E-004, 1.0140230E+005, 1.1978472E+000
 3.0079082E+002,-2.4594622E-002, 4.8227896E-004, 1.0145292E+005, 1.1987929E+000
 4.0075691E+002,-2.4227130E-002, 6.1781305E-004, 1.0150301E+005, 1.1991081E+000
 5.0072300E+002,-2.3669214E-002, 9.4475995E-004, 1.0155152E+005, 1.1986066E+000
 6.0068909E+002,-2.2579382E-002, 1.3716588E-003, 1.0159850E+005, 1.1985893E+000
 7.0065518E+002,-2.2370291E-002, 1.4990483E-003, 1.0164412E+005, 1.1985920E+000
 8.0062126E+002,-2.2657594E-002, 1.6785776E-003, 1.0168825E+005, 1.1990062E+000
 9.0058735E+002,-2.1929387E-002, 1.8868659E-003, 1.0173112E+005, 1.1990425E+000
 1.0005534E+003,-2.1611911E-002, 2.1060518E-003, 1.0177277E+005, 1.1987564E+000
 1.1005195E+003,-2.1112250E-002, 2.3376193E-003, 1.0181309E+005, 1.1987640E+000
 1.2004856E+003,-2.1404604E-002, 2.5878187E-003, 1.0185221E+005, 1.1992496E+000
 1.3004517E+003,-2.0582474E-002, 2.6956255E-003, 1.0189020E+005, 1.1991642E+000
 1.4004178E+003,-2.0035353E-002, 2.9793753E-003, 1.0192698E+005, 1.1989502E+000
 1.5003839E+003,-1.9633242E-002, 3.1807453E-003, 1.0196262E+005, 1.1985278E+000
 1.6003500E+003,-1.8645188E-002, 3.5948879E-003, 1.0199722E+005, 1.1985574E+000
 1.7003161E+003,-1.8764073E-002, 3.6732238E-003, 1.0203073E+005, 1.1985318E+000
 1.8002822E+003,-1.9100537E-002, 3.7809554E-003, 1.0206313E+005, 1.1994069E+000
 1.9002482E+003,-1.9099468E-002, 3.8970314E-003, 1.0209459E+005, 1.1994721E+000
