s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.7757172E-002, 0.0000000E+000, 1.0132500E+005, 1.1954478E+000
 1.0044643E+000,-1.4908530E-002,-6.7779731E-005, 1.0133121E+005, 1.2002983E+000
 2.0089286E+000,-1.1545933E-002, 4.0506077E-004, 1.0134164E+005, 1.2118743E+000
 3.0133929E+000,-9.8597686E-003, 1.1409140E-003, 1.0134962E+005, 1.1964029E+000
 4.0178571E+000,-8.8567909E-003, 1.8921400E-003, 1.0135594E+005, 1.1989663E+000
 5.0223214E+000,-8.1532833E-003, 2.5136095E-003, 1.0136101E+005, 1.1995180E+000
 6.0044643E+000,-7.5554151E-003, 2.9364906E-003, 1.0136511E+005, 1.1949035E+000
 7.0089286E+000,-6.9903062E-003, 3.2368525E-003, 1.0136845E+005, 1.1905900E+000
 8.0133929E+000,-6.5528500E-003, 3.4838956E-003, 1.0137118E+005, 1.1911278E+000
 9.0178571E+000,-6.3260960E-003, 3.8050830E-003, 1.0137342E+005, 1.1920023E+000
 1.0000000E+001,-6.0934474E-003, 4.2035115E-003, 1.0137514E+005, 1.1949774E+000
 1.1004464E+001,-5.9912312E-003, 4.5796088E-003, 1.0137641E+005, 1.1959852E+000
 1.2008929E+001,-6.0604102E-003, 4.7985838E-003, 1.0137744E+005, 1.1954229E+000
 1.3013393E+001,-6.1974917E-003, 4.8627622E-003, 1.0137845E+005, 1.1941736E+000
 1.4017857E+001,-6.2495686E-003, 4.8221521E-003, 1.0137953E+005, 1.1951120E+000
 1.5000000E+001,-6.2209966E-003, 4.7499496E-003, 1.0138065E+005, 1.1953781E+000
 1.6004464E+001,-6.1667981E-003, 4.6942872E-003, 1.0138179E+005, 1.1959508E+000
 1.7008929E+001,-6.1168303E-003, 4.6604463E-003, 1.0138294E+005, 1.1950298E+000
 1.8013393E+001,-6.0316638E-003, 4.6233060E-003, 1.0138405E+005, 1.1939005E+000
 1.9017857E+001,-5.9592078E-003, 4.5936981E-003, 1.0138512E+005, 1.1968127E+000
 2.0022321E+001,-5.9929664E-003, 4.6349790E-003, 1.0138618E+005, 1.1979940E+000
 2.1004464E+001,-6.1444120E-003, 4.7577188E-003, 1.0138724E+005, 1.1960638E+000
 2.2008929E+001,-6.2780980E-003, 4.9345696E-003, 1.0138829E+005, 1.1941229E+000
 2.3013393E+001,-6.3891169E-003, 5.0944154E-003, 1.0138931E+005, 1.1933424E+000
 2.4017857E+001,-6.4939949E-003, 5.2223248E-003, 1.0139030E+005, 1.1922829E+000
 2.5022321E+001,-6.5561740E-003, 5.3570000E-003, 1.0139126E+005, 1.1936526E+000
 2.6004464E+001,-6.5349341E-003, 5.4336016E-003, 1.0139214E+005, 1.1967511E+000
 2.7008929E+001,-6.4554551E-003, 5.4652667E-003, 1.0139295E+005, 1.1988566E+000
 2.8013393E+001,-6.3753334E-003, 5.5035296E-003, 1.0139367E+005, 1.2017839E+000
 2.9017857E+001,-6.3541175E-003, 5.5225073E-003, 1.0139434E+005, 1.1985217E+000
 3.0022321E+001,-6.3569338E-003, 5.5161331E-003, 1.0139500E+005, 1.1918501E+000
 3.1004464E+001,-6.3700114E-003, 5.5130600E-003, 1.0139565E+005, 1.1932960E+000
 3.2008929E+001,-6.3968657E-003, 5.4985500E-003, 1.0139633E+005, 1.1948353E+000
 3.3013393E+001,-6.3555577E-003, 5.4868859E-003, 1.0139703E+005, 1.1969386E+000
 3.4017857E+001,-6.2978544E-003, 5.4993268E-003, 1.0139768E+005, 1.1976479E+000
 3.5022321E+001,-6.2630751E-003, 5.5424126E-003, 1.0139828E+005, 1.1994485E+000
 3.6004464E+001,-6.2424461E-003, 5.5896902E-003, 1.0139881E+005, 1.1999424E+000
 3.7008929E+001,-6.2366126E-003, 5.5975557E-003, 1.0139931E+005, 1.1937081E+000
 3.8013393E+001,-6.2181853E-003, 5.5293103E-003, 1.0139983E+005, 1.1973718E+000
 3.9017857E+001,-6.2103889E-003, 5.4211756E-003, 1.0140041E+005, 1.1975853E+000
 4.0022321E+001,-6.1987971E-003, 5.3262155E-003, 1.0140106E+005, 1.1944152E+000
 4.1004464E+001,-6.1668441E-003, 5.2750127E-003, 1.0140174E+005, 1.1962692E+000
 4.2008929E+001,-6.1165742E-003, 5.2849255E-003, 1.0140241E+005, 1.1963381E+000
 4.3013393E+001,-6.0523555E-003, 5.3731951E-003, 1.0140299E+005, 1.1948401E+000
 4.4017857E+001,-5.9937224E-003, 5.4749846E-003, 1.0140344E+005, 1.1947570E+000
 4.5000000E+001,-5.9738456E-003, 5.5364566E-003, 1.0140379E+005, 1.1953229E+000
 4.6004464E+001,-5.9593514E-003, 5.5837290E-003, 1.0140409E+005, 1.1955386E+000
 4.7008929E+001,-5.9598626E-003, 5.6091036E-003, 1.0140434E+005, 1.1961339E+000
 4.8013393E+001,-5.9893946E-003, 5.6003540E-003, 1.0140461E+005, 1.1960171E+000
 4.9017857E+001,-6.0251990E-003, 5.5854925E-003, 1.0140490E+005, 1.1955164E+000
 5.0000000E+001,-6.0714371E-003, 5.5897540E-003, 1.0140524E+005, 1.1957058E+000
 5.1004464E+001,-6.1028501E-003, 5.6240157E-003, 1.0140559E+005, 1.1954195E+000
 5.2008929E+001,-6.1176230E-003, 5.6417368E-003, 1.0140594E+005, 1.1954497E+000
 5.3013393E+001,-6.1056603E-003, 5.6187463E-003, 1.0140629E+005, 1.1958665E+000
 5.4017857E+001,-6.0865627E-003, 5.5896586E-003, 1.0140666E+005, 1.1948317E+000
 5.5000000E+001,-6.0934705E-003, 5.6104779E-003, 1.0140702E+005, 1.1936420E+000
 5.6004464E+001,-6.1316035E-003, 5.6639593E-003, 1.0140738E+005, 1.1982096E+000
 5.7008929E+001,-6.1194872E-003, 5.7093865E-003, 1.0140771E+005, 1.1955381E+000
 5.8013393E+001,-6.0896006E-003, 5.7431464E-003, 1.0140800E+005, 1.1957384E+000
 5.9017857E+001,-6.0699670E-003, 5.7568469E-003, 1.0140824E+005, 1.1961354E+000
 6.0000000E+001,-6.0711322E-003, 5.7255455E-003, 1.0140848E+005, 1.1973003E+000
 6.1004464E+001,-6.0589427E-003, 5.6797176E-003, 1.0140875E+005, 1.1954801E+000
 6.2008929E+001,-6.0330799E-003, 5.6606427E-003, 1.0140904E+005, 1.1938586E+000
 6.3013393E+001,-6.0227113E-003, 5.6737384E-003, 1.0140931E+005, 1.1940000E+000
 6.4017857E+001,-6.0459215E-003, 5.6803926E-003, 1.0140958E+005, 1.1936226E+000
 6.5000000E+001,-6.0554059E-003, 5.6566285E-003, 1.0140986E+005, 1.1966939E+000
 6.6004464E+001,-6.0742900E-003, 5.6323260E-003, 1.0141018E+005, 1.1965904E+000
 6.7008929E+001,-6.0769206E-003, 5.6366241E-003, 1.0141052E+005, 1.1959045E+000
 6.8013393E+001,-6.0745493E-003, 5.6885106E-003, 1.0141084E+005, 1.1941725E+000
 6.9017857E+001,-6.0727432E-003, 5.7586425E-003, 1.0141111E+005, 1.1934142E+000
 7.0000000E+001,-6.0808803E-003, 5.8023315E-003, 1.0141132E+005, 1.1954879E+000
 7.1004464E+001,-6.0995731E-003, 5.7969056E-003, 1.0141154E+005, 1.1960524E+000
 7.2008929E+001,-6.0875253E-003, 5.7626038E-003, 1.0141177E+005, 1.1950890E+000
 7.3013393E+001,-6.0873086E-003, 5.7314449E-003, 1.0141202E+005, 1.1954155E+000
 7.4017857E+001,-6.1127280E-003, 5.7229338E-003, 1.0141229E+005, 1.1972203E+000
 7.5000000E+001,-6.0792283E-003, 5.7322300E-003, 1.0141255E+005, 1.1960103E+000
 7.6004464E+001,-6.0323107E-003, 5.7427948E-003, 1.0141278E+005, 1.1955561E+000
 7.7008929E+001,-6.0108279E-003, 5.7477081E-003, 1.0141297E+005, 1.1954399E+000
 7.8013393E+001,-6.0159073E-003, 5.7415808E-003, 1.0141316E+005, 1.1974325E+000
 7.9017857E+001,-6.0269305E-003, 5.7170676E-003, 1.0141336E+005, 1.1991038E+000
 8.0000000E+001,-6.0136646E-003, 5.7111978E-003, 1.0141358E+005, 1.1965222E+000
 8.1004464E+001,-6.0071817E-003, 5.7275525E-003, 1.0141378E+005, 1.1961009E+000
 8.2008929E+001,-5.9994776E-003, 5.7532469E-003, 1.0141397E+005, 1.1959544E+000
 8.3013393E+001,-5.9719490E-003, 5.7781897E-003, 1.0141412E+005, 1.1949541E+000
 8.4017857E+001,-5.9521573E-003, 5.8041046E-003, 1.0141424E+005, 1.1950390E+000
 8.5000000E+001,-5.9365827E-003, 5.8142005E-003, 1.0141432E+005, 1.1956053E+000
 8.6004464E+001,-5.9367187E-003, 5.7872446E-003, 1.0141441E+005, 1.1959577E+000
 8.7008929E+001,-5.9553958E-003, 5.7547309E-003, 1.0141453E+005, 1.1970254E+000
 8.8013393E+001,-5.9651255E-003, 5.7375888E-003, 1.0141468E+005, 1.1977227E+000
 8.9017857E+001,-5.9547490E-003, 5.7278942E-003, 1.0141484E+005, 1.1959056E+000
 9.0000000E+001,-5.9437931E-003, 5.7087852E-003, 1.0141499E+005, 1.1956318E+000
 9.1004464E+001,-5.9656175E-003, 5.6989239E-003, 1.0141516E+005, 1.1944349E+000
 9.2008929E+001,-5.9847121E-003, 5.7083511E-003, 1.0141535E+005, 1.1948518E+000
 9.3013393E+001,-5.9883539E-003, 5.7443762E-003, 1.0141552E+005, 1.1976296E+000
 9.4017857E+001,-5.9873305E-003, 5.7726217E-003, 1.0141567E+005, 1.1975345E+000
 9.5000000E+001,-5.9465476E-003, 5.7659898E-003, 1.0141580E+005, 1.1974857E+000
 9.6004464E+001,-5.9373186E-003, 5.7476333E-003, 1.0141591E+005, 1.1962636E+000
 9.7008929E+001,-5.9356550E-003, 5.7369501E-003, 1.0141604E+005, 1.1943475E+000
 9.8013393E+001,-5.9100190E-003, 5.7537356E-003, 1.0141615E+005, 1.1948171E+000
 9.9017857E+001,-5.8835214E-003, 5.7792715E-003, 1.0141623E+005, 1.1956072E+000
 1.0000000E+002,-5.8628082E-003, 5.7805549E-003, 1.0141627E+005, 1.1963084E+000
 1.0100446E+002,-5.8597294E-003, 5.7595905E-003, 1.0141630E+005, 1.1966076E+000
 1.0200893E+002,-5.8606846E-003, 5.7373533E-003, 1.0141636E+005, 1.1958134E+000
 1.0301339E+002,-5.8645853E-003, 5.7293084E-003, 1.0141643E+005, 1.1960025E+000
 1.0401786E+002,-5.8751065E-003, 5.7115486E-003, 1.0141651E+005, 1.1964222E+000
 1.0500000E+002,-5.8507307E-003, 5.6732690E-003, 1.0141662E+005, 1.1967858E+000
 1.0600446E+002,-5.8200642E-003, 5.6392702E-003, 1.0141672E+005, 1.1968969E+000
 1.0700893E+002,-5.8205200E-003, 5.6252764E-003, 1.0141684E+005, 1.1967850E+000
 1.0801339E+002,-5.8255049E-003, 5.6308437E-003, 1.0141697E+005, 1.1965149E+000
 1.0901786E+002,-5.8420635E-003, 5.6484495E-003, 1.0141709E+005, 1.1954168E+000
 1.1000000E+002,-5.8524931E-003, 5.6634632E-003, 1.0141721E+005, 1.1950054E+000
 1.1100446E+002,-5.8696728E-003, 5.6949695E-003, 1.0141733E+005, 1.1985648E+000
 1.1200893E+002,-5.8923855E-003, 5.7355989E-003, 1.0141743E+005, 1.2006333E+000
 1.1301339E+002,-5.9350394E-003, 5.7653758E-003, 1.0141752E+005, 1.1973084E+000
 1.1401786E+002,-5.9922613E-003, 5.7969139E-003, 1.0141764E+005, 1.1963215E+000
 1.1500000E+002,-6.0351545E-003, 5.8386103E-003, 1.0141777E+005, 1.1972308E+000
 1.1600446E+002,-5.9888492E-003, 5.8470991E-003, 1.0141787E+005, 1.1977064E+000
 1.1700893E+002,-5.9506957E-003, 5.8336066E-003, 1.0141794E+005, 1.1938964E+000
 1.1801339E+002,-5.9278250E-003, 5.8261859E-003, 1.0141799E+005, 1.1946180E+000
 1.1901786E+002,-5.9591739E-003, 5.8168371E-003, 1.0141806E+005, 1.1949034E+000
 1.2000000E+002,-5.9150460E-003, 5.7991382E-003, 1.0141812E+005, 1.1950722E+000
 1.2100446E+002,-5.8839089E-003, 5.7685464E-003, 1.0141818E+005, 1.1955123E+000
 1.2200893E+002,-5.8577053E-003, 5.7460905E-003, 1.0141824E+005, 1.1951619E+000
 1.2301339E+002,-5.8654107E-003, 5.7313591E-003, 1.0141831E+005, 1.1953490E+000
 1.2401786E+002,-5.8601552E-003, 5.7006835E-003, 1.0141839E+005, 1.1962177E+000
 1.2500000E+002,-5.8201233E-003, 5.6802491E-003, 1.0141848E+005, 1.1965448E+000
 1.2600446E+002,-5.8378177E-003, 5.6527904E-003, 1.0141857E+005, 1.1951222E+000
 1.2700893E+002,-5.8769943E-003, 5.6045096E-003, 1.0141872E+005, 1.1950958E+000
 1.2801339E+002,-5.8649225E-003, 5.5787925E-003, 1.0141891E+005, 1.1963341E+000
 1.2901786E+002,-5.8886952E-003, 5.5971195E-003, 1.0141911E+005, 1.1985318E+000
 1.3000000E+002,-5.9095434E-003, 5.6308787E-003, 1.0141931E+005, 1.1977146E+000
 1.3100446E+002,-5.9078495E-003, 5.6670240E-003, 1.0141948E+005, 1.1947100E+000
 1.3200893E+002,-5.9050792E-003, 5.7433238E-003, 1.0141960E+005, 1.1953955E+000
 1.3301339E+002,-5.8809074E-003, 5.8275621E-003, 1.0141965E+005, 1.1957785E+000
 1.3401786E+002,-5.8380200E-003, 5.8715565E-003, 1.0141961E+005, 1.1966928E+000
 1.3500000E+002,-5.8285184E-003, 5.8774917E-003, 1.0141954E+005, 1.1971318E+000
 1.3600446E+002,-5.8380092E-003, 5.8570051E-003, 1.0141947E+005, 1.1965753E+000
 1.3700893E+002,-5.8676068E-003, 5.8396401E-003, 1.0141944E+005, 1.1972723E+000
 1.3801339E+002,-5.8861808E-003, 5.8203093E-003, 1.0141944E+005, 1.1973489E+000
 1.3901786E+002,-5.9027572E-003, 5.7824153E-003, 1.0141948E+005, 1.1955258E+000
 1.4000000E+002,-5.8776772E-003, 5.7433134E-003, 1.0141955E+005, 1.1948051E+000
 1.4100446E+002,-5.8750161E-003, 5.7148033E-003, 1.0141963E+005, 1.1947723E+000
 1.4200893E+002,-5.9162132E-003, 5.7140728E-003, 1.0141975E+005, 1.1954121E+000
 1.4301339E+002,-5.9020384E-003, 5.7274365E-003, 1.0141987E+005, 1.1969471E+000
 1.4401786E+002,-5.8429678E-003, 5.7390678E-003, 1.0141995E+005, 1.1976033E+000
 1.4502232E+002,-5.7898760E-003, 5.7413179E-003, 1.0141997E+005, 1.1956670E+000
 1.4600446E+002,-5.7799535E-003, 5.7273577E-003, 1.0141997E+005, 1.1949933E+000
 1.4700893E+002,-5.7871436E-003, 5.7275943E-003, 1.0141997E+005, 1.1955925E+000
 1.4801339E+002,-5.8292654E-003, 5.7252883E-003, 1.0142000E+005, 1.1955515E+000
 1.4901786E+002,-5.8776187E-003, 5.7048479E-003, 1.0142008E+005, 1.1955202E+000
