s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-8.2106542E-001, 0.0000000E+000, 1.0132500E+005, 1.1954478E+000
 1.0023291E+001,-7.3635211E-001, 1.8923983E-002, 1.0132801E+005, 1.2026490E+000
 2.0046582E+001,-6.3489661E-001, 1.3908138E-001, 1.0133303E+005, 1.1932358E+000
 3.0069872E+001,-5.2447928E-001, 2.4793487E-001, 1.0133610E+005, 1.1929660E+000
 4.0022577E+001,-5.0849255E-001, 3.1517659E-001, 1.0133785E+005, 1.1959397E+000
 5.0045867E+001,-5.0397409E-001, 3.1673728E-001, 1.0133930E+005, 1.1970283E+000
 6.0069158E+001,-4.9960460E-001, 3.1959035E-001, 1.0134075E+005, 1.1971628E+000
 7.0021862E+001,-4.8316729E-001, 3.0993335E-001, 1.0134215E+005, 1.1967469E+000
 8.0045153E+001,-4.5378927E-001, 2.9017300E-001, 1.0134347E+005, 1.1972126E+000
 9.0068444E+001,-4.3713827E-001, 2.7405214E-001, 1.0134477E+005, 1.1976902E+000
 1.0002115E+002,-4.2398784E-001, 2.6463699E-001, 1.0134604E+005, 1.1969967E+000
 1.1004444E+002,-4.1392623E-001, 2.5763665E-001, 1.0134728E+005, 1.1968852E+000
 1.2006773E+002,-4.0495539E-001, 2.5178797E-001, 1.0134851E+005, 1.1969521E+000
 1.3002043E+002,-3.9590175E-001, 2.4578817E-001, 1.0134970E+005, 1.1969249E+000
 1.4004372E+002,-3.8783872E-001, 2.3993389E-001, 1.0135087E+005, 1.1970381E+000
 1.5006702E+002,-3.8091363E-001, 2.3480963E-001, 1.0135203E+005, 1.1967837E+000
 1.6001972E+002,-3.7533985E-001, 2.3000249E-001, 1.0135317E+005, 1.1963730E+000
 1.7004301E+002,-3.7057689E-001, 2.2639946E-001, 1.0135431E+005, 1.1964778E+000
 1.8006630E+002,-3.6698907E-001, 2.2368034E-001, 1.0135544E+005, 1.1964101E+000
 1.9001901E+002,-3.6405414E-001, 2.2227657E-001, 1.0135656E+005, 1.1965377E+000
 2.0004230E+002,-3.6204101E-001, 2.2231583E-001, 1.0135767E+005, 1.1970048E+000
 2.1006559E+002,-3.6099504E-001, 2.2301579E-001, 1.0135876E+005, 1.1968170E+000
 2.2001829E+002,-3.6122361E-001, 2.2502390E-001, 1.0135984E+005, 1.1965142E+000
 2.3004158E+002,-3.6258341E-001, 2.2777293E-001, 1.0136090E+005, 1.1965006E+000
 2.4006487E+002,-3.6470464E-001, 2.3143053E-001, 1.0136195E+005, 1.1967231E+000
 2.5001758E+002,-3.6730444E-001, 2.3575055E-001, 1.0136299E+005, 1.1973193E+000
 2.6004087E+002,-3.6875569E-001, 2.3917157E-001, 1.0136401E+005, 1.1968990E+000
 2.7006416E+002,-3.7038241E-001, 2.4125302E-001, 1.0136503E+005, 1.1974141E+000
 2.8001686E+002,-3.7209494E-001, 2.4279866E-001, 1.0136604E+005, 1.1965084E+000
 2.9004015E+002,-3.7279813E-001, 2.4373258E-001, 1.0136704E+005, 1.1965622E+000
 3.0006344E+002,-3.7206449E-001, 2.4451068E-001, 1.0136804E+005, 1.1976329E+000
