s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.2694577E-003, 1.2713772E-003, 1.0132500E+005, 1.1954478E+000
 1.0019892E+001,-1.2078665E-003, 1.2046654E-003, 1.0132500E+005, 1.1954478E+000
 2.0039784E+001,-1.1147256E-003, 1.0853905E-003, 1.0132499E+005, 1.1954477E+000
 3.0059675E+001,-1.0683780E-003, 9.9373841E-004, 1.0132499E+005, 1.1954477E+000
 4.0079567E+001,-1.0731928E-003, 9.4986940E-004, 1.0132499E+005, 1.1954477E+000
 5.0099459E+001,-1.1091740E-003, 9.7092848E-004, 1.0132498E+005, 1.1954476E+000
 6.0119351E+001,-1.1257144E-003, 1.0086721E-003, 1.0132498E+005, 1.1954477E+000
 7.0139242E+001,-1.1324169E-003, 1.0229858E-003, 1.0132498E+005, 1.1954503E+000
 8.0018009E+001,-1.1483376E-003, 1.0103564E-003, 1.0132498E+005, 1.1954838E+000
 9.0037901E+001,-1.1740701E-003, 9.9391203E-004, 1.0132498E+005, 1.1955584E+000
 1.0005779E+002,-1.2038987E-003, 1.0115873E-003, 1.0132497E+005, 1.1956739E+000
 1.1007768E+002,-1.2169850E-003, 1.1799176E-003, 1.0132496E+005, 1.1956712E+000
 1.2009758E+002,-1.1804351E-003, 1.2493820E-003, 1.0132497E+005, 1.1956757E+000
 1.3011747E+002,-1.2663388E-003, 1.2473256E-003, 1.0132497E+005, 1.1955277E+000
 1.4013736E+002,-1.2995479E-003, 1.1841619E-003, 1.0132496E+005, 1.1954800E+000
 1.5001613E+002,-1.2691886E-003, 1.1704203E-003, 1.0132495E+005, 1.1954900E+000
 1.6003602E+002,-1.2432870E-003, 1.1982929E-003, 1.0132494E+005, 1.1954268E+000
 1.7005591E+002,-1.2513910E-003, 1.1814497E-003, 1.0132492E+005, 1.1953431E+000
 1.8007580E+002,-1.2061350E-003, 1.2252939E-003, 1.0132491E+005, 1.1953987E+000
 1.9009569E+002,-1.1908244E-003, 1.2520428E-003, 1.0132488E+005, 1.1954602E+000
 2.0011558E+002,-1.2327349E-003, 1.2591693E-003, 1.0132486E+005, 1.1954882E+000
 2.1013548E+002,-1.2210046E-003, 1.2583593E-003, 1.0132484E+005, 1.1954465E+000
 2.2001424E+002,-1.1614329E-003, 1.2627926E-003, 1.0132483E+005, 1.1954061E+000
 2.3003413E+002,-1.0932443E-003, 1.2567864E-003, 1.0132484E+005, 1.1954357E+000
 2.4005403E+002,-1.0223419E-003, 1.2673942E-003, 1.0132484E+005, 1.1954495E+000
 2.5007392E+002,-1.1709831E-003, 1.1997116E-003, 1.0132485E+005, 1.1953898E+000
 2.6009381E+002,-1.2282040E-003, 1.1507366E-003, 1.0132486E+005, 1.1953666E+000
 2.7011370E+002,-1.1105247E-003, 1.2404423E-003, 1.0132486E+005, 1.1953592E+000
 2.8013359E+002,-1.0714205E-003, 1.2316033E-003, 1.0132486E+005, 1.1954217E+000
 2.9001236E+002,-1.1045643E-003, 1.2581936E-003, 1.0132486E+005, 1.1954003E+000
 3.0003225E+002,-1.1477959E-003, 1.2540427E-003, 1.0132485E+005, 1.1953525E+000
 3.1005214E+002,-1.2176859E-003, 1.2146437E-003, 1.0132483E+005, 1.1953236E+000
 3.2007204E+002,-1.2372491E-003, 1.2289150E-003, 1.0132482E+005, 1.1953370E+000
 3.3009193E+002,-1.1811299E-003, 1.2708604E-003, 1.0132482E+005, 1.1954236E+000
 3.4011182E+002,-1.1407855E-003, 1.3402095E-003, 1.0132482E+005, 1.1953577E+000
 3.5013171E+002,-1.2234431E-003, 1.3176365E-003, 1.0132482E+005, 1.1953405E+000
 3.6001048E+002,-1.2428624E-003, 1.3040040E-003, 1.0132483E+005, 1.1954198E+000
 3.7003037E+002,-1.2358245E-003, 1.2640314E-003, 1.0132483E+005, 1.1954997E+000
 3.8005026E+002,-1.2029839E-003, 1.2541533E-003, 1.0132483E+005, 1.1954580E+000
 3.9007015E+002,-1.0767618E-003, 1.2455853E-003, 1.0132484E+005, 1.1954831E+000
 4.0009004E+002,-1.0545404E-003, 1.2524949E-003, 1.0132484E+005, 1.1954597E+000
 4.1010994E+002,-1.0795588E-003, 1.2452201E-003, 1.0132484E+005, 1.1954868E+000
 4.2012983E+002,-1.0439907E-003, 1.2660570E-003, 1.0132485E+005, 1.1953641E+000
 4.3000859E+002,-1.1055368E-003, 1.2257417E-003, 1.0132486E+005, 1.1953051E+000
 4.4002849E+002,-1.1977385E-003, 1.2203325E-003, 1.0132486E+005, 1.1953361E+000
 4.5004838E+002,-1.2124235E-003, 1.2319201E-003, 1.0132488E+005, 1.1953272E+000
 4.6006827E+002,-1.2288521E-003, 1.2289538E-003, 1.0132489E+005, 1.1954076E+000
 4.7008816E+002,-1.2085104E-003, 1.1779271E-003, 1.0132490E+005, 1.1953709E+000
 4.8010805E+002,-1.1922479E-003, 1.1214860E-003, 1.0132490E+005, 1.1953723E+000
 4.9012795E+002,-1.1668925E-003, 1.1673980E-003, 1.0132491E+005, 1.1953683E+000
