s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1954478E+000,-7.0171337E+001, 0.0000000E+000
 1.0044643E+001, 1.0132527E+005, 1.1954075E+000,-6.9917027E+001, 3.4581647E-003
 2.0089286E+001, 1.0132582E+005, 1.1954537E+000,-6.9298926E+001, 1.8317278E-001
 3.0133929E+001, 1.0132637E+005, 1.1955697E+000,-7.2007683E+001, 1.3117927E+000
 4.0178571E+001, 1.0132696E+005, 1.1956807E+000,-8.1693565E+001, 3.6823703E+000
 5.0223214E+001, 1.0132761E+005, 1.1958334E+000,-8.8735037E+001, 6.5839966E+000
 6.0044643E+001, 1.0132825E+005, 1.1959498E+000,-8.9881195E+001, 1.0142609E+001
 7.0089286E+001, 1.0132885E+005, 1.1959576E+000,-8.5097513E+001, 1.3913968E+001
 8.0133929E+001, 1.0132939E+005, 1.1962116E+000,-7.6827604E+001, 1.7025019E+001
 9.0178571E+001, 1.0132985E+005, 1.1968335E+000,-6.8043228E+001, 1.9699792E+001
 1.0000000E+002, 1.0133023E+005, 1.1968028E+000,-6.1645398E+001, 2.0474381E+001
 1.1004464E+002, 1.0133055E+005, 1.1967683E+000,-5.7994019E+001, 2.0319095E+001
 1.2008929E+002, 1.0133085E+005, 1.1966642E+000,-5.5601053E+001, 1.9505444E+001
 1.3013393E+002, 1.0133114E+005, 1.1968560E+000,-5.3456940E+001, 1.8100483E+001
 1.4017857E+002, 1.0133142E+005, 1.1965517E+000,-5.2690979E+001, 1.7248029E+001
 1.5000000E+002, 1.0133170E+005, 1.1967172E+000,-5.1885407E+001, 1.6879356E+001
 1.6004464E+002, 1.0133197E+005, 1.1972653E+000,-5.0244132E+001, 1.6470496E+001
 1.7008929E+002, 1.0133224E+005, 1.1975893E+000,-4.9798931E+001, 1.6271960E+001
 1.8013393E+002, 1.0133251E+005, 1.1975478E+000,-4.9714538E+001, 1.5971224E+001
 1.9017857E+002, 1.0133277E+005, 1.1975038E+000,-4.9450250E+001, 1.5630077E+001
 2.0022321E+002, 1.0133304E+005, 1.1978229E+000,-4.9178602E+001, 1.5290759E+001
 2.1004464E+002, 1.0133331E+005, 1.1982662E+000,-4.8989287E+001, 1.4991405E+001
 2.2008929E+002, 1.0133358E+005, 1.1982714E+000,-4.8778796E+001, 1.4789964E+001
 2.3013393E+002, 1.0133385E+005, 1.1979519E+000,-4.8700009E+001, 1.4616969E+001
 2.4017857E+002, 1.0133412E+005, 1.1977729E+000,-4.8624367E+001, 1.4399618E+001
 2.5022321E+002, 1.0133439E+005, 1.1978991E+000,-4.8320338E+001, 1.4144253E+001
 2.6004464E+002, 1.0133466E+005, 1.1981006E+000,-4.8067062E+001, 1.3884475E+001
 2.7008929E+002, 1.0133493E+005, 1.1980453E+000,-4.7838814E+001, 1.3672661E+001
 2.8013393E+002, 1.0133520E+005, 1.1978592E+000,-4.7743813E+001, 1.3521028E+001
 2.9017857E+002, 1.0133547E+005, 1.1977601E+000,-4.7703804E+001, 1.3445220E+001
 3.0022321E+002, 1.0133574E+005, 1.1977005E+000,-4.7529960E+001, 1.3427372E+001
 3.1004464E+002, 1.0133601E+005, 1.1976647E+000,-4.7359519E+001, 1.3406593E+001
 3.2008929E+002, 1.0133627E+005, 1.1977273E+000,-4.7201810E+001, 1.3379565E+001
 3.3013393E+002, 1.0133654E+005, 1.1977953E+000,-4.7066114E+001, 1.3347552E+001
 3.4017857E+002, 1.0133681E+005, 1.1978399E+000,-4.6943232E+001, 1.3325860E+001
 3.5022321E+002, 1.0133708E+005, 1.1978739E+000,-4.6813023E+001, 1.3309932E+001
 3.6004464E+002, 1.0133734E+005, 1.1978378E+000,-4.6744627E+001, 1.3290845E+001
 3.7008929E+002, 1.0133760E+005, 1.1976766E+000,-4.6724391E+001, 1.3276685E+001
 3.8013393E+002, 1.0133787E+005, 1.1975024E+000,-4.6574483E+001, 1.3266102E+001
 3.9017857E+002, 1.0133813E+005, 1.1975076E+000,-4.6479774E+001, 1.3246707E+001
 4.0022321E+002, 1.0133840E+005, 1.1976319E+000,-4.6467123E+001, 1.3231497E+001
 4.1004464E+002, 1.0133866E+005, 1.1977126E+000,-4.6432405E+001, 1.3216762E+001
 4.2008929E+002, 1.0133892E+005, 1.1977482E+000,-4.6286835E+001, 1.3201620E+001
 4.3013393E+002, 1.0133918E+005, 1.1977358E+000,-4.6132217E+001, 1.3171146E+001
 4.4017857E+002, 1.0133944E+005, 1.1977065E+000,-4.5981301E+001, 1.3129388E+001
 4.5022321E+002, 1.0133970E+005, 1.1976954E+000,-4.5880726E+001, 1.3089838E+001
 4.6004464E+002, 1.0133996E+005, 1.1977126E+000,-4.5779836E+001, 1.3053544E+001
 4.7008929E+002, 1.0134022E+005, 1.1977315E+000,-4.5706237E+001, 1.3001252E+001
 4.8013393E+002, 1.0134047E+005, 1.1977533E+000,-4.5601404E+001, 1.2936146E+001
 4.9017857E+002, 1.0134073E+005, 1.1977894E+000,-4.5516204E+001, 1.2883238E+001
 5.0022321E+002, 1.0134099E+005, 1.1977988E+000,-4.5425695E+001, 1.2820581E+001
 5.1004464E+002, 1.0134125E+005, 1.1977037E+000,-4.5254155E+001, 1.2789143E+001
 5.2008929E+002, 1.0134150E+005, 1.1975759E+000,-4.5166675E+001, 1.2835096E+001
 5.3013393E+002, 1.0134176E+005, 1.1975418E+000,-4.5125406E+001, 1.2861498E+001
 5.4017857E+002, 1.0134202E+005, 1.1975256E+000,-4.5086679E+001, 1.2861409E+001
 5.5022321E+002, 1.0134227E+005, 1.1974922E+000,-4.5011718E+001, 1.2846497E+001
 5.6004464E+002, 1.0134252E+005, 1.1974420E+000,-4.4925632E+001, 1.2831022E+001
 5.7008929E+002, 1.0134278E+005, 1.1973894E+000,-4.4847388E+001, 1.2857605E+001
 5.8013393E+002, 1.0134303E+005, 1.1974095E+000,-4.4780158E+001, 1.2888424E+001
 5.9017857E+002, 1.0134328E+005, 1.1974440E+000,-4.4734508E+001, 1.2904038E+001
 6.0000000E+002, 1.0134353E+005, 1.1973954E+000,-4.4726966E+001, 1.2943512E+001
 6.1004464E+002, 1.0134378E+005, 1.1973684E+000,-4.4734961E+001, 1.2986952E+001
 6.2008929E+002, 1.0134403E+005, 1.1974327E+000,-4.4705743E+001, 1.3056708E+001
 6.3013393E+002, 1.0134428E+005, 1.1974669E+000,-4.4602247E+001, 1.3090066E+001
 6.4017857E+002, 1.0134453E+005, 1.1974345E+000,-4.4554915E+001, 1.3101769E+001
 6.5000000E+002, 1.0134478E+005, 1.1973827E+000,-4.4538516E+001, 1.3099244E+001
 6.6004464E+002, 1.0134503E+005, 1.1973230E+000,-4.4537822E+001, 1.3078559E+001
 6.7008929E+002, 1.0134528E+005, 1.1972830E+000,-4.4497940E+001, 1.3095894E+001
 6.8013393E+002, 1.0134553E+005, 1.1972219E+000,-4.4415528E+001, 1.3138660E+001
 6.9017857E+002, 1.0134577E+005, 1.1971518E+000,-4.4342382E+001, 1.3177425E+001
 7.0000000E+002, 1.0134602E+005, 1.1971206E+000,-4.4290657E+001, 1.3247342E+001
 7.1004464E+002, 1.0134626E+005, 1.1971333E+000,-4.4229163E+001, 1.3288871E+001
 7.2008929E+002, 1.0134651E+005, 1.1972006E+000,-4.4206826E+001, 1.3304290E+001
 7.3013393E+002, 1.0134675E+005, 1.1972246E+000,-4.4214596E+001, 1.3316758E+001
 7.4017857E+002, 1.0134700E+005, 1.1971851E+000,-4.4237460E+001, 1.3353239E+001
 7.5000000E+002, 1.0134724E+005, 1.1971305E+000,-4.4229205E+001, 1.3398675E+001
 7.6004464E+002, 1.0134748E+005, 1.1970957E+000,-4.4271057E+001, 1.3437914E+001
 7.7008929E+002, 1.0134773E+005, 1.1970281E+000,-4.4291340E+001, 1.3468194E+001
 7.8013393E+002, 1.0134797E+005, 1.1969888E+000,-4.4296502E+001, 1.3462991E+001
 7.9017857E+002, 1.0134822E+005, 1.1970335E+000,-4.4248002E+001, 1.3458887E+001
 8.0000000E+002, 1.0134846E+005, 1.1971006E+000,-4.4137338E+001, 1.3485878E+001
 8.1004464E+002, 1.0134870E+005, 1.1971546E+000,-4.4076507E+001, 1.3512105E+001
 8.2008929E+002, 1.0134894E+005, 1.1971771E+000,-4.4060965E+001, 1.3493934E+001
 8.3013393E+002, 1.0134919E+005, 1.1971500E+000,-4.4030470E+001, 1.3460760E+001
 8.4017857E+002, 1.0134943E+005, 1.1971288E+000,-4.3995184E+001, 1.3448483E+001
 8.5000000E+002, 1.0134967E+005, 1.1971265E+000,-4.3954434E+001, 1.3424433E+001
 8.6004464E+002, 1.0134991E+005, 1.1971371E+000,-4.3926599E+001, 1.3428583E+001
 8.7008929E+002, 1.0135015E+005, 1.1971517E+000,-4.3901930E+001, 1.3409440E+001
 8.8013393E+002, 1.0135039E+005, 1.1971869E+000,-4.3870846E+001, 1.3366340E+001
 8.9017857E+002, 1.0135063E+005, 1.1972592E+000,-4.3859355E+001, 1.3326140E+001
 9.0000000E+002, 1.0135087E+005, 1.1973369E+000,-4.3821706E+001, 1.3334067E+001
 9.1004464E+002, 1.0135111E+005, 1.1973578E+000,-4.3783977E+001, 1.3384698E+001
 9.2008929E+002, 1.0135135E+005, 1.1973810E+000,-4.3756241E+001, 1.3394113E+001
 9.3013393E+002, 1.0135159E+005, 1.1974147E+000,-4.3725195E+001, 1.3406005E+001
 9.4017857E+002, 1.0135183E+005, 1.1973706E+000,-4.3660952E+001, 1.3396916E+001
 9.5000000E+002, 1.0135207E+005, 1.1973161E+000,-4.3589004E+001, 1.3414466E+001
 9.6004464E+002, 1.0135231E+005, 1.1973066E+000,-4.3523597E+001, 1.3399194E+001
 9.7008929E+002, 1.0135255E+005, 1.1973033E+000,-4.3441873E+001, 1.3359537E+001
 9.8013393E+002, 1.0135279E+005, 1.1972812E+000,-4.3362415E+001, 1.3320412E+001
 9.9017857E+002, 1.0135302E+005, 1.1972914E+000,-4.3280505E+001, 1.3356888E+001
 1.0000000E+003, 1.0135326E+005, 1.1973262E+000,-4.3214673E+001, 1.3410261E+001
 1.0100446E+003, 1.0135349E+005, 1.1973517E+000,-4.3135457E+001, 1.3482010E+001
 1.0200893E+003, 1.0135373E+005, 1.1973584E+000,-4.3044253E+001, 1.3575992E+001
 1.0301339E+003, 1.0135396E+005, 1.1973544E+000,-4.2985150E+001, 1.3588527E+001
 1.0401786E+003, 1.0135419E+005, 1.1973274E+000,-4.2945983E+001, 1.3547419E+001
 1.0500000E+003, 1.0135442E+005, 1.1972929E+000,-4.2926143E+001, 1.3536830E+001
 1.0600446E+003, 1.0135465E+005, 1.1972514E+000,-4.2917422E+001, 1.3542183E+001
 1.0700893E+003, 1.0135489E+005, 1.1972379E+000,-4.2896782E+001, 1.3537057E+001
 1.0801339E+003, 1.0135512E+005, 1.1972841E+000,-4.2869378E+001, 1.3525088E+001
 1.0901786E+003, 1.0135535E+005, 1.1973768E+000,-4.2870791E+001, 1.3497546E+001
 1.1000000E+003, 1.0135558E+005, 1.1974130E+000,-4.2857214E+001, 1.3465993E+001
