s,kW/m2,kW/m2,Pa,kg/m3
Time,"Q1-0","Q2-0","p0","rho"
 0.0000000E+000,-5.8291200E-003, 5.8291200E-003, 1.0132500E+005, 1.1954478E+000
 1.0041237E+000,-4.2387093E-003, 4.2503374E-003, 1.0132500E+005, 1.1954478E+000
 2.0026689E+000,-2.5320060E-003, 2.5811227E-003, 1.0132499E+005, 1.1954477E+000
 3.0012140E+000,-1.8514341E-003, 1.8554681E-003, 1.0132498E+005, 1.1954476E+000
 4.0053377E+000,-1.5341218E-003, 1.5059839E-003, 1.0132498E+005, 1.1954476E+000
 5.0038829E+000,-1.3440305E-003, 1.3460556E-003, 1.0132497E+005, 1.1954476E+000
 6.0024281E+000,-1.2251525E-003, 1.2281264E-003, 1.0132497E+005, 1.1954475E+000
 7.0009733E+000,-1.1279451E-003, 1.1334005E-003, 1.0132496E+005, 1.1954474E+000
 8.0050969E+000,-1.0635896E-003, 1.0646675E-003, 1.0132495E+005, 1.1954474E+000
 9.0036421E+000,-1.0037611E-003, 1.0152855E-003, 1.0132495E+005, 1.1954473E+000
 1.0002187E+001,-9.5875639E-004, 9.6329834E-004, 1.0132494E+005, 1.1954473E+000
 1.1000733E+001,-9.1792334E-004, 9.2430421E-004, 1.0132494E+005, 1.1954472E+000
 1.2004856E+001,-8.8372850E-004, 8.8384130E-004, 1.0132493E+005, 1.1954472E+000
 1.3003401E+001,-8.4728204E-004, 8.5097484E-004, 1.0132492E+005, 1.1954472E+000
 1.4001947E+001,-8.1727509E-004, 8.2060139E-004, 1.0132492E+005, 1.1954471E+000
 1.5000492E+001,-7.9273946E-004, 7.9594792E-004, 1.0132492E+005, 1.1954471E+000
 1.6004615E+001,-7.7175005E-004, 7.7234316E-004, 1.0132491E+005, 1.1954471E+000
 1.7003161E+001,-7.5358908E-004, 7.5141770E-004, 1.0132491E+005, 1.1954471E+000
 1.8001706E+001,-7.3183938E-004, 7.3455340E-004, 1.0132490E+005, 1.1954471E+000
 1.9000251E+001,-7.1409981E-004, 7.1687783E-004, 1.0132490E+005, 1.1954472E+000
 2.0004375E+001,-6.9857641E-004, 7.0346593E-004, 1.0132489E+005, 1.1954472E+000
 2.1002920E+001,-6.9327894E-004, 6.9453350E-004, 1.0132489E+005, 1.1954473E+000
 2.2001465E+001,-7.0995939E-004, 7.1340967E-004, 1.0132489E+005, 1.1954474E+000
 2.3000010E+001,-7.6897856E-004, 7.6325179E-004, 1.0132488E+005, 1.1954476E+000
 2.4004134E+001,-8.5778276E-004, 8.5568978E-004, 1.0132488E+005, 1.1954476E+000
 2.5002679E+001,-9.4211563E-004, 9.3740529E-004, 1.0132488E+005, 1.1954477E+000
 2.6001224E+001,-9.6205366E-004, 9.6861783E-004, 1.0132487E+005, 1.1954477E+000
 2.7005348E+001,-9.2992958E-004, 9.3399366E-004, 1.0132487E+005, 1.1954478E+000
 2.8003893E+001,-8.4981648E-004, 8.5618673E-004, 1.0132487E+005, 1.1954479E+000
 2.9002438E+001,-7.5092267E-004, 7.5606689E-004, 1.0132487E+005, 1.1954480E+000
 3.0000984E+001,-7.0155728E-004, 7.0335323E-004, 1.0132486E+005, 1.1954482E+000
 3.1005107E+001,-8.1257817E-004, 8.0245302E-004, 1.0132486E+005, 1.1954483E+000
 3.2003652E+001,-1.0351588E-003, 1.0280138E-003, 1.0132486E+005, 1.1954481E+000
 3.3002198E+001,-1.1358628E-003, 1.1321426E-003, 1.0132485E+005, 1.1954481E+000
 3.4000743E+001,-1.0753956E-003, 1.0767412E-003, 1.0132485E+005, 1.1954480E+000
 3.5004866E+001,-9.7704391E-004, 9.8385120E-004, 1.0132485E+005, 1.1954480E+000
 3.6003412E+001,-8.6990008E-004, 8.7905873E-004, 1.0132486E+005, 1.1954481E+000
 3.7001957E+001,-7.4496045E-004, 7.5454477E-004, 1.0132487E+005, 1.1954483E+000
 3.8000502E+001,-7.5285188E-004, 7.4680082E-004, 1.0132488E+005, 1.1954484E+000
 3.9004626E+001,-9.7588944E-004, 9.6148941E-004, 1.0132489E+005, 1.1954486E+000
 4.0003171E+001,-1.1056863E-003, 1.1056938E-003, 1.0132493E+005, 1.1954487E+000
 4.1001716E+001,-9.9728249E-004, 1.0106647E-003, 1.0132496E+005, 1.1954489E+000
 4.2000261E+001,-8.8782166E-004, 8.9453204E-004, 1.0132501E+005, 1.1954493E+000
 4.3004385E+001,-8.7419572E-004, 8.6576185E-004, 1.0132505E+005, 1.1954497E+000
 4.4002930E+001,-9.0689961E-004, 8.9354231E-004, 1.0132510E+005, 1.1954501E+000
