s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 1.7931940E-001, 0.0000000E+000
 5.1190978E-002, 1.7931940E-001, 0.0000000E+000
 1.0005260E-001, 1.7931940E-001, 0.0000000E+000
 1.5032450E-001, 1.7931940E-001, 0.0000000E+000
 2.0029388E-001, 1.7931940E-001, 6.2990055E-010
 2.5026326E-001, 1.7931940E-001, 6.2073665E-006
 3.0000974E-001, 1.7931940E-001, 3.6687801E-006
 3.5004288E-001, 1.7931940E-001, 3.8940335E-006
 4.0007906E-001, 1.7931940E-001, 4.1797423E-006
 4.5013304E-001, 1.7931940E-001, 4.7298112E-006
 5.0018702E-001, 1.7931940E-001, 4.8968603E-006
 5.5004774E-001, 1.7931940E-001, 5.0599452E-006
 6.0010173E-001, 1.7931940E-001, 4.7847424E-006
 6.5015988E-001, 1.7931940E-001, 4.8879376E-006
 7.0000133E-001, 1.7931940E-001, 5.1986185E-006
 7.5003544E-001, 1.7931940E-001, 5.1294705E-006
 8.0000668E-001, 1.7931940E-001, 5.0778894E-006
 8.5001561E-001, 1.7931940E-001, 5.7394936E-006
 9.0002454E-001, 1.7931940E-001, 5.3323025E-006
 9.5003347E-001, 1.7931940E-001, 5.2697011E-006
 1.0000424E+000, 1.7931940E-001, 6.6895580E-006
 1.0501341E+000, 1.7931940E-001, 6.2746220E-006
 1.1000485E+000, 1.7931940E-001, 6.7299521E-006
 1.1501414E+000, 1.7931940E-001, 7.4048460E-006
 1.2000379E+000, 1.7931940E-001, 6.9097635E-006
 1.2501309E+000, 1.7931940E-001, 6.8343426E-006
 1.3000272E+000, 1.7931940E-001, 7.1688323E-006
 1.3501317E+000, 1.7931940E-001, 6.1546360E-006
 1.4001124E+000, 1.7931940E-001, 6.8188287E-006
 1.4501268E+000, 1.7931940E-001, 7.6761562E-006
 1.5000296E+000, 1.7931940E-001, 7.3559468E-006
 1.5500326E+000, 1.7931940E-001, 7.8410532E-006
 1.6000649E+000, 1.7931940E-001, 8.4007550E-006
 1.6500955E+000, 1.7931940E-001, 8.5368804E-006
 1.7001262E+000, 1.7931940E-001, 8.2548089E-006
 1.7501568E+000, 1.7931940E-001, 8.7056172E-006
 1.8001874E+000, 1.7931940E-001, 8.9807448E-006
 1.8500027E+000, 1.7931940E-001, 8.6061837E-006
 1.9000100E+000, 1.7931940E-001, 8.6963256E-006
 1.9501633E+000, 1.7931940E-001, 8.7265263E-006
 2.0000973E+000, 1.7931940E-001, 8.7514398E-006
 2.0500417E+000, 1.7931940E-001, 8.0415829E-006
 2.1000245E+000, 1.7931940E-001, 8.0377590E-006
 2.1501551E+000, 1.7931940E-001, 8.5788408E-006
 2.2001431E+000, 1.7931940E-001, 8.3633544E-006
