s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 1.4080167E-001, 0.0000000E+000
 5.0527199E-002, 1.4080167E-001, 0.0000000E+000
 1.0020146E-001, 1.4080167E-001, 0.0000000E+000
 1.5009715E-001, 1.4080167E-001, 2.8489056E-016
 2.0024277E-001, 1.4080167E-001, 1.6152147E-006
 2.5017248E-001, 1.4080167E-001, 6.4710273E-006
 3.0020055E-001, 1.4080167E-001, 4.4512924E-006
 3.5013047E-001, 1.4080167E-001, 4.7854676E-006
 4.0008148E-001, 1.4080167E-001, 5.5695714E-006
 4.5003248E-001, 1.4080167E-001, 5.5641740E-006
 5.0013248E-001, 1.4080167E-001, 5.7617540E-006
 5.5015414E-001, 1.4080167E-001, 5.7870213E-006
 6.0006311E-001, 1.4080167E-001, 5.7610335E-006
 6.5000939E-001, 1.4080167E-001, 5.6881047E-006
 7.0008132E-001, 1.4080167E-001, 5.5659157E-006
 7.5011231E-001, 1.4080167E-001, 5.5629958E-006
 8.0010472E-001, 1.4080167E-001, 5.9384253E-006
 8.5016281E-001, 1.4080167E-001, 5.6835443E-006
 9.0005583E-001, 1.4080167E-001, 5.6777299E-006
 9.5003831E-001, 1.4080167E-001, 5.8648154E-006
 1.0001226E+000, 1.4080167E-001, 5.7142032E-006
 1.0500228E+000, 1.4080167E-001, 5.7469782E-006
 1.1001550E+000, 1.4080167E-001, 6.1106625E-006
 1.1501232E+000, 1.4080167E-001, 5.8016854E-006
 1.2000601E+000, 1.4080167E-001, 5.7079468E-006
 1.2501319E+000, 1.4080167E-001, 6.3906197E-006
 1.3000159E+000, 1.4080167E-001, 6.3531500E-006
 1.3501676E+000, 1.4080167E-001, 5.9746893E-006
 1.4000507E+000, 1.4080167E-001, 6.4926004E-006
 1.4500012E+000, 1.4080167E-001, 6.9653196E-006
 1.5000200E+000, 1.4080167E-001, 6.1753719E-006
 1.5500781E+000, 1.4080167E-001, 6.1387844E-006
 1.6001085E+000, 1.4080167E-001, 6.7840636E-006
 1.6500293E+000, 1.4080167E-001, 6.2960440E-006
 1.7000861E+000, 1.4080167E-001, 7.0289927E-006
 1.7500120E+000, 1.4080167E-001, 7.1087044E-006
 1.8000094E+000, 1.4080167E-001, 7.0696360E-006
 1.8500643E+000, 1.4080167E-001, 7.0010171E-006
 1.9000254E+000, 1.4080167E-001, 7.1224857E-006
 1.9500613E+000, 1.4080167E-001, 6.7794707E-006
 2.0001880E+000, 1.4080167E-001, 7.0415078E-006
 2.0500175E+000, 1.4080167E-001, 6.9486025E-006
 2.1000300E+000, 1.4080167E-001, 6.7774819E-006
 2.1501128E+000, 1.4080167E-001, 6.9232682E-006
 2.2001317E+000, 1.4080167E-001, 6.9490220E-006
 2.2501252E+000, 1.4080192E-001, 6.9098745E-006
 2.3000867E+000, 1.4080977E-001, 7.2086050E-006
 2.3501270E+000, 1.4085365E-001, 6.9736380E-006
 2.4000670E+000, 1.4094030E-001, 6.9281709E-006
 2.4500942E+000, 1.4104630E-001, 6.8447242E-006
 2.5001205E+000, 1.4116227E-001, 6.9674167E-006
 2.5501262E+000, 1.4128626E-001, 7.0173348E-006
 2.6000513E+000, 1.4141660E-001, 7.0710559E-006
 2.6500800E+000, 1.4155284E-001, 7.1784044E-006
 2.7000250E+000, 1.4169326E-001, 7.0094834E-006
 2.7500330E+000, 1.4183764E-001, 6.7329692E-006
 2.8001667E+000, 1.4198435E-001, 6.8526895E-006
 2.8501746E+000, 1.4213354E-001, 6.9467336E-006
 2.9001679E+000, 1.4228353E-001, 7.0737287E-006
 2.9500136E+000, 1.4243443E-001, 6.6727436E-006
 3.0000824E+000, 1.4258582E-001, 6.7915420E-006
 3.0500433E+000, 1.4273773E-001, 6.9206661E-006
 3.1000974E+000, 1.4288984E-001, 6.8558095E-006
 3.1501044E+000, 1.4304219E-001, 6.8167977E-006
 3.2001145E+000, 1.4319426E-001, 6.7882257E-006
 3.2500289E+000, 1.4334660E-001, 7.1299507E-006
 3.3000656E+000, 1.4349845E-001, 7.2319452E-006
 3.3500200E+000, 1.4365085E-001, 6.9650321E-006
 3.4001320E+000, 1.4380286E-001, 7.2345930E-006
 3.4501195E+000, 1.4395542E-001, 6.9354318E-006
 3.5000176E+000, 1.4410699E-001, 6.6964444E-006
 3.5500972E+000, 1.4425939E-001, 7.1932127E-006
 3.6001054E+000, 1.4441138E-001, 7.2044637E-006
 3.6501205E+000, 1.4456374E-001, 7.0419903E-006
 3.7001746E+000, 1.4471563E-001, 7.2121458E-006
 3.7500088E+000, 1.4486769E-001, 7.0647181E-006
 3.8000427E+000, 1.4501945E-001, 7.0548238E-006
 3.8500539E+000, 1.4517166E-001, 7.0809833E-006
 3.9001388E+000, 1.4532394E-001, 6.6469687E-006
 3.9501068E+000, 1.4547604E-001, 7.0240260E-006
 4.0000393E+000, 1.4562798E-001, 6.9303263E-006
 4.0501688E+000, 1.4578028E-001, 6.8678392E-006
 4.1000816E+000, 1.4593254E-001, 7.0042832E-006
 4.1501349E+000, 1.4608447E-001, 7.2954225E-006
 4.2000907E+000, 1.4623674E-001, 7.2502044E-006
 4.2500107E+000, 1.4638854E-001, 6.9704582E-006
 4.3000174E+000, 1.4654065E-001, 6.6422209E-006
 4.3500881E+000, 1.4669286E-001, 6.8900446E-006
 4.4000880E+000, 1.4684533E-001, 7.0880879E-006
 4.4500969E+000, 1.4699743E-001, 7.0750845E-006
 4.5000921E+000, 1.4714989E-001, 7.0531238E-006
 4.5501310E+000, 1.4730194E-001, 6.8417979E-006
 4.6001869E+000, 1.4745460E-001, 6.9978753E-006
 4.6500177E+000, 1.4760638E-001, 7.0323235E-006
 4.7000671E+000, 1.4775895E-001, 6.9584181E-006
 4.7500306E+000, 1.4791080E-001, 6.7824467E-006
 4.8001865E+000, 1.4806380E-001, 7.1414686E-006
 4.8501842E+000, 1.4821592E-001, 6.8259069E-006
 4.9001442E+000, 1.4836888E-001, 6.8917213E-006
 4.9500311E+000, 1.4852042E-001, 6.7887254E-006
 5.0000857E+000, 1.4867333E-001, 7.1975320E-006
 5.0500749E+000, 1.4882524E-001, 6.9123849E-006
 5.1001365E+000, 1.4897838E-001, 6.8745070E-006
 5.1500419E+000, 1.4913023E-001, 6.8288235E-006
 5.2001347E+000, 1.4928333E-001, 7.0683666E-006
 5.2500319E+000, 1.4943527E-001, 6.8692915E-006
 5.3000280E+000, 1.4958815E-001, 6.9746574E-006
