s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-3.6220986E-007,-1.8375141E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6222823E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0003134E+001, 2.6104076E-001,-4.1616281E-002,-1.9303622E-001,-1.7813216E-002, 1.7817294E-006, 0.0000000E+000, 0.0000000E+000, 8.6103090E-003, 8.5768270E-003, 0.0000000E+000, 1.2407201E-005, 0.0000000E+000
 6.0003704E+001, 3.7772482E-001,-6.0326809E-002,-2.9086000E-001,-2.4648115E-002, 5.7278352E-005, 0.0000000E+000, 0.0000000E+000, 2.1914181E-003, 1.9471700E-003, 0.0000000E+000, 1.7945190E-005, 0.0000000E+000
 9.0002747E+001, 4.9539071E-001,-7.9374830E-002,-3.8621107E-001,-2.8270060E-002, 1.1374581E-004, 0.0000000E+000, 0.0000000E+000, 1.8669631E-003, 1.6485010E-003, 0.0000000E+000, 2.3525418E-005, 0.0000000E+000
 1.2000066E+002, 6.1296168E-001,-9.8425182E-002,-4.7655064E-001,-3.5969714E-002, 1.7378073E-004, 0.0000000E+000, 0.0000000E+000, 2.6361135E-003, 2.1899227E-003, 0.0000000E+000, 2.9117787E-005, 0.0000000E+000
 1.5000018E+002, 7.8559882E-001,-1.2656735E-001,-6.1599052E-001,-4.0481469E-002, 2.6012567E-004, 0.0000000E+000, 0.0000000E+000, 3.2367175E-003, 2.8196050E-003, 0.0000000E+000, 3.7307959E-005, 0.0000000E+000
 1.8000200E+002, 9.3837199E-001,-1.5140173E-001,-7.4419150E-001,-4.2159569E-002, 3.3614350E-004, 0.0000000E+000, 0.0000000E+000, 1.4265782E-003, 9.5533196E-004, 0.0000000E+000, 4.4560563E-005, 0.0000000E+000
 2.1000232E+002, 1.0823555E+000,-1.7543253E-001,-8.5895809E-001,-4.8290287E-002, 4.1490311E-004, 0.0000000E+000, 0.0000000E+000, 1.1718983E-003, 8.9542659E-005, 0.0000000E+000, 5.1407070E-005, 0.0000000E+000
 2.4000121E+002, 1.2367800E+000,-2.0127236E-001,-9.8301071E-001,-5.1793176E-002, 4.8547003E-004, 0.0000000E+000, 0.0000000E+000, 2.1814413E-003, 1.1892420E-003, 0.0000000E+000, 5.8723003E-005, 0.0000000E+000
 2.7000180E+002, 1.3162791E+000,-2.1458224E-001,-1.0502267E+000,-5.4440225E-002, 5.2561460E-004, 0.0000000E+000, 0.0000000E+000,-1.3044372E-003,-2.4444828E-003, 0.0000000E+000, 6.2504324E-005, 0.0000000E+000
 3.0000235E+002, 1.3836348E+000,-2.2577174E-001,-1.1030787E+000,-5.5816241E-002, 5.5705750E-004, 0.0000000E+000, 0.0000000E+000, 4.9973881E-004,-4.7485388E-004, 0.0000000E+000, 6.5712244E-005, 0.0000000E+000
 3.3000195E+002, 1.4317146E+000,-2.3332664E-001,-1.1406388E+000,-5.9230373E-002, 5.8087760E-004, 0.0000000E+000, 0.0000000E+000, 3.3409744E-004,-9.0028578E-004, 0.0000000E+000, 6.8018005E-005, 0.0000000E+000
