s,C,C,kg/m2
Time,"null","null","null"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 1.5420000E-002
 5.0000000E+000, 2.0480000E+001, 2.0093286E+001, 1.5420000E-002
 1.0000000E+001, 2.1280000E+001, 2.0566767E+001, 1.5420000E-002
 1.5000000E+001, 2.2208000E+001, 2.1255551E+001, 1.5420000E-002
 2.0000000E+001, 2.3040000E+001, 2.2031739E+001, 1.5420000E-002
 2.4000000E+001, 2.3760000E+001, 2.2677783E+001, 1.5420000E-002
 2.9000000E+001, 2.4480000E+001, 2.3314101E+001, 1.5420000E-002
 3.4000000E+001, 2.5280000E+001, 2.4022469E+001, 1.5420000E-002
 3.9000000E+001, 2.6208000E+001, 2.4768334E+001, 1.5420000E-002
 4.4000000E+001, 2.7040000E+001, 2.5571237E+001, 1.5420000E-002
 4.8000000E+001, 2.7760000E+001, 2.6236176E+001, 1.5420000E-002
 5.3000000E+001, 2.8480000E+001, 2.6891956E+001, 1.5420000E-002
 5.8000000E+001, 2.9280000E+001, 2.7623286E+001, 1.5420000E-002
 6.3000000E+001, 3.0208000E+001, 2.8394921E+001, 1.5420000E-002
 6.8000000E+001, 3.1040000E+001, 2.9225275E+001, 1.5420000E-002
 7.2000000E+001, 3.1760000E+001, 2.9914219E+001, 1.5420000E-002
 7.7000000E+001, 3.2480000E+001, 3.0593904E+001, 1.5420000E-002
 8.2000000E+001, 3.3280000E+001, 3.1349487E+001, 1.5420000E-002
 8.7000000E+001, 3.4208000E+001, 3.2141685E+001, 1.5420000E-002
 9.2000000E+001, 3.5040000E+001, 3.2986251E+001, 1.5420000E-002
 9.6000000E+001, 3.5760000E+001, 3.3682172E+001, 1.5420000E-002
 1.0100000E+002, 3.6480000E+001, 3.4367066E+001, 1.5420000E-002
 1.0600000E+002, 3.7280000E+001, 3.5128944E+001, 1.5420000E-002
 1.1100000E+002, 3.8208000E+001, 3.5931704E+001, 1.5420000E-002
 1.1600000E+002, 3.9040000E+001, 3.6791669E+001, 1.5420000E-002
 1.2000000E+002, 3.9760000E+001, 3.7504429E+001, 1.5420000E-002
 1.2500000E+002, 4.0480000E+001, 3.8208660E+001, 1.5420000E-002
 1.3000000E+002, 4.1280000E+001, 3.8989982E+001, 1.5420000E-002
 1.3500000E+002, 4.2208000E+001, 3.9806351E+001, 1.5420000E-002
 1.4000000E+002, 4.3040000E+001, 4.0670707E+001, 1.5420000E-002
 1.4400000E+002, 4.3760000E+001, 4.1380826E+001, 1.5420000E-002
 1.4900000E+002, 4.4480000E+001, 4.2081697E+001, 1.5420000E-002
 1.5400000E+002, 4.5280000E+001, 4.2863492E+001, 1.5420000E-002
 1.5900000E+002, 4.6208000E+001, 4.3689964E+001, 1.5420000E-002
 1.6400000E+002, 4.7040000E+001, 4.4572312E+001, 1.5420000E-002
 1.6900000E+002, 4.7840000E+001, 4.5379723E+001, 1.5420000E-002
 1.7300000E+002, 4.8560000E+001, 4.6094596E+001, 1.5420000E-002
 1.7800000E+002, 4.9280000E+001, 4.6804196E+001, 1.5420000E-002
 1.8300000E+002, 5.0208000E+001, 4.7628563E+001, 1.5420000E-002
 1.8800000E+002, 5.1040000E+001, 4.8503122E+001, 1.5420000E-002
 1.9300000E+002, 5.1840000E+001, 4.9304381E+001, 1.5420000E-002
 1.9700000E+002, 5.2560000E+001, 5.0022124E+001, 1.5420000E-002
 2.0200000E+002, 5.3280000E+001, 5.0743954E+001, 1.5420000E-002
 2.0700000E+002, 5.4208000E+001, 5.1587768E+001, 1.5420000E-002
 2.1200000E+002, 5.5040000E+001, 5.2477190E+001, 1.5420000E-002
 2.1700000E+002, 5.5840000E+001, 5.3282010E+001, 1.5420000E-002
 2.2100000E+002, 5.6560000E+001, 5.3994597E+001, 1.5420000E-002
 2.2600000E+002, 5.7280000E+001, 5.4707093E+001, 1.5420000E-002
 2.3100000E+002, 5.8208000E+001, 5.5553538E+001, 1.5420000E-002
 2.3600000E+002, 5.9040000E+001, 5.6465042E+001, 1.5420000E-002
 2.4100000E+002, 5.9840000E+001, 5.7283814E+001, 1.5420000E-002
 2.4500000E+002, 6.0560000E+001, 5.8011264E+001, 1.5420000E-002
 2.5000000E+002, 6.1280000E+001, 5.8734174E+001, 1.5420000E-002
 2.5500000E+002, 6.2208000E+001, 5.9573891E+001, 1.5420000E-002
 2.6000000E+002, 6.3040000E+001, 6.0471204E+001, 1.5420000E-002
 2.6500000E+002, 6.3840000E+001, 6.1338877E+001, 1.5420000E-002
 2.6900000E+002, 6.4560000E+001, 6.2114876E+001, 1.5420000E-002
 2.7400000E+002, 6.5280000E+001, 6.2873782E+001, 1.5420000E-002
 2.7900000E+002, 6.6208000E+001, 6.3728976E+001, 1.5420000E-002
 2.8400000E+002, 6.7040000E+001, 6.4626362E+001, 1.5420000E-002
 2.8900000E+002, 6.7840000E+001, 6.5436461E+001, 1.5420000E-002
 2.9300000E+002, 6.8560000E+001, 6.6154389E+001, 1.5420000E-002
 2.9800000E+002, 6.9280000E+001, 6.6870782E+001, 1.5420000E-002
 3.0300000E+002, 7.0208000E+001, 6.7713963E+001, 1.5420000E-002
 3.0800000E+002, 7.1040000E+001, 6.8608224E+001, 1.5420000E-002
 3.1300000E+002, 7.1840000E+001, 6.9425020E+001, 1.5420000E-002
 3.1700000E+002, 7.2560000E+001, 7.0154871E+001, 1.5420000E-002
 3.2200000E+002, 7.3280000E+001, 7.0881555E+001, 1.5420000E-002
 3.2700000E+002, 7.4208000E+001, 7.1729072E+001, 1.5420000E-002
 3.3200000E+002, 7.5040000E+001, 7.2617338E+001, 1.5420000E-002
 3.3700000E+002, 7.5840000E+001, 7.3423300E+001, 1.5420000E-002
 3.4100000E+002, 7.6560000E+001, 7.4146319E+001, 1.5420000E-002
 3.4600000E+002, 7.7280000E+001, 7.4873574E+001, 1.5420000E-002
 3.5100000E+002, 7.8208000E+001, 7.5731090E+001, 1.5420000E-002
 3.5600000E+002, 7.9040000E+001, 7.6631330E+001, 1.5420000E-002
 3.6100000E+002, 7.9840000E+001, 7.7443825E+001, 1.5420000E-002
 3.6500000E+002, 8.0560000E+001, 7.8165579E+001, 1.5420000E-002
 3.7000000E+002, 8.1280000E+001, 7.8885388E+001, 1.5420000E-002
 3.7500000E+002, 8.2208000E+001, 7.9734097E+001, 1.5420000E-002
 3.8000000E+002, 8.3040000E+001, 8.0629663E+001, 1.5420000E-002
 3.8500000E+002, 8.3840000E+001, 8.1446022E+001, 1.5420000E-002
 3.8900000E+002, 8.4560000E+001, 8.2177076E+001, 1.5420000E-002
 3.9400000E+002, 8.5280000E+001, 8.2905900E+001, 1.5420000E-002
 3.9900000E+002, 8.6208000E+001, 8.3759339E+001, 1.5420000E-002
 4.0400000E+002, 8.7040000E+001, 8.4650198E+001, 1.5420000E-002
 4.0900000E+002, 8.7840000E+001, 8.5457027E+001, 1.5420000E-002
 4.1300000E+002, 8.8560000E+001, 8.6181260E+001, 1.5420000E-002
 4.1800000E+002, 8.9280000E+001, 8.6908898E+001, 1.5420000E-002
 4.2300000E+002, 9.0208000E+001, 8.7768986E+001, 1.5420000E-002
 4.2800000E+002, 9.1040000E+001, 8.8669111E+001, 1.5420000E-002
 4.3300000E+002, 9.1840000E+001, 8.9482395E+001, 1.5420000E-002
 4.3700000E+002, 9.2560000E+001, 9.0206954E+001, 1.5420000E-002
 4.4200000E+002, 9.3280000E+001, 9.0929194E+001, 1.5420000E-002
 4.4700000E+002, 9.4208000E+001, 9.1781824E+001, 1.5420000E-002
 4.5200000E+002, 9.5040000E+001, 9.2676329E+001, 1.5420000E-002
 4.5700000E+002, 9.5840000E+001, 9.3490465E+001, 1.5420000E-002
 4.6100000E+002, 9.6560000E+001, 9.4221133E+001, 1.5420000E-002
 4.6600000E+002, 9.7280000E+001, 9.4950914E+001, 1.5420000E-002
 4.7100000E+002, 9.8208000E+001, 9.5809371E+001, 1.5420000E-002
 4.7600000E+002, 9.9040000E+001, 9.6702055E+001, 1.5420000E-002
 4.8100000E+002, 9.9840000E+001, 9.7509320E+001, 1.5420000E-002
 4.8500000E+002, 1.0056000E+002, 9.8233544E+001, 1.5420000E-002
 4.9000000E+002, 1.0128000E+002, 9.8960035E+001, 1.5420000E-002
 4.9500000E+002, 1.0220800E+002, 9.9821118E+001, 1.5420000E-002
 5.0000000E+002, 1.0304000E+002, 1.0071982E+002, 1.5420000E-002
 5.0500000E+002, 1.0384000E+002, 1.0153361E+002, 1.5420000E-002
 5.0900000E+002, 1.0456000E+002, 1.0226081E+002, 1.5420000E-002
 5.1400000E+002, 1.0528000E+002, 1.0298544E+002, 1.5420000E-002
 5.1900000E+002, 1.0620800E+002, 1.0384138E+002, 1.5420000E-002
 5.2400000E+002, 1.0704000E+002, 1.0473348E+002, 1.5420000E-002
 5.2900000E+002, 1.0784000E+002, 1.0555116E+002, 1.5420000E-002
 5.3300000E+002, 1.0856000E+002, 1.0628456E+002, 1.5420000E-002
 5.3800000E+002, 1.0928000E+002, 1.0701455E+002, 1.5420000E-002
 5.4300000E+002, 1.1020800E+002, 1.0787726E+002, 1.5420000E-002
 5.4800000E+002, 1.1104000E+002, 1.0877161E+002, 1.5420000E-002
 5.5300000E+002, 1.1184000E+002, 1.0957990E+002, 1.5420000E-002
 5.5700000E+002, 1.1256000E+002, 1.1030716E+002, 1.5420000E-002
 5.6200000E+002, 1.1328000E+002, 1.1105494E+002, 1.5420000E-002
 5.6700000E+002, 1.1420800E+002, 1.1193708E+002, 1.5420000E-002
 5.7200000E+002, 1.1504000E+002, 1.1284448E+002, 1.5420000E-002
 5.7700000E+002, 1.1584000E+002, 1.1365659E+002, 1.5420000E-002
 5.8100000E+002, 1.1656000E+002, 1.1438468E+002, 1.5420000E-002
 5.8600000E+002, 1.1728000E+002, 1.1511114E+002, 1.5420000E-002
 5.9100000E+002, 1.1820800E+002, 1.1597083E+002, 1.5420000E-002
 5.9600000E+002, 1.1904000E+002, 1.1686080E+002, 1.5420000E-002
 6.0000000E+002, 1.1976000E+002, 1.1758711E+002, 1.5420000E-002
 6.0500000E+002, 1.2048000E+002, 1.1831279E+002, 1.5420000E-002
 6.1000000E+002, 1.2128000E+002, 1.1912082E+002, 1.5420000E-002
 6.1500000E+002, 1.2220800E+002, 1.1998534E+002, 1.5420000E-002
 6.2000000E+002, 1.2304000E+002, 1.2087994E+002, 1.5420000E-002
 6.2400000E+002, 1.2376000E+002, 1.2160914E+002, 1.5420000E-002
 6.2900000E+002, 1.2448000E+002, 1.2233483E+002, 1.5420000E-002
 6.3400000E+002, 1.2528000E+002, 1.2313964E+002, 1.5420000E-002
 6.3900000E+002, 1.2620800E+002, 1.2400031E+002, 1.5420000E-002
 6.4400000E+002, 1.2704000E+002, 1.2489130E+002, 1.5420000E-002
 6.4800000E+002, 1.2776000E+002, 1.2562027E+002, 1.5420000E-002
 6.5300000E+002, 1.2848000E+002, 1.2634876E+002, 1.5420000E-002
 6.5800000E+002, 1.2928000E+002, 1.2715824E+002, 1.5420000E-002
 6.6300000E+002, 1.3020800E+002, 1.2802335E+002, 1.5420000E-002
 6.6800000E+002, 1.3104000E+002, 1.2891449E+002, 1.5420000E-002
 6.7200000E+002, 1.3176000E+002, 1.2964102E+002, 1.5420000E-002
 6.7700000E+002, 1.3248000E+002, 1.3036572E+002, 1.5420000E-002
 6.8200000E+002, 1.3328000E+002, 1.3117153E+002, 1.5420000E-002
 6.8700000E+002, 1.3420800E+002, 1.3203623E+002, 1.5420000E-002
 6.9200000E+002, 1.3504000E+002, 1.3292893E+002, 1.5420000E-002
 6.9600000E+002, 1.3576000E+002, 1.3365898E+002, 1.5420000E-002
 7.0100000E+002, 1.3648000E+002, 1.3438729E+002, 1.5420000E-002
 7.0600000E+002, 1.3728000E+002, 1.3519501E+002, 1.5420000E-002
 7.1100000E+002, 1.3820800E+002, 1.3605912E+002, 1.5420000E-002
 7.1600000E+002, 1.3904000E+002, 1.3694770E+002, 1.5420000E-002
 7.2000000E+002, 1.3976000E+002, 1.3767414E+002, 1.5420000E-002
 7.2500000E+002, 1.4048000E+002, 1.3840047E+002, 1.5420000E-002
 7.3000000E+002, 1.4128000E+002, 1.3920868E+002, 1.5420000E-002
 7.3500000E+002, 1.4220800E+002, 1.4007650E+002, 1.5420000E-002
 7.4000000E+002, 1.4304000E+002, 1.4096844E+002, 1.5420000E-002
 7.4400000E+002, 1.4376000E+002, 1.4169722E+002, 1.5420000E-002
 7.4900000E+002, 1.4448000E+002, 1.4242377E+002, 1.5420000E-002
 7.5400000E+002, 1.4528000E+002, 1.4322969E+002, 1.5420000E-002
 7.5900000E+002, 1.4620800E+002, 1.4409453E+002, 1.5420000E-002
 7.6400000E+002, 1.4704000E+002, 1.4498297E+002, 1.5420000E-002
 7.6800000E+002, 1.4776000E+002, 1.4571083E+002, 1.5420000E-002
 7.7300000E+002, 1.4848000E+002, 1.4643881E+002, 1.5420000E-002
 7.7800000E+002, 1.4928000E+002, 1.4724802E+002, 1.5420000E-002
 7.8300000E+002, 1.5020800E+002, 1.4811683E+002, 1.5420000E-002
 7.8800000E+002, 1.5104000E+002, 1.4900634E+002, 1.5420000E-002
 7.9200000E+002, 1.5176000E+002, 1.4973339E+002, 1.5420000E-002
 7.9700000E+002, 1.5248000E+002, 1.5045889E+002, 1.5420000E-002
 8.0200000E+002, 1.5328000E+002, 1.5126477E+002, 1.5419999E-002
 8.0700000E+002, 1.5420800E+002, 1.5213190E+002, 1.5419999E-002
 8.1200000E+002, 1.5504000E+002, 1.5302079E+002, 1.5419999E-002
 8.1600000E+002, 1.5576000E+002, 1.5374959E+002, 1.5419999E-002
 8.2100000E+002, 1.5648000E+002, 1.5448058E+002, 1.5419999E-002
 8.2600000E+002, 1.5728000E+002, 1.5529439E+002, 1.5419999E-002
 8.3100000E+002, 1.5820800E+002, 1.5616360E+002, 1.5419999E-002
 8.3600000E+002, 1.5904000E+002, 1.5705064E+002, 1.5419999E-002
 8.4000000E+002, 1.5976000E+002, 1.5777674E+002, 1.5419998E-002
 8.4500000E+002, 1.6048000E+002, 1.5850228E+002, 1.5419998E-002
 8.5000000E+002, 1.6128000E+002, 1.5932010E+002, 1.5419998E-002
 8.5500000E+002, 1.6220800E+002, 1.6020769E+002, 1.5419998E-002
 8.6000000E+002, 1.6304000E+002, 1.6111051E+002, 1.5419997E-002
 8.6400000E+002, 1.6376000E+002, 1.6183849E+002, 1.5419997E-002
 8.6900000E+002, 1.6448000E+002, 1.6256513E+002, 1.5419997E-002
 8.7400000E+002, 1.6528000E+002, 1.6337168E+002, 1.5419996E-002
 8.7900000E+002, 1.6620800E+002, 1.6423993E+002, 1.5419996E-002
 8.8400000E+002, 1.6704000E+002, 1.6512495E+002, 1.5419995E-002
 8.8800000E+002, 1.6776000E+002, 1.6585041E+002, 1.5419995E-002
 8.9300000E+002, 1.6848000E+002, 1.6657585E+002, 1.5419994E-002
 8.9800000E+002, 1.6928000E+002, 1.6738245E+002, 1.5419993E-002
 9.0300000E+002, 1.7020800E+002, 1.6825289E+002, 1.5419992E-002
 9.0800000E+002, 1.7104000E+002, 1.6913990E+002, 1.5419991E-002
 9.1200000E+002, 1.7176000E+002, 1.6986742E+002, 1.5419990E-002
 9.1700000E+002, 1.7248000E+002, 1.7059400E+002, 1.5419989E-002
 9.2200000E+002, 1.7328000E+002, 1.7140039E+002, 1.5419987E-002
 9.2700000E+002, 1.7420800E+002, 1.7226982E+002, 1.5419985E-002
 9.3200000E+002, 1.7504000E+002, 1.7315428E+002, 1.5419983E-002
 9.3600000E+002, 1.7576000E+002, 1.7388039E+002, 1.5419981E-002
 9.4100000E+002, 1.7648000E+002, 1.7460666E+002, 1.5419979E-002
 9.4600000E+002, 1.7728000E+002, 1.7541406E+002, 1.5419976E-002
 9.5100000E+002, 1.7820800E+002, 1.7628604E+002, 1.5419973E-002
 9.5600000E+002, 1.7904000E+002, 1.7717212E+002, 1.5419970E-002
 9.6000000E+002, 1.7976000E+002, 1.7789941E+002, 1.5419966E-002
 9.6500000E+002, 1.8048000E+002, 1.7862578E+002, 1.5419962E-002
 9.7000000E+002, 1.8128000E+002, 1.7943205E+002, 1.5419957E-002
 9.7500000E+002, 1.8220800E+002, 1.8030270E+002, 1.5419951E-002
 9.8000000E+002, 1.8304000E+002, 1.8118662E+002, 1.5419945E-002
 9.8400000E+002, 1.8376000E+002, 1.8191320E+002, 1.5419939E-002
 9.8900000E+002, 1.8448000E+002, 1.8263998E+002, 1.5419931E-002
 9.9400000E+002, 1.8528000E+002, 1.8344777E+002, 1.5419923E-002
 9.9900000E+002, 1.8620800E+002, 1.8432089E+002, 1.5419913E-002
 1.0040000E+003, 1.8704000E+002, 1.8520585E+002, 1.5419901E-002
 1.0080000E+003, 1.8776000E+002, 1.8593289E+002, 1.5419890E-002
 1.0130000E+003, 1.8848000E+002, 1.8665907E+002, 1.5419878E-002
 1.0180000E+003, 1.8928000E+002, 1.8746530E+002, 1.5419862E-002
 1.0230000E+003, 1.9020800E+002, 1.8833711E+002, 1.5419845E-002
 1.0280000E+003, 1.9104000E+002, 1.8922038E+002, 1.5419825E-002
 1.0320000E+003, 1.9176000E+002, 1.8994726E+002, 1.5419806E-002
 1.0370000E+003, 1.9248000E+002, 1.9067433E+002, 1.5419784E-002
