s,kg/m2,kW
Time,"null","null"
 0.0000000E+000, 3.8704000E+001, 0.0000000E+000
 2.5000000E+000, 3.8704000E+001, 0.0000000E+000
 5.1000000E+000, 3.8704000E+001, 0.0000000E+000
 7.6000000E+000, 3.8704000E+001, 0.0000000E+000
 1.0100000E+001, 3.8704000E+001, 0.0000000E+000
 1.2600000E+001, 3.8704000E+001, 0.0000000E+000
 1.5100000E+001, 3.8704000E+001, 0.0000000E+000
 1.7600000E+001, 3.8704000E+001, 0.0000000E+000
 2.0000000E+001, 3.8704000E+001, 0.0000000E+000
 2.2500000E+001, 3.8704000E+001, 0.0000000E+000
 2.5000000E+001, 3.8704000E+001, 0.0000000E+000
 2.7500000E+001, 3.8704000E+001, 0.0000000E+000
 3.0000000E+001, 3.8704000E+001, 0.0000000E+000
 3.2500000E+001, 3.8704000E+001, 1.6006066E-010
 3.5000000E+001, 3.8704000E+001, 8.5741280E-010
 3.7500000E+001, 3.8704000E+001, 5.6151102E-009
 4.0000000E+001, 3.8704000E+001, 1.3349579E-008
 4.2500000E+001, 3.8704000E+001, 2.9333689E-008
 4.5000000E+001, 3.8704000E+001, 6.2265301E-008
 4.7500000E+001, 3.8704000E+001, 1.2322249E-007
 5.0000000E+001, 3.8704000E+001, 2.3223658E-007
 5.2500000E+001, 3.8704000E+001, 4.2369424E-007
 5.5000000E+001, 3.8704000E+001, 7.4482278E-007
 5.7500000E+001, 3.8704000E+001, 1.2744792E-006
 6.0000000E+001, 3.8704000E+001, 2.1185777E-006
 6.2500000E+001, 3.8704000E+001, 3.4341411E-006
 6.5000000E+001, 3.8704000E+001, 5.4254817E-006
 6.7500000E+001, 3.8703999E+001, 8.4077428E-006
 7.0000000E+001, 3.8703999E+001, 1.2770148E-005
 7.2540370E+001, 3.8703998E+001, 1.9252642E-005
 7.5086059E+001, 3.8703997E+001, 2.8196377E-005
 7.7586059E+001, 3.8703996E+001, 4.0940490E-005
 8.0064423E+001, 3.8703994E+001, 5.8308819E-005
 8.2551705E+001, 3.8703991E+001, 8.1336477E-005
 8.5051705E+001, 3.8703988E+001, 1.1270320E-004
 8.7551705E+001, 3.8703983E+001, 1.5465904E-004
 9.0051705E+001, 3.8703976E+001, 2.0926283E-004
 9.2551705E+001, 3.8703967E+001, 2.8033740E-004
 9.5051705E+001, 3.8703954E+001, 3.7111876E-004
 9.7532557E+001, 3.8703938E+001, 4.8624237E-004
 1.0003256E+002, 3.8703917E+001, 6.2984931E-004
 1.0250631E+002, 3.8703889E+001, 8.1444222E-004
 1.0503181E+002, 3.8703855E+001, 1.0363972E-003
 1.0753181E+002, 3.8703810E+001, 1.3214026E-003
 1.1003181E+002, 3.8703754E+001, 1.6644060E-003
 1.1253181E+002, 3.8703685E+001, 2.0845594E-003
 1.1504512E+002, 3.8703598E+001, 2.5860710E-003
 1.1754512E+002, 3.8703491E+001, 3.1902267E-003
 1.2004512E+002, 3.8703360E+001, 3.8995314E-003
 1.2254207E+002, 3.8703199E+001, 4.7581464E-003
 1.2507343E+002, 3.8703005E+001, 5.7661241E-003
 1.2751652E+002, 3.8702772E+001, 6.8652896E-003
 1.3001930E+002, 3.8702500E+001, 8.2260675E-003
 1.3256737E+002, 3.8702168E+001, 9.8466600E-003
 1.3506495E+002, 3.8701775E+001, 1.1698942E-002
 1.3753883E+002, 3.8701321E+001, 1.3773798E-002
 1.4008316E+002, 3.8700787E+001, 1.6142420E-002
 1.4258738E+002, 3.8700172E+001, 1.8958163E-002
 1.4501165E+002, 3.8699472E+001, 2.2179935E-002
 1.4755038E+002, 3.8698637E+001, 2.5495400E-002
 1.5002306E+002, 3.8697667E+001, 2.9499969E-002
 1.5258086E+002, 3.8696569E+001, 3.3828389E-002
 1.5500013E+002, 3.8695353E+001, 3.8898792E-002
 1.5751124E+002, 3.8693991E+001, 4.4532578E-002
 1.6004266E+002, 3.8692404E+001, 5.0294466E-002
 1.6251544E+002, 3.8690635E+001, 5.7367128E-002
 1.6504080E+002, 3.8688639E+001, 6.4822446E-002
 1.6756216E+002, 3.8686405E+001, 7.2656498E-002
 1.7006357E+002, 3.8683943E+001, 8.0656491E-002
 1.7251981E+002, 3.8681411E+001, 8.9655451E-002
 1.7506502E+002, 3.8678627E+001, 9.8960943E-002
 1.7750176E+002, 3.8675588E+001, 1.0889144E-001
 1.8003131E+002, 3.8672444E+001, 1.1931127E-001
 1.8256039E+002, 3.8668930E+001, 1.3118999E-001
 1.8501586E+002, 3.8665344E+001, 1.4329161E-001
 1.8751293E+002, 3.8661545E+001, 1.5726407E-001
 1.9004160E+002, 3.8657418E+001, 1.6781092E-001
