s,m/s,m/s,kg/m/s,kg/m3
Time,null,null,null,null
 0.000E+00,-1.220E-19,-1.902E-03, 6.754E-05, 1.195E+00
 3.014E+01, 1.258E-03,-1.159E-03, 4.623E-05, 1.195E+00
 6.007E+01, 3.701E-03, 1.569E-03, 3.282E-05, 1.195E+00
 9.001E+01, 6.072E-03, 4.047E-03, 3.465E-05, 1.195E+00
 1.201E+02, 8.399E-03, 6.293E-03, 4.489E-05, 1.195E+00
 1.501E+02, 1.072E-02, 1.041E-02, 3.042E-05, 1.195E+00
 1.800E+02, 1.308E-02, 1.291E-02, 2.518E-05, 1.195E+00
 2.102E+02, 1.540E-02, 1.649E-02, 2.606E-05, 1.195E+00
 2.401E+02, 1.765E-02, 1.882E-02, 2.395E-05, 1.195E+00
 2.700E+02, 1.981E-02, 2.171E-02, 2.307E-05, 1.195E+00
 3.002E+02, 2.192E-02, 2.418E-02, 2.120E-05, 1.195E+00
 3.301E+02, 2.396E-02, 2.689E-02, 2.412E-05, 1.195E+00
 3.600E+02, 2.595E-02, 2.839E-02, 2.162E-05, 1.195E+00
 3.902E+02, 2.788E-02, 3.090E-02, 2.118E-05, 1.195E+00
 4.201E+02, 2.976E-02, 3.396E-02, 2.138E-05, 1.195E+00
 4.501E+02, 3.159E-02, 3.634E-02, 2.014E-05, 1.195E+00
 4.802E+02, 3.337E-02, 3.868E-02, 2.046E-05, 1.195E+00
 5.101E+02, 3.510E-02, 4.150E-02, 2.131E-05, 1.195E+00
 5.401E+02, 3.678E-02, 4.386E-02, 2.088E-05, 1.195E+00
 5.700E+02, 3.842E-02, 4.620E-02, 2.055E-05, 1.195E+00
 6.001E+02, 4.001E-02, 4.851E-02, 2.065E-05, 1.195E+00
 6.301E+02, 4.157E-02, 5.120E-02, 2.218E-05, 1.195E+00
 6.600E+02, 4.307E-02, 5.366E-02, 2.243E-05, 1.195E+00
 6.902E+02, 4.454E-02, 5.615E-02, 2.339E-05, 1.195E+00
 7.201E+02, 4.596E-02, 5.838E-02, 2.365E-05, 1.195E+00
 7.500E+02, 4.733E-02, 6.082E-02, 2.505E-05, 1.195E+00
 7.802E+02, 4.867E-02, 6.328E-02, 2.633E-05, 1.195E+00
 8.101E+02, 4.995E-02, 6.561E-02, 2.792E-05, 1.195E+00
 8.400E+02, 5.119E-02, 6.774E-02, 2.842E-05, 1.195E+00
 8.702E+02, 5.238E-02, 7.007E-02, 3.021E-05, 1.195E+00
 9.001E+02, 5.352E-02, 7.230E-02, 3.269E-05, 1.195E+00
 9.300E+02, 5.462E-02, 7.440E-02, 3.422E-05, 1.195E+00
 9.602E+02, 5.568E-02, 7.614E-02, 3.490E-05, 1.195E+00
 9.901E+02, 5.670E-02, 7.844E-02, 3.756E-05, 1.195E+00
 1.020E+03, 5.767E-02, 8.082E-02, 3.912E-05, 1.195E+00
