s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-1.902E-03, 6.754E-05, 1.195E+00
 3.014E+01, 1.257E-03,-1.160E-03, 4.623E-05, 1.195E+00
 6.007E+01, 3.700E-03, 1.568E-03, 3.282E-05, 1.195E+00
 9.001E+01, 6.069E-03, 4.045E-03, 3.465E-05, 1.195E+00
 1.201E+02, 8.384E-03, 6.287E-03, 4.491E-05, 1.195E+00
 1.501E+02, 1.064E-02, 1.040E-02, 3.047E-05, 1.195E+00
 1.800E+02, 1.284E-02, 1.291E-02, 2.518E-05, 1.195E+00
 2.102E+02, 1.499E-02, 1.648E-02, 2.608E-05, 1.195E+00
 2.401E+02, 1.710E-02, 1.882E-02, 2.402E-05, 1.195E+00
 2.700E+02, 1.915E-02, 2.169E-02, 2.311E-05, 1.195E+00
 3.002E+02, 2.117E-02, 2.416E-02, 2.123E-05, 1.195E+00
 3.301E+02, 2.314E-02, 2.696E-02, 2.417E-05, 1.195E+00
 3.600E+02, 2.507E-02, 2.836E-02, 2.151E-05, 1.195E+00
 3.902E+02, 2.697E-02, 3.091E-02, 2.109E-05, 1.195E+00
 4.201E+02, 2.883E-02, 3.393E-02, 2.170E-05, 1.195E+00
 4.501E+02, 3.065E-02, 3.634E-02, 2.037E-05, 1.195E+00
 4.802E+02, 3.244E-02, 3.864E-02, 2.049E-05, 1.195E+00
 5.101E+02, 3.420E-02, 4.147E-02, 2.163E-05, 1.195E+00
 5.401E+02, 3.592E-02, 4.380E-02, 2.129E-05, 1.195E+00
 5.700E+02, 3.760E-02, 4.612E-02, 2.123E-05, 1.195E+00
 6.001E+02, 3.926E-02, 4.846E-02, 2.112E-05, 1.195E+00
 6.301E+02, 4.087E-02, 5.107E-02, 2.288E-05, 1.195E+00
 6.600E+02, 4.241E-02, 5.355E-02, 2.325E-05, 1.195E+00
 6.902E+02, 4.390E-02, 5.603E-02, 2.421E-05, 1.195E+00
 7.201E+02, 4.534E-02, 5.826E-02, 2.452E-05, 1.195E+00
 7.500E+02, 4.674E-02, 6.073E-02, 2.613E-05, 1.195E+00
 7.802E+02, 4.809E-02, 6.296E-02, 2.767E-05, 1.195E+00
 8.101E+02, 4.939E-02, 6.525E-02, 2.914E-05, 1.195E+00
 8.400E+02, 5.063E-02, 6.753E-02, 2.946E-05, 1.195E+00
 8.702E+02, 5.184E-02, 6.981E-02, 3.143E-05, 1.195E+00
 9.001E+02, 5.300E-02, 7.211E-02, 3.389E-05, 1.195E+00
 9.300E+02, 5.412E-02, 7.382E-02, 3.531E-05, 1.195E+00
