s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-3.470E-05,-5.504E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-3.476E-05, 0.000E+00, 0.000E+00
 1.001E+01, 5.305E-01, 3.631E-02, 1.384E-02, 1.460E-01, 8.845E-04, 0.000E+00, 0.000E+00, 7.163E-01, 7.275E-01, 1.853E-05, 1.853E-05
 2.009E+01, 1.772E+00, 3.694E-02, 3.673E-02, 9.928E-02, 2.679E-03, 0.000E+00, 0.000E+00, 1.928E+00, 1.947E+00, 5.505E-05, 5.505E-05
 3.006E+01, 3.143E+00, 1.900E-02, 5.914E-02,-8.084E-02, 4.450E-03, 0.000E+00, 0.000E+00, 3.125E+00, 3.145E+00, 9.151E-05, 9.151E-05
 4.001E+01, 4.616E+00,-8.275E-03, 8.506E-02,-2.800E-01, 6.206E-03, 0.000E+00, 0.000E+00, 4.416E+00, 4.419E+00, 1.278E-04, 1.278E-04
 5.005E+01, 6.064E+00,-4.708E-02, 1.075E-01,-4.442E-01, 7.964E-03, 0.000E+00, 0.000E+00, 5.672E+00, 5.688E+00, 1.641E-04, 1.641E-04
 6.002E+01, 7.481E+00,-9.865E-02, 9.789E-02,-6.550E-01, 9.713E-03, 0.000E+00, 0.000E+00, 6.819E+00, 6.835E+00, 2.006E-04, 2.006E-04
 7.001E+01, 9.016E+00,-1.630E-01,-1.234E-01,-8.831E-01, 1.144E-02, 0.000E+00, 0.000E+00, 7.853E+00, 7.858E+00, 2.369E-04, 2.369E-04
 8.006E+01, 1.059E+01,-2.446E-01,-2.956E-01,-1.120E+00, 1.316E-02, 0.000E+00, 0.000E+00, 8.926E+00, 8.939E+00, 2.734E-04, 2.734E-04
 9.003E+01, 1.215E+01,-3.377E-01,-6.300E-01,-1.328E+00, 1.489E-02, 0.000E+00, 0.000E+00, 9.858E+00, 9.869E+00, 3.098E-04, 3.098E-04
 1.000E+02, 1.378E+01,-4.503E-01,-1.086E+00,-1.668E+00, 1.661E-02, 0.000E+00, 0.000E+00, 1.057E+01, 1.059E+01, 3.462E-04, 3.462E-04
 1.100E+02, 1.551E+01,-5.666E-01,-1.569E+00,-1.846E+00, 1.832E-02, 0.000E+00, 0.000E+00, 1.153E+01, 1.155E+01, 3.826E-04, 3.826E-04
 1.200E+02, 1.687E+01,-6.878E-01,-2.302E+00,-2.214E+00, 2.005E-02, 0.000E+00, 0.000E+00, 1.167E+01, 1.169E+01, 4.190E-04, 4.190E-04
