s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
Time,"DADM_L2_MOY","DEXT_L2_MOY","R2_in","R2_out","TG_L2_NE_005","TG_L2_NE_030","TG_L2_NE_055","TG_L2_NE_080","TG_L2_NE_105","TG_L2_NE_130","TG_L2_NE_155","TG_L2_NE_180","TG_L2_NE_205","TG_L2_NE_230","TG_L2_NE_255","TG_L2_NE_280","TG_L2_NE_305","TG_L2_NE_330","TG_L2_NE_355","TG_L2_NE_380","TG_L2_NE_385","TG_L2_NE_390","TP_L2_N030","TP_L2_N155","TP_L2_N260","TP_L2_N355","TP_L2_WC260","TP_L2_NC265","TP_L2_EC260","TP_L2_SC260","TP_L2_P","TP_L2_SOL","FLT_L2_N030","FLT_L2_N155","FLT_L2_N260","FLT_L2_N355","FLR_L2_N030","FLR_L2_N155","FLR_L2_N260","FLR_L2_N355","FLT_L2_WC260","FLT_L2_NC260","FLT_L2_EC260","FLT_L2_SC260","FLR_L2_P","FLT_L2_PM","FLT_L2_SOL","CO2L2_HAUT","COL2_HAUT","O2L2_HAUT","CO2FP","COFP","O2FP","CO2L2_BAS","COL2_BAS","O2L2_BAS","PLOCAL2_MOY"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001,-1.2181845E-002,-1.2121734E-002,-1.2094342E-002,-1.2075326E-002,-1.2181845E-002,-1.2121734E-002,-1.2094342E-002,-1.2075326E-002,-1.2077930E-002,-1.2066421E-002,-1.2076614E-002,-1.2083288E-002,-1.2103669E-002,-1.2103669E-002,-1.2112977E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 0.0000000E+000
 1.0006244E+001, 1.5681897E-001, 1.5365292E-001, 1.8087817E-001, 1.7715168E-001, 3.0020248E+001, 3.0020788E+001, 3.0023127E+001, 3.0024362E+001, 3.0025563E+001, 3.0026749E+001, 3.0026988E+001, 3.0026813E+001, 3.0026864E+001, 3.0026458E+001, 3.0026081E+001, 3.0025466E+001, 3.0025225E+001, 3.0024561E+001, 3.0024337E+001, 3.0024017E+001, 3.0024017E+001, 3.0024665E+001, 3.0000282E+001, 3.0002775E+001, 3.0002921E+001, 3.0002197E+001, 3.0004284E+001, 3.0000256E+001, 3.0004296E+001, 3.0002955E+001, 3.0107282E+001, 3.0000598E+001,-1.2814284E-002,-1.0417703E-002,-1.0275181E-002,-1.0963833E-002,-1.1717007E-002,-9.3217091E-003,-9.1793374E-003,-9.8676684E-003,-8.9234044E-003,-1.2846929E-002,-8.9180738E-003,-1.0237096E-002,-6.3059686E-003,-7.5859069E-003,-1.2413713E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 2.3842298E+001
 2.0003703E+001, 1.6147532E-001, 1.6050224E-001, 1.8626253E-001, 1.8503325E-001, 3.0027365E+001, 3.0029660E+001, 3.0037837E+001, 3.0042888E+001, 3.0046597E+001, 3.0051251E+001, 3.0051862E+001, 3.0051320E+001, 3.0051932E+001, 3.0050487E+001, 3.0048937E+001, 3.0047502E+001, 3.0046353E+001, 3.0044337E+001, 3.0043292E+001, 3.0163554E+001, 3.0163554E+001, 3.0254184E+001, 3.0000827E+001, 3.0006263E+001, 3.0006625E+001, 3.0005118E+001, 3.0009750E+001, 3.0000707E+001, 3.0009763E+001, 3.0006778E+001, 3.0248324E+001, 3.0001770E+001,-1.2633159E-002,-9.8026925E-003,-9.5980958E-003,-1.0358059E-002,-1.1531029E-002,-8.7055219E-003,-8.5015804E-003,-9.2603511E-003,-7.8952163E-003,-1.2711011E-002,-7.8880589E-003,-9.4942961E-003,-5.0199310E-003,-6.9782795E-003,-1.1999578E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.1824707E+001
 3.0008093E+001, 1.6159888E-001, 1.6049976E-001, 1.8640479E-001, 1.8497781E-001, 3.0027998E+001, 3.0032291E+001, 3.0044629E+001, 3.0053455E+001, 3.0059065E+001, 3.0068259E+001, 3.0068967E+001, 3.0069357E+001, 3.0069055E+001, 3.0066537E+001, 3.0064496E+001, 3.0061982E+001, 3.0060086E+001, 3.0057040E+001, 3.0055432E+001, 3.0620644E+001, 3.0620644E+001, 3.1225635E+001, 3.0001262E+001, 3.0008508E+001, 3.0009069E+001, 3.0007439E+001, 3.0013364E+001, 3.0001089E+001, 3.0013444E+001, 3.0009323E+001, 3.0356823E+001, 3.0002736E+001,-1.2546882E-002,-9.6632515E-003,-9.4009881E-003,-1.0644602E-002,-1.1444782E-002,-8.5702789E-003,-8.3092532E-003,-8.9519454E-003,-7.6201482E-003,-1.2616966E-002,-7.7430364E-003,-9.2839573E-003,-4.7582549E-003,-6.4695607E-003,-1.1797468E-002, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.8406673E-004, 0.0000000E+000, 2.0629917E-001, 3.1557937E+001
 4.0003342E+001, 1.2410325E-001, 1.6739460E-001, 1.4320612E-001, 1.9245246E-001, 3.0145195E+001, 3.0172366E+001, 3.0185539E+001, 3.0207063E+001, 3.0204314E+001, 3.0208750E+001, 3.0207761E+001, 3.0201566E+001, 3.0195222E+001, 3.0186286E+001, 3.0180656E+001, 3.0172592E+001, 3.0167816E+001, 3.0160829E+001, 3.0157660E+001, 3.3128760E+001, 3.3128760E+001, 3.6810289E+001, 3.0037921E+001, 3.0042638E+001, 3.0039186E+001, 3.0039445E+001, 3.0040494E+001, 3.0004538E+001, 3.0044035E+001, 3.0029243E+001, 3.1856812E+001, 3.0093705E+001, 2.3229914E-002, 2.2257196E-002, 1.8060584E-002, 1.5843316E-002, 2.4334298E-002, 2.3415909E-002, 1.7647647E-002, 1.0514807E-002, 1.4055110E-002,-9.5118108E-003, 1.8151094E-002, 8.3660207E-003, 2.3683526E-002, 8.1850038E-002, 7.7086777E-002, 3.8406673E-004, 3.1558821E-015, 2.0629917E-001, 3.8922425E-004, 1.6015451E-008, 2.0629053E-001, 3.8406673E-004, 3.0325925E-049, 2.0629917E-001, 1.0285281E+002
 5.0008443E+001, 7.4605684E-002, 1.7486872E-001, 8.6120248E-002, 1.9797926E-001, 3.0436211E+001, 3.0466539E+001, 3.0489167E+001, 3.0539724E+001, 3.0518096E+001, 3.0516627E+001, 3.0503355E+001, 3.0478072E+001, 3.0455894E+001, 3.0439251E+001, 3.1073125E+001, 3.2409707E+001, 3.2740233E+001, 3.3713375E+001, 3.4379322E+001, 3.9426300E+001, 3.9426300E+001, 4.7119609E+001, 3.0127499E+001, 3.0124973E+001, 3.0141234E+001, 3.0180196E+001, 3.0122026E+001, 3.0019284E+001, 3.0135954E+001, 3.0078381E+001, 3.5664411E+001, 3.0323524E+001, 7.4396409E-002, 6.8495807E-002, 7.7490721E-002, 9.2643903E-002, 7.5665013E-002, 6.9861131E-002, 5.9909339E-002, 4.6300031E-002, 6.1332233E-002,-1.0791334E-003, 6.7565109E-002, 3.6618286E-002, 6.4035191E-002, 2.2564526E-001, 2.1043185E-001, 4.7313861E-004, 2.7659033E-007, 2.0615016E-001, 3.9453512E-004, 3.2507132E-008, 2.0628162E-001, 3.8406673E-004, 7.8484010E-029, 2.0629917E-001, 1.6888899E+002
 6.0009969E+001, 7.1930139E-003, 1.8159522E-001, 8.3152018E-003, 1.9918356E-001, 3.0859398E+001, 3.0997395E+001, 3.1079324E+001, 3.1107013E+001, 3.1129642E+001, 3.1183658E+001, 3.1212302E+001, 3.1343230E+001, 3.1572278E+001, 3.1960498E+001, 3.2306906E+001, 3.3378949E+001, 3.6135700E+001, 4.2855504E+001, 4.3881659E+001, 5.1778968E+001, 5.1778968E+001, 6.2203278E+001, 3.0281903E+001, 3.0264952E+001, 3.0351852E+001, 3.0429132E+001, 3.0324988E+001, 3.0057014E+001, 3.0304611E+001, 3.0202174E+001, 4.1539859E+001, 3.0718922E+001, 1.4873426E-001, 1.3570823E-001, 1.7389431E-001, 2.0175809E-001, 1.4997587E-001, 1.3696199E-001, 1.2264720E-001, 1.0182875E-001, 1.7416948E-001, 1.9180653E-002, 1.5791646E-001, 9.6834913E-002, 1.3735706E-001, 4.5846897E-001, 4.0250488E-001, 1.1341140E-003, 2.3290830E-006, 2.0504441E-001, 3.9859050E-004, 4.5100259E-008, 2.0627481E-001, 3.8406673E-004, 3.8948915E-021, 2.0629917E-001, 2.0997920E+002
 7.0001315E+001,-5.1942545E-002, 1.8711979E-001,-5.9670361E-002, 1.9828153E-001, 3.1228701E+001, 3.1506400E+001, 3.1655786E+001, 3.1881858E+001, 3.2059327E+001, 3.2373257E+001, 3.2645041E+001, 3.4352441E+001, 3.6286853E+001, 3.8809142E+001, 4.1040501E+001, 4.2879746E+001, 4.6159569E+001, 5.3476208E+001, 5.5544776E+001, 6.6017004E+001, 6.6017004E+001, 7.5816169E+001, 3.0481040E+001, 3.0461705E+001, 3.0707861E+001, 3.0839090E+001, 3.0615221E+001, 3.0198083E+001, 3.0603614E+001, 3.0415052E+001, 4.8863420E+001, 3.1247389E+001, 2.2193459E-001, 2.1546231E-001, 3.2580912E-001, 3.6689645E-001, 2.2289172E-001, 2.1496867E-001, 2.0043565E-001, 1.7378588E-001, 2.8551709E-001, 9.9207029E-002, 2.8175348E-001, 2.0618574E-001, 2.2041138E-001, 6.9564404E-001, 6.0548720E-001, 2.0648201E-003, 5.2191570E-006, 2.0348742E-001, 4.0346668E-004, 6.0242192E-008, 2.0626662E-001, 3.8406674E-004, 1.1519726E-014, 2.0629917E-001, 2.3366798E+002
 8.0001660E+001,-1.0017734E-001, 1.9559013E-001,-1.1417760E-001, 1.9907841E-001, 3.2199648E+001, 3.3245531E+001, 3.3667332E+001, 3.4178058E+001, 3.4538398E+001, 3.5557041E+001, 3.6906278E+001, 3.9415027E+001, 4.2186279E+001, 4.7808273E+001, 5.2810375E+001, 5.5723849E+001, 6.1956687E+001, 6.7331905E+001, 6.8157780E+001, 8.0086118E+001, 8.0086118E+001, 9.2146960E+001, 3.0716736E+001, 3.0714999E+001, 3.1129776E+001, 3.1364961E+001, 3.1116831E+001, 3.0419679E+001, 3.1088648E+001, 3.0765695E+001, 5.6478839E+001, 3.1830865E+001, 2.9582548E-001, 3.0584977E-001, 4.6098876E-001, 5.3345965E-001, 2.9274449E-001, 2.9597852E-001, 2.8692646E-001, 2.5636456E-001, 4.9864185E-001, 1.7414022E-001, 4.7779896E-001, 3.5425498E-001, 3.2971524E-001, 9.2237257E-001, 7.7127061E-001, 3.1150394E-003, 8.4803488E-006, 2.0173050E-001, 4.0787787E-004, 7.3940216E-008, 2.0625921E-001, 3.8418308E-004, 3.6129992E-010, 2.0629897E-001, 2.8237291E+002
