s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 4.9577809E-001, 0.0000000E+000
 1.0001437E-001, 4.9577809E-001, 0.0000000E+000
 2.0002198E-001, 4.9577809E-001, 1.1270336E-006
 3.0002960E-001, 4.9577808E-001, 1.1866315E-006
 4.0003722E-001, 4.9577808E-001, 1.3339493E-006
 5.0004483E-001, 4.9577808E-001, 1.3151047E-006
 6.0005245E-001, 4.9577809E-001, 1.5862821E-006
 7.0006006E-001, 4.9577809E-001, 1.8702882E-006
 8.0006768E-001, 4.9577809E-001, 1.7721419E-006
 9.0007529E-001, 4.9577809E-001, 1.6661114E-006
 1.0000829E+000, 4.9577809E-001, 1.8942555E-006
 1.1000905E+000, 4.9577809E-001, 2.1257093E-006
 1.2000981E+000, 4.9577809E-001, 2.0048255E-006
 1.3001058E+000, 4.9577809E-001, 2.1586556E-006
 1.4000001E+000, 4.9577809E-001, 2.3094199E-006
 1.5000077E+000, 4.9577809E-001, 2.2551191E-006
 1.6000153E+000, 4.9577809E-001, 2.0642138E-006
 1.7000230E+000, 4.9577809E-001, 2.4046868E-006
 1.8000306E+000, 4.9577809E-001, 2.3610505E-006
 1.9000382E+000, 4.9577809E-001, 2.3913959E-006
 2.0000458E+000, 4.9577809E-001, 2.2565648E-006
 2.1000534E+000, 4.9577809E-001, 2.5217199E-006
 2.2000610E+000, 4.9577809E-001, 2.1428672E-006
 2.3000687E+000, 4.9578072E-001, 2.5101307E-006
 2.4000763E+000, 4.9583935E-001, 2.3898718E-006
 2.5000839E+000, 4.9598104E-001, 2.5485811E-006
 2.6000915E+000, 4.9615460E-001, 2.2749564E-006
 2.7000991E+000, 4.9634597E-001, 2.4407326E-006
 2.8001067E+000, 4.9654786E-001, 2.3928836E-006
 2.9000011E+000, 4.9675459E-001, 2.3689478E-006
 3.0000087E+000, 4.9696329E-001, 2.4032268E-006
 3.1000163E+000, 4.9717273E-001, 2.4624519E-006
 3.2000239E+000, 4.9738233E-001, 2.3805420E-006
 3.3000316E+000, 4.9759194E-001, 2.2183083E-006
 3.4000392E+000, 4.9780114E-001, 2.5456121E-006
 3.5000468E+000, 4.9801038E-001, 2.4617776E-006
 3.6000544E+000, 4.9821963E-001, 2.4587726E-006
 3.7000620E+000, 4.9842902E-001, 2.1941816E-006
 3.8000696E+000, 4.9863811E-001, 2.3044900E-006
 3.9000772E+000, 4.9884733E-001, 2.4485753E-006
 4.0000849E+000, 4.9905647E-001, 2.3160263E-006
 4.1000925E+000, 4.9926545E-001, 2.3975251E-006
 4.2001001E+000, 4.9947432E-001, 2.5006597E-006
 4.3001077E+000, 4.9968359E-001, 2.2998350E-006
 4.4000021E+000, 4.9989277E-001, 2.4011120E-006
 4.5000097E+000, 5.0010174E-001, 2.4999192E-006
 4.6000173E+000, 5.0031090E-001, 2.5273101E-006
 4.7000249E+000, 5.0052024E-001, 2.4587054E-006
 4.8000325E+000, 5.0072946E-001, 2.4634893E-006
 4.9000401E+000, 5.0093868E-001, 2.5800792E-006
 5.0000478E+000, 5.0114798E-001, 2.4023274E-006
 5.1000554E+000, 5.0135728E-001, 2.5189122E-006
 5.2000630E+000, 5.0156651E-001, 2.5678449E-006
 5.3000706E+000, 5.0177615E-001, 2.2433975E-006
 5.4000782E+000, 5.0198563E-001, 2.4042909E-006
 5.5000858E+000, 5.0219508E-001, 2.4474540E-006
 5.6000934E+000, 5.0240465E-001, 2.5352894E-006
 5.7001011E+000, 5.0261423E-001, 2.5188039E-006
 5.8001087E+000, 5.0282364E-001, 2.6374067E-006
 5.9000030E+000, 5.0303328E-001, 2.3296306E-006
 6.0000107E+000, 5.0324289E-001, 2.5136971E-006
 6.1000183E+000, 5.0345259E-001, 2.5751150E-006
 6.2000259E+000, 5.0366237E-001, 2.4518740E-006
 6.3000335E+000, 5.0387190E-001, 2.6698232E-006
 6.4000411E+000, 5.0408171E-001, 2.3758794E-006
 6.5000487E+000, 5.0429138E-001, 2.5811713E-006
 6.6000563E+000, 5.0450139E-001, 2.3309859E-006
 6.7000640E+000, 5.0471127E-001, 2.6142180E-006
 6.8000716E+000, 5.0492107E-001, 2.5805961E-006
 6.9000792E+000, 5.0513105E-001, 2.6091269E-006
 7.0000868E+000, 5.0534124E-001, 2.4067109E-006
 7.1000944E+000, 5.0555147E-001, 2.4829288E-006
 7.2001020E+000, 5.0576158E-001, 2.4671825E-006
 7.3001097E+000, 5.0597171E-001, 2.5120934E-006
 7.4000040E+000, 5.0618169E-001, 2.5198127E-006
 7.5000116E+000, 5.0639176E-001, 2.6192270E-006
 7.6000192E+000, 5.0660194E-001, 2.5678189E-006
 7.7000269E+000, 5.0681223E-001, 2.4325271E-006
 7.8000345E+000, 5.0702262E-001, 2.4965830E-006
 7.9000421E+000, 5.0723303E-001, 2.5113085E-006
 8.0000497E+000, 5.0744342E-001, 2.5890954E-006
 8.1000573E+000, 5.0765381E-001, 2.5356011E-006
 8.2000649E+000, 5.0786429E-001, 2.3760156E-006
 8.3000726E+000, 5.0807477E-001, 2.5687270E-006
 8.4000802E+000, 5.0828527E-001, 2.6029793E-006
 8.5000878E+000, 5.0849582E-001, 2.5352143E-006
 8.6000954E+000, 5.0870642E-001, 2.4455649E-006
 8.7001030E+000, 5.0891705E-001, 2.5621818E-006
 8.8001106E+000, 5.0912767E-001, 2.6373958E-006
 8.9000050E+000, 5.0933821E-001, 2.5870139E-006
 9.0000126E+000, 5.0954878E-001, 2.5195907E-006
 9.1000202E+000, 5.0975963E-001, 2.5980666E-006
 9.2000278E+000, 5.0997053E-001, 2.6287054E-006
 9.3000354E+000, 5.1018145E-001, 2.4779386E-006
 9.4000431E+000, 5.1039225E-001, 2.6030945E-006
 9.5000507E+000, 5.1060318E-001, 2.5757275E-006
 9.6000583E+000, 5.1081423E-001, 2.5667389E-006
 9.7000659E+000, 5.1102531E-001, 2.5103575E-006
 9.8000735E+000, 5.1123633E-001, 2.4720851E-006
 9.9000811E+000, 5.1144729E-001, 2.6776925E-006
 1.0000089E+001, 5.1165834E-001, 2.5688099E-006
 1.0100096E+001, 5.1186957E-001, 2.5427466E-006
 1.0200104E+001, 5.1208062E-001, 2.7406628E-006
 1.0300112E+001, 5.1229179E-001, 2.4687575E-006
 1.0400006E+001, 5.1250307E-001, 2.5200411E-006
 1.0500014E+001, 5.1271436E-001, 2.3255249E-006
 1.0600021E+001, 5.1292571E-001, 2.6281917E-006
 1.0700029E+001, 5.1313692E-001, 2.6618484E-006
 1.0800036E+001, 5.1334837E-001, 2.5857753E-006
 1.0900044E+001, 5.1355981E-001, 2.5023843E-006
 1.1000052E+001, 5.1377135E-001, 2.6243339E-006
 1.1100059E+001, 5.1398287E-001, 2.5880207E-006
 1.1200067E+001, 5.1419443E-001, 2.5946289E-006
 1.1300075E+001, 5.1440607E-001, 2.6023721E-006
 1.1400082E+001, 5.1461768E-001, 2.6041183E-006
 1.1500090E+001, 5.1482934E-001, 2.6245242E-006
 1.1600097E+001, 5.1504106E-001, 2.6158219E-006
 1.1700105E+001, 5.1525283E-001, 2.6176413E-006
 1.1800113E+001, 5.1546459E-001, 2.6096883E-006
 1.1900007E+001, 5.1567628E-001, 2.6267905E-006
 1.2000015E+001, 5.1588804E-001, 2.6114606E-006
 1.2100022E+001, 5.1609994E-001, 2.6144094E-006
 1.2200030E+001, 5.1631184E-001, 2.6448870E-006
 1.2300037E+001, 5.1652379E-001, 2.6403852E-006
 1.2400045E+001, 5.1673582E-001, 2.6151221E-006
 1.2500053E+001, 5.1694788E-001, 2.6088470E-006
 1.2600060E+001, 5.1715995E-001, 2.6667461E-006
 1.2700068E+001, 5.1737210E-001, 2.5950525E-006
 1.2800075E+001, 5.1758424E-001, 2.6000879E-006
 1.2900083E+001, 5.1779643E-001, 2.6261911E-006
 1.3000091E+001, 5.1800865E-001, 2.6798648E-006
 1.3100098E+001, 5.1822103E-001, 2.5009780E-006
 1.3200106E+001, 5.1843341E-001, 2.5675588E-006
 1.3300000E+001, 5.1864559E-001, 2.6923026E-006
 1.3400008E+001, 5.1885775E-001, 2.5826222E-006
 1.3500016E+001, 5.1907022E-001, 2.4401067E-006
 1.3600023E+001, 5.1928253E-001, 2.7376233E-006
 1.3700031E+001, 5.1949501E-001, 2.6878324E-006
 1.3800038E+001, 5.1970753E-001, 2.5876073E-006
