s,mol/mol,kW
Time,"VF","HRR"
 0.0000000E+000, 6.0702751E-001, 0.0000000E+000
 1.0008941E-001, 6.0702748E-001, 0.0000000E+000
 2.0001493E-001, 6.0702735E-001, 3.0335164E-006
 3.0006615E-001, 6.0702735E-001, 2.5447711E-006
 4.0011737E-001, 6.0702741E-001, 2.9381124E-006
 5.0004290E-001, 6.0702746E-001, 2.8947174E-006
 6.0009412E-001, 6.0702749E-001, 2.8655111E-006
 7.0001965E-001, 6.0702751E-001, 2.9329739E-006
 8.0007087E-001, 6.0702751E-001, 3.0220126E-006
 9.0012208E-001, 6.0702751E-001, 3.1284887E-006
 1.0000476E+000, 6.0702751E-001, 3.3275167E-006
 1.1000988E+000, 6.0702751E-001, 3.4594738E-006
 1.2000244E+000, 6.0702751E-001, 3.4655152E-006
 1.3000756E+000, 6.0702751E-001, 3.4044969E-006
 1.4000011E+000, 6.0702751E-001, 3.4986692E-006
 1.5000523E+000, 6.0702751E-001, 3.6326333E-006
 1.6001035E+000, 6.0702751E-001, 3.6239338E-006
 1.7000291E+000, 6.0702751E-001, 3.6181565E-006
 1.8000803E+000, 6.0702751E-001, 3.6273550E-006
 1.9000058E+000, 6.0702751E-001, 3.6921140E-006
 2.0000570E+000, 6.0702751E-001, 3.6956988E-006
 2.1001083E+000, 6.0702751E-001, 3.6885602E-006
 2.2000338E+000, 6.0702753E-001, 3.6893723E-006
 2.3000850E+000, 6.0704052E-001, 3.7133769E-006
 2.4000105E+000, 6.0715498E-001, 3.7232058E-006
 2.5000617E+000, 6.0733480E-001, 3.7241551E-006
 2.6001130E+000, 6.0752492E-001, 3.7219229E-006
 2.7000385E+000, 6.0772018E-001, 3.7251733E-006
 2.8000897E+000, 6.0791818E-001, 3.7330423E-006
 2.9000152E+000, 6.0811732E-001, 3.7359069E-006
 3.0000665E+000, 6.0831681E-001, 3.7379714E-006
 3.1001177E+000, 6.0851644E-001, 3.7417427E-006
 3.2000432E+000, 6.0871586E-001, 3.7451883E-006
 3.3000944E+000, 6.0891515E-001, 3.7484144E-006
 3.4000199E+000, 6.0911436E-001, 3.7511408E-006
 3.5000712E+000, 6.0931348E-001, 3.7536968E-006
 3.6001224E+000, 6.0951266E-001, 3.7566882E-006
 3.7000479E+000, 6.0971164E-001, 3.7588436E-006
 3.8000991E+000, 6.0991059E-001, 3.7619341E-006
 3.9000247E+000, 6.1010949E-001, 3.7649671E-006
 4.0000759E+000, 6.1030836E-001, 3.7706020E-006
 4.1000014E+000, 6.1050720E-001, 3.7773764E-006
 4.2000526E+000, 6.1070602E-001, 3.7794737E-006
 4.3001038E+000, 6.1090495E-001, 3.7817130E-006
 4.4000294E+000, 6.1110373E-001, 3.7840840E-006
 4.5000806E+000, 6.1130250E-001, 3.7867170E-006
 4.6000061E+000, 6.1150126E-001, 3.7889760E-006
 4.7000573E+000, 6.1170000E-001, 3.7912072E-006
 4.8001086E+000, 6.1189886E-001, 3.7948204E-006
 4.9000341E+000, 6.1209759E-001, 3.7975119E-006
 5.0000853E+000, 6.1229632E-001, 3.7981779E-006
 5.1000108E+000, 6.1249504E-001, 3.8017674E-006
 5.2000620E+000, 6.1269375E-001, 3.8054685E-006
 5.3001133E+000, 6.1289259E-001, 3.8086283E-006
 5.4000388E+000, 6.1309130E-001, 3.8123353E-006
 5.5000900E+000, 6.1328999E-001, 3.8149763E-006
 5.6000155E+000, 6.1348869E-001, 3.8183959E-006
 5.7000668E+000, 6.1368739E-001, 3.8210699E-006
 5.8001180E+000, 6.1388621E-001, 3.8219099E-006
 5.9000435E+000, 6.1408489E-001, 3.8259188E-006
 6.0000947E+000, 6.1428358E-001, 3.8281669E-006
 6.1000202E+000, 6.1448225E-001, 3.8305688E-006
 6.2000715E+000, 6.1468093E-001, 3.8332131E-006
 6.3001227E+000, 6.1487974E-001, 3.8352098E-006
 6.4000482E+000, 6.1507841E-001, 3.8374534E-006
 6.5000994E+000, 6.1527708E-001, 3.8410336E-006
 6.6000250E+000, 6.1547575E-001, 3.8516409E-006
 6.7000762E+000, 6.1567442E-001, 3.8531934E-006
 6.8000017E+000, 6.1587309E-001, 3.8557469E-006
 6.9000529E+000, 6.1607175E-001, 3.8580516E-006
 7.0001041E+000, 6.1627054E-001, 3.8601295E-006
 7.1000297E+000, 6.1646920E-001, 3.8618603E-006
 7.2000809E+000, 6.1666785E-001, 3.8640763E-006
 7.3000064E+000, 6.1686651E-001, 3.8663322E-006
 7.4000576E+000, 6.1706515E-001, 3.8685690E-006
 7.5001089E+000, 6.1726392E-001, 3.8715106E-006
 7.6000344E+000, 6.1746256E-001, 3.8725505E-006
 7.7000856E+000, 6.1766121E-001, 3.8749319E-006
 7.8000111E+000, 6.1785985E-001, 3.8784882E-006
 7.9000623E+000, 6.1805849E-001, 3.8800023E-006
 8.0001136E+000, 6.1825725E-001, 3.8820830E-006
 8.1000391E+000, 6.1845588E-001, 3.8842707E-006
 8.2000903E+000, 6.1865452E-001, 3.8866756E-006
 8.3000158E+000, 6.1885315E-001, 3.8884557E-006
 8.4000671E+000, 6.1905177E-001, 3.8904197E-006
 8.5001183E+000, 6.1925053E-001, 3.8916582E-006
 8.6000438E+000, 6.1944915E-001, 3.8941204E-006
 8.7000950E+000, 6.1964777E-001, 3.8959960E-006
 8.8000206E+000, 6.1984638E-001, 3.9085566E-006
 8.9000718E+000, 6.2004499E-001, 3.9120520E-006
 9.0001230E+000, 6.2024373E-001, 3.9141142E-006
 9.1000485E+000, 6.2044234E-001, 3.9189041E-006
 9.2000997E+000, 6.2064095E-001, 3.9218407E-006
 9.3000253E+000, 6.2083956E-001, 3.9238930E-006
 9.4000765E+000, 6.2103816E-001, 3.9258511E-006
 9.5000020E+000, 6.2123676E-001, 3.9266806E-006
 9.6000532E+000, 6.2143536E-001, 3.9303787E-006
 9.7001044E+000, 6.2163409E-001, 3.9319131E-006
 9.8000300E+000, 6.2183268E-001, 3.9344246E-006
